Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),ECEF Error X (m),ECEF Error Y (m),ECEF Error Z (m),Body Azimuth (rad),Body Elevation (rad),Range (m),PSR (m),ADR,Clock Correction (s),Clock Noise (m),Delta Af0 (s),Delta Af1 (s/s),Iono Correction (m),Tropo Correction (m),PSR Offset (m),Receiver Antenna Azimuth (rad),Receiver Antenna Elevation (rad),Receiver Antenna Gain (dBi),SV Antenna Azimuth (rad),SV Antenna Elevation (rad),Relative Power Level (incl. Receiver Antenna gain) (dB),Doppler Frequency (Hz),PSR Change Rate (m/s),Receiver Carrier Phase Offset (rad),Satellite Carrier Phase Offset (rad),GPS TOW,GPS Week Number,SBAS t0,Calibration offset (m),PSR satellite time (ms)
500,-23875743.40915,5057245.927986,16770990.03282,0,0,0,-0.9933991823156,-0.4232523440155,31933623.86501,30247923.5380426,158953816.0122,0.005622921203851,0,0,0,9.041879009545,1.409592954948e-81,0,2.513036847798,-0.4229761371516,-12.85511219211,-0.5979455500549,1.33095577765,-12.02148365414,-25433.08153444,4839.75449577,0,0,259182.500,2296,86368,0,399.1037875341
600,-23875905.47362,5057201.495302,16770772.74915,0,0,0,-0.9934265781661,-0.4233143149229,31934107.82881,30248407.50179,158956359.2635,0.005622921202577,0,0,0,9.041445496149,1.409409491524e-81,0,2.513022520538,-0.4230380147939,-12.85578344083,-0.5978940830769,1.330962605898,-12.02190251425,-25431.94268923,4839.537780732,0,0,259182.600,2296,86368,0,499.1021732048
700,-23876067.53635,5057157.064474,16770555.46291,0,0,0,-0.9934539811949,-0.4233762839502,31934591.77093,30248891.443863,158958902.4008,0.005622921201303,0,0,0,9.041011898138,1.409226001592e-81,0,2.513008190659,-0.4230998907962,-12.85645467176,-0.5978426225339,1.330969434867,-12.02232130816,-25430.80365805,4839.321030304,0,0,259182.700,2296,86368,0,599.1005589478
800,-23876229.59733,5057112.635501,16770338.1741,0,0,0,-0.9934813914029,-0.4234382510974,31935075.69138,30249375.3642594,158961445.4242,0.005622921200029,0,0,0,9.04057821553,1.409042485176e-81,0,2.512993858154,-0.4231617644618,-12.85712587734,-0.5977911857897,1.330976264557,-12.0227400283,-25429.66451919,4839.104259387,0,0,259182.800,2296,86368,0,699.0989447631
900,-23876391.65656,5057068.208386,16770120.8827,0,0,0,-0.9935088087905,-0.4235002163644,31935559.59015,30249859.2629768,158963988.3337,0.005622921198755,0,0,0,9.040144448343,1.408858942301e-81,0,2.512979524734,-0.4232236363144,-12.85779706325,-0.5977397291604,1.330983094967,-12.02315868036,-25428.52526287,4838.887466118,0,0,259182.900,2296,86368,0,799.0973306507
1000,-23876553.71405,5057023.783126,16769903.58874,0,0,0,-0.9935362333585,-0.4235621797512,31936043.46724,30250343.1397941,158966531.1304,0.005622921197482,0,0,0,9.039491572835,1.408675372987e-81,0,2.512965185017,-0.4232855061745,-12.85846822755,-0.5976882770343,1.330989926097,-12.02357726241,-25427.96130212,4838.780147955,0,0,259183.000,2296,86368,0,899.0957166114
1100,-23876715.76978,5056979.359722,16769686.2922,0,0,0,-0.9935636651075,-0.4236241412577,31936527.32264,30250826.9951472,158969073.812,0.005622921196208,0,0,0,9.039057634146,1.40849177726e-81,0,2.512950844331,-0.4233473743939,-12.85913937406,-0.5976367977043,1.330996757948,-12.02399577826,-25426.24629998,4838.453793898,0,0,259183.100,2296,86368,0,999.0941026437
1200,-23876877.82377,5056934.938174,16769468.99308,0,0,0,-0.9935911040382,-0.4236861008839,31937011.15636,30251310.8288148,158971616.3796,0.005622921194934,0,0,0,9.038623610936,1.408308155141e-81,0,2.512936500729,-0.4234092405942,-12.85981049865,-0.5975853269035,1.331003590518,-12.02441422382,-25425.10658361,4838.236913085,0,0,259183.200,2296,86368,0,1099.092488748
1300,-23877039.87602,5056890.518483,16769251.69139,0,0,0,-0.9936185501511,-0.4237480586297,31937494.96839,30251794.6407947,158974158.8333,0.00562292119366,0,0,0,9.038189503223,1.408124506653e-81,0,2.51292215481,-0.4234711050864,-12.86048160472,-0.5975338779976,1.331010423809,-12.02483260247,-25423.9669064,4838.020039722,0,0,259183.300,2296,86368,0,1199.090874925
1400,-23877201.92651,5056846.100647,16769034.38713,0,0,0,-0.9936460034469,-0.4238100144951,31937978.75874,30252278.4310847,158976701.173,0.005622921192386,0,0,0,9.037755311023,1.407940831821e-81,0,2.512907805958,-0.42353296743,-12.86115268748,-0.5974824087841,1.33101725782,-12.02525090943,-25422.82706278,4837.803134695,0,0,259183.400,2296,86368,0,1299.089261175
