Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),Yaw (deg),Pitch (deg),Roll (deg),Velocity X (m/s),Velocity Y (m/s),Velocity Z (m/s),Accel. X (m/s^2),Accel. Y (m/s^2),Accel. Z (m/s^2),GPS TOW,GPS Week Number
93200,-996805.3180329152,-7181311.163763981,-2637883.203625345,158.3178693759027,0.0929237076822762,0,2857.351182028651,1841.08812501654,-6091.10218193382,1.136213541030884,5.780020728707314,2.281158231198788,259275.200,2296
93300,-996519.5772736918,-7181127.026060457,-2638492.302393975,158.3168832488101,0.0929415785694858,0,2857.464009197429,1841.665946412832,-6090.873195556924,1.133943442255259,5.777925252914429,2.285465598106384,259275.300,2296
93400,-996233.825231977,-7180942.830575741,-2639101.378261142,158.3158967550116,0.09295941769673774,0,2857.576828217134,1842.243751045316,-6090.644157724455,1.124688424170017,5.776295438408852,2.296874299645424,259275.400,2296
93500,-995948.0619094062,-7180758.577311588,-2639710.431221534,158.314909979314,0.0929772915038425,0,2857.689626282081,1842.821534723043,-6090.415060287341,1.127482391893864,5.777459591627121,2.292334102094173,259275.500,2296
93600,-995662.2873075844,-7180574.266269744,-2640319.461269898,158.3139229285925,0.0929951409552956,0,2857.802411774173,1843.399303965271,-6090.185915119946,1.119798980653286,5.775364115834236,2.300366759300232,259275.600,2296
93700,-995376.5014281517,-7180389.897451973,-2640928.468400915,158.3129355997397,0.0930130072421174,0,2857.915177824907,1843.977049458772,-6089.956699404866,1.121487002819777,5.77559694647789,2.297456376254559,259275.700,2296
93800,-995090.70427273,-7180205.470860021,-2641537.452609323,158.3119478912973,0.09303083624568971,0,2858.027931535617,1844.554783310741,-6089.727450395003,1.123757101595402,5.772802978754044,2.304790541529655,259275.800,2296
93900,-994804.8958429268,-7180020.98649565,-2642146.413889819,158.3109600999675,0.09304868715013506,0,2858.140658587217,1845.132498536259,-6089.498140849173,1.12439738586545,5.772337317466736,2.304208464920521,259275.900,2296
94000,-994519.0761403814,-7179836.444360618,-2642755.352237109,158.3099719147605,0.09306651529749667,0,2858.253379468806,1845.71019699797,-6089.268786134198,1.123698893934488,5.775131285190582,2.299901098012924,259276.000,2296
94100,-994233.2451667006,-7179651.844456669,-2643364.267645936,158.3089834753393,0.09308435724291093,0,2858.366077532992,1846.287874970585,-6089.03936506249,1.125503331422806,5.775364115834236,2.296757884323597,259276.100,2296
94200,-993947.4029235174,-7179467.186785568,-2643973.160110999,158.3079947406516,0.09310218311674438,0,2858.478763140738,1846.865537110716,-6088.809898355976,1.125503331422806,5.77862374484539,2.291868440806866,259276.200,2296
94300,-993661.5494124508,-7179282.471349063,-2644582.029627018,158.307005725931,0.09312002893104035,0,2858.5914473515,1847.443184815347,-6088.580395327881,1.124688424170017,5.777226760983467,2.293032594025135,259276.300,2296
94400,-993375.684635143,-7179097.69814892,-2645190.876188698,158.3060163321275,0.09313784431306138,0,2858.704100362957,1848.020811099559,-6088.350822450593,1.134118065237999,5.77862374484539,2.288259565830231,259276.400,2296
94500,-993089.8085931865,-7178912.867186893,-2645799.699790765,158.305026859387,0.09315566328204941,0,2858.81673055701,1848.59842248261,-6088.121196022257,1.135398633778095,5.778390914201736,2.285931259393692,259276.500,2296
94600,-992803.9212882188,-7178727.978464739,-2646408.500427931,158.3040370002843,0.0931735010078963,0,2858.92935632728,1849.176016170532,-6087.891528382897,1.130509190261364,5.778390914201736,2.288841642439365,259276.600,2296
94700,-992518.0227218615,-7178543.031984219,-2647017.278094916,158.303046879898,0.09319129648058717,0,2859.041960560717,1849.753590300679,-6087.661797413602,1.12724956125021,5.779089406132698,2.289307303726673,259276.700,2296
94800,-992232.1128957418,-7178358.027747089,-2647626.03278643,158.3020564680093,0.09320910784121239,0,2859.154563164338,1850.331150460988,-6087.432028027251,1.126201823353767,5.778390914201736,2.291868440806866,259276.800,2296
94900,-991946.1918114936,-7178172.965755106,-2648234.764497194,158.3010656777307,0.09322693376539994,0,2859.267138293944,1850.908691063523,-6087.202197639272,1.132313627749681,5.776761099696159,2.292683348059654,259276.900,2296
95000,-991660.2594707157,-7177987.846010036,-2648843.473221922,158.3000748205462,0.09324475368941491,0,2859.379687346518,1851.486213039607,-6086.972308345139,1.127773430198431,5.773501470685005,2.300017513334751,259277.000,2296
95100,-991374.3158750553,-7177802.668513644,-2649452.158955316,158.2990835667353,0.09326254143116684,0,2859.492226270959,1852.063716389239,-6086.742364102975,1.121778041124344,5.773035809397697,2.305721864104271,259277.100,2296
95200,-991088.3610261295,-7177617.433267684,-2650060.821692103,158.2980920332265,0.09328035677660719,0,2859.604755416512,1852.64120483771,-6086.512381210923,1.124048139899969,5.774199962615967,2.302811481058598,259277.200,2296
95300,-990802.3949255547,-7177432.140273913,-2650669.461427012,158.2971002339036,0.09329815842865004,0,2859.717260696925,1853.218673262745,-6086.282330099493,1.118576619774103,5.772802978754044,2.306187525391579,259277.300,2296
95400,-990516.4175749628,-7177246.789534098,-2651278.078154752,158.2961081707384,0.09331594190988901,0,2859.829751309007,1853.796120267361,-6086.052217986435,1.116655766963959,5.771638825535774,2.310378476977348,259277.400,2296
95500,-990230.4289759989,-7177061.381050006,-2651886.671870024,158.2951156992367,0.09333371159278155,0,2859.942231327295,1854.373557027429,-6085.822074441239,1.120904926210642,5.770474672317505,2.314802259206772,259277.500,2296
95600,-989944.4291302494,-7176875.914823393,-2652495.242567567,158.2941231600401,0.09335151321465197,0,2860.054682823829,1854.950973298401,-6085.59186803177,1.121079549193382,5.770474672317505,2.314336597919464,259277.600,2296
95700,-989658.4180393796,-7176690.390856036,-2653103.790242051,158.2931302012242,0.09336929996624491,0,2860.167127335444,1855.528371874243,-6085.361613193527,1.126551069319248,5.775131285190582,2.299551852047443,259277.700,2296
95800,-989372.3957049653,-7176504.809149673,-2653712.314888281,158.2921370265842,0.09338706550715434,0,2860.279546235688,1856.105749495327,-6085.131289204583,1.119042281061411,5.773501470685005,2.306420356035233,259277.800,2296
95900,-989086.3621286687,-7176319.169706087,-2654320.81650091,158.2911435382776,0.09340486797351565,0,2860.391963971779,1856.683112215251,-6084.900928428397,1.120439264923334,5.773734301328659,2.304557710886002,259277.900,2296
96000,-988800.3173121142,-7176133.472527036,-2654929.29507468,158.2901496796435,0.09342262111638903,0,2860.504364129156,1857.260461430997,-6084.670522483066,1.127191353589296,5.772802978754044,2.304208464920521,259278.000,2296
96100,-988514.2612569199,-7175947.717614296,-2655537.750604277,158.2891557143679,0.09344039249356194,0,2860.616736928932,1857.837790157646,-6084.440056467429,1.133070327341557,5.776528269052505,2.293847501277924,259278.100,2296
96200,-988228.1939647,-7175761.904969619,-2656146.183084462,158.2881613916988,0.09345817567890277,0,2860.729096340947,1858.415098395199,-6084.20953177847,1.129403244704008,5.776528269052505,2.29512806981802,259278.200,2296
96300,-987942.1154370874,-7175576.034594774,-2656754.592509943,158.2871667808284,0.09347592892378458,0,2860.841443995014,1858.992392197251,-6083.978961454704,1.126434653997421,5.774665623903275,2.300716005265713,259278.300,2296
96400,-987656.0256757136,-7175390.106491533,-2657362.978875426,158.2861718980631,0.09349368130370961,0,2860.953780822456,1859.569671563804,-6083.748348290101,1.123407855629921,5.775829777121544,2.300599589943886,259278.400,2296
96500,-987369.9246821983,-7175204.120661656,-2657971.342175642,158.2851767359319,0.0935114573584806,0,2861.066099139862,1860.146927647293,-6083.517666440457,1.123349647969007,5.774432793259621,2.300483174622059,259278.500,2296
96600,-987083.8124581876,-7175018.077106916,-2658579.6824053,158.2841811908805,0.0935292170764374,0,2861.178393708542,1860.724166035652,-6083.286930108443,1.131149474531412,5.774432793259621,2.298736944794655,259278.600,2296
96700,-986797.6890052764,-7174831.975829083,-2659187.999559128,158.2831855631049,0.09354693675093738,0,2861.290669068694,1861.301390454173,-6083.0561472103,1.126201823353767,5.772104486823082,2.307933755218983,259278.700,2296
96800,-986511.5543251086,-7174645.81682992,-2659796.293631835,158.28218955885,0.09356470014254992,0,2861.402934999205,1861.878595780581,-6082.825312390924,1.119100488722324,5.769310519099236,2.314685843884945,259278.800,2296
96900,-986225.4084193008,-7174459.600111196,-2660404.564618163,158.2811932729242,0.09358244342713273,0,2861.515183933079,1862.455782480538,-6082.594423322007,1.117936335504055,5.769543349742889,2.317363396286964,259278.900,2296
97000,-985939.2512894904,-7174273.325674686,-2661012.81251281,158.2801967133485,0.09360017689190789,0,2861.627414938994,1863.032950554043,-6082.363479072228,1.113920006901026,5.769543349742889,2.318993210792542,259279.000,2296
97100,-985653.0829373051,-7174086.993522156,-2661621.037310493,158.2791998726633,0.0936179408196274,0,2861.739631509408,1863.610098138452,-6082.132473122329,1.114793121814728,5.768844857811928,2.317130565643311,259279.100,2296
97200,-985366.9033643748,-7173900.603655376,-2662229.239005955,158.2782026514803,0.09363564603380872,0,2861.851832130924,1864.187233150005,-6081.901425961405,1.11735425889492,5.766516551375389,2.324813976883888,259279.200,2296
97300,-985080.7125723092,-7173714.156076118,-2662837.417593896,158.2772053393888,0.09365340623450366,0,2861.964007257484,1864.764348603785,-6081.670321989805,1.118576619774103,5.766749382019043,2.32248567044735,259279.300,2296
97400,-984794.5105627559,-7173527.650786161,-2663445.573069027,158.2762076445074,0.09367112084677746,0,2862.076174817048,1865.341448225081,-6081.439168890938,1.119391527026892,5.769077688455582,2.315151505172253,259279.400,2296
97500,-984508.2973373209,-7173341.087787266,-2664053.705426106,158.2752096885919,0.09368884960069988,0,2862.18831979204,1865.918524563313,-6081.207951763645,1.118401996791363,5.770940333604813,2.311891876161098,259279.500,2296
97600,-984222.0728976398,-7173154.467081207,-2664661.814659841,158.2742114446046,0.09370655414661797,0,2862.300458713435,1866.49558506906,-6080.976689001545,1.117819920182228,5.77140599489212,2.313521690666676,259279.600,2296
97700,-983935.8372453558,-7172967.788669754,-2665269.900764944,158.2732128139171,0.09372428805088195,0,2862.412581103854,1867.072633001953,-6080.745383631438,1.12305860966444,5.769310519099236,2.315966412425041,259279.700,2296
97800,-983649.5903820817,-7172781.052554695,-2665877.963736122,158.272214088396,0.09374199382918277,0,2862.524677999318,1867.649662308395,-6080.514020984992,1.129985321313143,5.772802978754044,2.303393557667732,259279.800,2296
97900,-983363.3323094351,-7172594.258737786,-2666486.003568133,158.2712149953849,0.09375972499069377,0,2862.63676523231,1868.226672057062,-6080.282605951652,1.125328708440065,5.772104486823082,2.305838279426098,259279.900,2296
98000,-983077.0630290557,-7172407.407220812,-2667094.020255684,158.270215629123,0.09377739933210077,0,2862.748835235834,1868.803665041924,-6080.05113620311,1.125386916100979,5.772802978754044,2.306536771357059,259280.000,2296
98100,-982790.7825425719,-7172220.498005543,-2667702.013793492,158.2692159786735,0.0937950993299216,0,2862.860892084427,1869.38064172864,-6079.819619655609,1.123815309256315,5.773501470685005,2.303742803633213,259280.100,2296
98200,-982504.4908516048,-7172033.531093752,-2668309.984176293,158.2682160536199,0.09381281551460181,0,2862.972933682613,1869.957596063614,-6079.588040476665,1.122069079428911,5.773035809397697,2.307118847966194,259280.200,2296
98300,-982218.187957803,-7171846.506487218,-2668917.931398796,158.267215740063,0.09383050669648139,0,2863.084954908118,1870.534535497427,-6079.356412170455,1.124979462474585,5.769543349742889,2.313521690666676,259280.300,2296
98400,-981931.8738627697,-7171659.424187719,-2669525.855455725,158.2662153389235,0.09384821775140231,0,2863.196953898296,1871.111455839127,-6079.124733572826,1.123407855629921,5.768612027168274,2.316897734999657,259280.400,2296
98500,-981645.5485681451,-7171472.284197032,-2670133.756341801,158.265214571179,0.09386590514471976,0,2863.308940082788,1871.68835895136,-6078.892995370552,1.118227373808622,5.767447873950005,2.31980811804533,259280.500,2296
98600,-981359.2120755524,-7171285.086516929,-2670741.634051762,158.2642135062619,0.09388359172343183,0,2863.420915207826,1872.265246231109,-6078.661213628948,1.116248313337564,5.767215043306351,2.324464730918407,259280.600,2296
98700,-981072.8643866272,-7171097.831149193,-2671349.488580314,158.263212181987,0.09390127885283801,0,2863.532869145274,1872.842113487422,-6078.429371584207,1.11450208351016,5.768146365880966,2.322136424481869,259280.700,2296
98800,-980786.5055029911,-7170910.518095596,-2671957.319922196,158.2622105908875,0.09391896014218715,0,2863.644804689102,1873.418956529349,-6078.197461552918,1.113687176257372,5.767215043306351,2.323300577700138,259280.800,2296
98900,-980500.1354262955,-7170723.147357921,-2672565.128072116,158.2612085905769,0.093936637303714,0,2863.756729057059,1873.995789326727,-6077.965517994016,1.11566623672843,5.763722583651543,2.331333234906197,259280.900,2296
99000,-980213.7541581348,-7170535.718937946,-2673172.913024812,158.2602065135413,0.0939543015245414,0,2863.868630724028,1874.572605825961,-6077.73352204822,1.114036422222853,5.763256922364235,2.334360033273697,259281.000,2296
99100,-979927.3617001707,-7170348.232837457,-2673780.674774974,158.2592040297222,0.09397200164274686,0,2863.980519003235,1875.149400439113,-6077.501467661932,1.119158696383238,5.767447873950005,2.320273779332638,259281.100,2296
99200,-979640.958054001,-7170160.689058224,-2674388.413317383,158.2582013219381,0.09398963741752835,0,2864.092384115793,1875.726174563169,-6077.269347850233,1.115142367780209,5.768146365880966,2.321437932550907,259281.200,2296
99300,-979354.5432212749,-7169973.08760203,-2674996.12864673,158.2571982919348,0.0940072938963486,0,2864.20425248798,1876.302937045693,-6077.037199400365,1.116422936320305,5.769310519099236,2.319924533367157,259281.300,2296
99400,-979068.1172036217,-7169785.428470649,-2675603.820757758,158.2561948985764,0.09402497379729743,0,2864.316097460687,1876.879681833088,-6076.804996933788,1.121254172176123,5.766749382019043,2.323184162378311,259281.400,2296
99500,-978781.6800026726,-7169597.711665882,-2676211.489645149,158.2551913986665,0.09404262813483059,0,2864.427916705608,1877.456407994032,-6076.572735793889,1.125677954405546,5.769543349742889,2.315151505172253,259281.500,2296
99600,-978495.2316200368,-7169409.937189491,-2676819.135303685,158.2541875411705,0.0940602849375667,0,2864.539724774659,1878.033115062863,-6076.340419240296,1.122592948377132,5.769543349742889,2.315035089850426,259281.600,2296
99700,-978208.7720573649,-7169222.105043269,-2677426.757728055,158.2531833972802,0.09407792678879023,0,2864.651514450088,1878.609803505242,-6076.108046341687,1.120497472584248,5.768612027168274,2.319226041436195,259281.700,2296
99800,-977922.3013162811,-7169034.215228994,-2678034.356912997,158.25217896077,0.09409557729570403,0,2864.763301564381,1879.186481237411,-6075.875645969063,1.119158696383238,5.769543349742889,2.316199243068695,259281.800,2296
99900,-977635.8193984078,-7168846.267748448,-2678641.932853249,158.2511742580237,0.09411321236832507,0,2864.875068422407,1879.763135220855,-6075.64317365177,1.115957275032997,5.767913535237312,2.32248567044735,259281.900,2296
100000,-977349.3263054006,-7168658.262603419,-2679249.485543515,158.2501691764592,0.0941308654004011,0,2864.986809901893,1880.339769180864,-6075.410644290969,1.122942194342613,5.767447873950005,2.320739440619946,259282.000,2296
100100,-977062.8220388617,-7168470.19979569,-2679857.014978527,158.2491640027213,0.09414851984869672,0,2865.098527050577,1880.916385445744,-6075.178059982136,1.11869303509593,5.764886736869812,2.329587005078793,259282.100,2296
100200,-976776.3066004263,-7168282.079327044,-2680464.521153025,158.2481584528774,0.0941661400306385,0,2865.210239659064,1881.492986809462,-6074.945430969819,1.11281406134367,5.763722583651543,2.335174940526485,259282.200,2296
100300,-976489.7799917355,-7168093.90119927,-2681072.004061717,158.2471526190029,0.09418374561155253,0,2865.321938996203,1882.06957327202,-6074.712755158544,1.113512553274632,5.764421075582504,2.333428710699081,259282.300,2296
100400,-976203.2422144176,-7167905.665414151,-2681679.463699334,158.2461465196992,0.09420138367836457,0,2865.433608647436,1882.646133191884,-6074.480003211647,1.111533492803574,5.76535239815712,2.331798896193504,259282.400,2296
100500,-975916.6932700963,-7167717.37197347,-2682286.900060617,158.2451401320333,0.09421902277169186,0,2865.545274340548,1883.222677279264,-6074.247208656743,1.11013650894165,5.763722583651543,2.334476448595524,259282.500,2296
100600,-975630.1331604207,-7167529.020879017,-2682894.313140282,158.2441333619633,0.0942366383243784,0,2865.656921174377,1883.799205999821,-6074.014368932694,1.112872269004583,5.761627107858658,2.340646460652351,259282.600,2296
100700,-975343.5618869986,-7167340.61213258,-2683501.702933057,158.243126500875,0.09425425799077701,0,2865.768544841558,1884.375718422234,-6073.781475424767,1.112872269004583,5.761859938502312,2.341344952583313,259282.700,2296
100800,-975056.9794514871,-7167152.145735952,-2684109.069433641,158.2421192446187,0.09427189058049863,0,2865.880155819468,1884.952209889889,-6073.548524174839,1.118052750825882,5.765818059444427,2.326560206711292,259282.800,2296
100900,-974770.3858554836,-7166963.621690906,-2684716.412636825,158.2411117473491,0.09428949972003771,0,2865.991743514314,1885.528680868447,-6073.315507732332,1.112930476665497,5.764886736869812,2.329819835722446,259282.900,2296
101000,-974483.781100641,-7166775.03999924,-2685323.7325373,158.240103946865,0.0943070939365683,0,2866.103331325576,1886.105137877166,-6073.082456132397,1.112755853682756,5.765818059444427,2.330751158297062,259283.000,2296
101100,-974197.1651886026,-7166586.400662741,-2685931.029129796,158.2390957655338,0.09432469395792693,0,2866.214902489446,1886.681581381708,-6072.849362855777,1.119158696383238,5.764421075582504,2.33121681958437,259283.100,2296
101200,-973910.5381209825,-7166397.703683204,-2686538.302409024,158.238087482504,0.09434230726484559,0,2866.326442104764,1887.258001603186,-6072.616201359779,1.126492861658335,5.768146365880966,2.317014150321484,259283.200,2296
101300,-973623.8998994066,-7166208.949062409,-2687145.552369752,158.2370788318117,0.0943598939890237,0,2866.437974967994,1887.834406923503,-6072.382991900668,1.123524270951748,5.768146365880966,2.317363396286964,259283.300,2296
101400,-973337.2505255118,-7166020.136802149,-2687752.779006695,158.2360699050652,0.0943774870276762,0,2866.549491300248,1888.410793617368,-6072.149730520323,1.12154521048069,5.767215043306351,2.320972271263599,259283.400,2296
101500,-973050.5900009319,-7165831.266904215,-2688359.982314582,158.235060700186,0.09439508950327247,0,2866.660994011909,1888.987163081765,-6071.916420478374,1.115375198423862,5.766050890088081,2.326676622033119,259283.500,2296
101600,-972763.9183273048,-7165642.339370403,-2688967.162288132,158.2340512117518,0.09441267978043832,0,2866.772483685054,1889.563512988389,-6071.683053160086,1.114851329475641,5.765119567513466,2.327724359929562,259283.600,2296
101700,-972477.2355062703,-7165453.354202498,-2689574.318922082,158.2330413469905,0.09443026119174129,0,2866.883950657211,1890.139845199883,-6071.449632290751,1.120846718549728,5.764421075582504,2.328888513147831,259283.700,2296
101800,-972190.541539443,-7165264.311402301,-2690181.452211152,158.2320313835542,0.09444781976558993,0,2866.995395510457,1890.716162044555,-6071.216159500182,1.114676706492901,5.761859938502312,2.340646460652351,259283.800,2296
101900,-971903.8364284586,-7165075.210971598,-2690788.562150085,158.2310210502364,0.09446541552260576,0,2867.106829304248,1891.292457468808,-6070.982632692903,1.110311131924391,5.761394277215004,2.34297476708889,259283.900,2296
102000,-971617.1201749549,-7164886.052912182,-2691395.648733606,158.2300104207276,0.0944829834232483,0,2867.218247964047,1891.868736129254,-6070.749055128545,1.107633579522371,5.761627107858658,2.342392690479755,259284.000,2296
102100,-971330.3927805612,-7164696.837225848,-2692002.711956447,158.2289995478646,0.09450056636696745,0,2867.32964660041,1892.444991040975,-6070.51540655084,1.105887349694967,5.759997293353081,2.345070242881775,259284.100,2296
102200,-971043.654246931,-7164507.563914393,-2692609.751813329,158.2279882664364,0.09451811837110163,0,2867.441029637121,1893.021233379841,-6070.281717926264,1.112290192395449,5.759997293353081,2.34565231949091,259284.200,2296
102300,-970756.9045756601,-7164318.232979605,-2693216.768299002,158.2269768988561,0.09453569884382092,0,2867.552391602658,1893.597458023578,-6070.047980407253,1.11013650894165,5.757901817560196,2.349610440433025,259284.300,2296
102400,-970470.1437684195,-7164128.844423296,-2693823.761408153,158.225965142259,0.09455324288841081,0,2867.663743672892,1894.173664506525,-6069.814190268517,1.113337930291891,5.762791261076927,2.338667400181293,259284.400,2296
102500,-970183.3718268112,-7163939.398247238,-2694430.731135566,158.2249531104582,0.0945708205028431,0,2867.775077349506,1894.749851897359,-6069.580343319103,1.113163307309151,5.761627107858658,2.33843456953764,259284.500,2296
102600,-969896.5887524744,-7163749.894453237,-2695037.677475968,158.2239408213272,0.09458835347709206,0,2867.886391584761,1895.32602019608,-6069.346437230706,1.10978726297617,5.762092769145966,2.339715138077736,259284.600,2296
102700,-969609.7945470579,-7163560.333043093,-2695644.600424059,158.2229282287219,0.09460591234205132,0,2867.997704888694,1895.902174059302,-6069.112495984882,1.10978726297617,5.761859938502312,2.339482307434082,259284.700,2296
102800,-969322.9892121996,-7163370.714018599,-2696251.499974587,158.2219152531455,0.0946234549357375,0,2868.108991766348,1896.478308364749,-6068.878495367244,1.117296051234007,5.762092769145966,2.337503246963024,259284.800,2296
102900,-969036.1727495159,-7163181.037381559,-2696858.376122271,158.220902181308,0.09464101118882988,0,2868.220256175846,1897.05442590639,-6068.644441664219,1.124048139899969,5.76535239815712,2.326327376067638,259284.900,2296
103000,-968749.3451606338,-7162991.303133757,-2697465.228861876,158.2198887383482,0.09465854699378325,0,2868.331512436271,1897.630526218563,-6068.410338135436,1.117645297199488,5.762791261076927,2.332264557480812,259285.000,2296
103100,-968462.5064472002,-7162801.511277003,-2698072.058188113,158.2188750174617,0.09467607532562766,0,2868.442747159861,1898.206605110317,-6068.176173372194,1.116888597607613,5.763722583651543,2.334010787308216,259285.100,2296
103200,-968175.6566108512,-7162611.661813092,-2698678.86409571,158.2178610166397,0.09469363160282351,0,2868.553974665701,1898.782670497894,-6067.941973451525,1.115608029067516,5.764421075582504,2.330751158297062,259285.200,2296
103300,-967888.7956532128,-7162421.754743823,-2699285.646579417,158.2168467412316,0.09471113559353031,0,2868.665183777921,1899.358715396374,-6067.707704380155,1.113920006901026,5.763955414295197,2.334127202630043,259285.300,2296
103400,-967601.9235759398,-7162231.790070994,-2699892.40563395,158.215832071793,0.0947286785136555,0,2868.776373798028,1899.934742134064,-6067.473388742656,1.119333319365978,5.761627107858658,2.335174940526485,259285.400,2296
103500,-967315.0403806367,-7162041.76779641,-2700499.141254054,158.2148173198451,0.09474618395385297,0,2868.887539720163,1900.510751642287,-6067.239018855616,1.111824531108141,5.758367478847504,2.349377609789371,259285.500,2296
103600,-967028.1460689553,-7161851.68792187,-2701105.853434453,158.2138021962741,0.09476370315970961,0,2868.998694466427,1901.086741592735,-6067.004594020545,1.107051502913237,5.758367478847504,2.352986484766006,259285.600,2296
103700,-966741.2406425308,-7161661.550449174,-2701712.542169879,158.2127867738031,0.09478124011995179,0,2869.109834195115,1901.662713848054,-6066.770118428394,1.105014234781265,5.757901817560196,2.351123839616776,259285.700,2296
103800,-966454.3241029922,-7161471.355380125,-2702319.207455077,158.2117711024288,0.0947987418543729,0,2869.220957276411,1902.238664682955,-6066.535579506308,1.101347152143717,5.756272003054619,2.357526682317257,259285.800,2296
103900,-966167.3964519959,-7161281.102716525,-2702925.849284766,158.210755022909,0.09481626190593813,0,2869.332066155039,1902.814602479339,-6066.301001934335,1.106003765016794,5.754176527261734,2.360320650041103,259285.900,2296
104000,-965880.4576911435,-7161090.792460177,-2703532.467653695,158.2097388564591,0.09483376111440878,0,2869.443147676066,1903.390520717949,-6066.066363127902,1.10710971057415,5.754875019192696,2.358574420213699,259286.000,2296
104100,-965593.5078221015,-7160900.424612892,-2704139.062556564,158.2087223024119,0.0948512634508981,0,2869.554222095758,1903.966420795768,-6065.831678686664,1.111824531108141,5.759997293353081,2.345070242881775,259286.100,2296
104200,-965306.5468464717,-7160709.999176453,-2704745.63398817,158.2077054849698,0.09486876891072116,0,2869.665274512954,1904.542300850153,-6065.596930216998,1.109088771045208,5.75813464820385,2.350308932363987,259286.200,2296
104300,-965019.5747659099,-7160519.51615268,-2705352.181943209,158.2066883853321,0.09488626823176877,0,2869.776313076727,1905.118162743747,-6065.362133551389,1.105305273085833,5.758600309491158,2.351473085582256,259286.300,2296
104400,-964732.5915820545,-7160328.975543372,-2705958.706416414,158.2056709807061,0.09490376232291116,0,2869.887352571823,1905.694013927132,-6065.127302659675,1.10844848677516,5.759298801422119,2.346117980778217,259286.400,2296
104500,-964445.5972965558,-7160138.377350342,-2706565.207402514,158.2046532027695,0.09492125316835594,0,2869.998362031765,1906.269842293113,-6064.892407739535,1.119798980653286,5.761859938502312,2.337386831641197,259286.500,2296
104600,-964158.5919110088,-7159947.721575381,-2707171.684896274,158.2036353317754,0.09493875614512652,0,2870.109348208643,1906.845653429627,-6064.657458802685,1.121254172176123,5.761627107858658,2.335058525204659,259286.600,2296
104700,-963871.5754270633,-7159757.008220303,-2707778.138892428,158.2026171003453,0.09495622838739735,0,2870.220321812667,1907.421443611383,-6064.422452822328,1.112872269004583,5.759764462709427,2.344953827559948,259286.700,2296
104800,-963584.5478463708,-7159566.237286917,-2708384.569385682,158.2015985823772,0.09497369912919421,0,2870.331288781017,1907.997222617269,-6064.187411684543,1.112872269004583,5.759531632065773,2.344953827559948,259286.800,2296
104900,-963297.5091705585,-7159375.408777026,-2708990.976370791,158.200579773086,0.09499119690788918,0,2870.442233048379,1908.572977874428,-6063.952306285501,1.109496224671602,5.759298801422119,2.345070242881775,259286.900,2296
105000,-963010.4594012636,-7159184.522692439,-2709597.359842489,158.1995606901906,0.09500863846562853,0,2870.553166489117,1909.148716367781,-6063.717146404088,1.1086231097579,5.759764462709427,2.347514964640141,259287.000,2296
105100,-962723.3985401385,-7158993.57903496,-2710203.719795507,158.1985412060718,0.09502614362613251,0,2870.664075133391,1909.724434372038,-6063.481929944828,1.113687176257372,5.757203325629234,2.350076101720333,259287.100,2296
105200,-962436.3265887841,-7158802.577806401,-2710810.056224599,158.1975216620068,0.09504358114491666,0,2870.774960611016,1910.300137475133,-6063.246660167351,1.107167918235064,5.753710865974426,2.36195046454668,259287.200,2296
105300,-962149.2435488652,-7158611.519008573,-2711416.369124475,158.1965017286522,0.09506105200172217,0,2870.88583863806,1910.875821486115,-6063.011342892423,1.105829142034054,5.754875019192696,2.35892366617918,259287.300,2296
105400,-961862.1494220055,-7158420.402643282,-2712022.658489896,158.1954815137481,0.09507850844721669,0,2870.996697805822,1911.451485473663,-6062.775968341157,1.101987436413765,5.755340680480003,2.360087819397449,259287.400,2296
105500,-961575.0442098558,-7158229.22871234,-2712628.924315575,158.194461020907,0.09509597218955544,0,2871.107543702237,1912.027128972113,-6062.540535349399,1.103559043258429,5.755573511123657,2.357177436351776,259287.500,2296
105600,-961287.9279140455,-7158037.997217548,-2713235.166596285,158.1934401423477,0.09511343368269436,0,2871.218373300508,1912.602759432048,-6062.305061379448,1.10274413600564,5.750218406319618,2.370448783040047,259287.600,2296
105700,-961000.8005362081,-7157846.70816073,-2713841.385326724,158.1924191644014,0.09513088099802935,0,2871.329183573835,1913.178374990821,-6062.069540144876,1.104956027120352,5.751382559537888,2.366374246776104,259287.700,2296
105800,-960713.662077992,-7157655.361543698,-2714447.580501638,158.1913978015347,0.09514831179712432,0,2871.439976384863,1913.753966335207,-6061.833953717723,1.106411218643188,5.754642188549042,2.359389327466488,259287.800,2296
105900,-960426.5125410163,-7157463.957368251,-2715053.752115792,158.1903761864691,0.09516575334373475,0,2871.550746960565,1914.329536724836,-6061.598304659128,1.107691787183285,5.756039172410965,2.357177436351776,259287.900,2296
106000,-960139.3519269321,-7157272.495636207,-2715659.900163901,158.1893542677995,0.09518321240357136,0,2871.661508106627,1914.905091747642,-6061.362614156678,1.105887349694967,5.756272003054619,2.353684976696968,259288.000,2296
106100,-959852.1802373715,-7157080.976349377,-2716266.024640717,158.1883320617259,0.09520064197521645,0,2871.77227193024,1915.480635594577,-6061.126894317567,1.105945557355881,5.756504833698273,2.354616299271584,259288.100,2296
106200,-959564.9974739966,-7156889.39950958,-2716872.125540955,158.1873094684808,0.09521807089843384,0,2871.883002226241,1916.056156158447,-6060.89110346511,1.115258783102036,5.757203325629234,2.349028363823891,259288.200,2296
