Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),ECEF Error X (m),ECEF Error Y (m),ECEF Error Z (m),Body Azimuth (rad),Body Elevation (rad),Range (m),PSR (m),ADR,Clock Correction (s),Clock Noise (m),Delta Af0 (s),Delta Af1 (s/s),Iono Correction (m),Tropo Correction (m),PSR Offset (m),Receiver Antenna Azimuth (rad),Receiver Antenna Elevation (rad),Receiver Antenna Gain (dBi),SV Antenna Azimuth (rad),SV Antenna Elevation (rad),Relative Power Level (incl. Receiver Antenna gain) (dB),Doppler Frequency (Hz),PSR Change Rate (m/s),Receiver Carrier Phase Offset (rad),Satellite Carrier Phase Offset (rad),GPS TOW,GPS Week Number,SBAS t0,Calibration offset (m),PSR satellite time (ms)
500,-15964551.40895,-16221519.79506,-12990996.27036,0,0,0,-2.094215775691,0.7421588112824,20367490.62937,20551798.9491582,108000399.5958,-0.0006147759614371,0,0,0,3.123190431017,6.540257559402e-83,0,1.410685881887,0.7426681790495,0.3722404815765,0.5708858618577,1.352080123093,4.688083684032,5949.220089582,-1132.098941132,0,0,259182.500,2296,86368,0,431.4465777883
600,-15964592.31551,-16221692.5645,-12990742.27042,0,0,0,-2.094079291361,0.7421851598381,20367377.46323,20551685.7829753,107999804.9063,-0.0006147759621732,0,0,0,3.122921907059,6.539219576489e-83,0,1.410834857068,0.7426946953616,0.3724582801803,0.5710594216589,1.352085545017,4.688463949236,5944.569508063,-1131.213964894,0,0,259182.600,2296,86368,0,531.4469552701
700,-15964633.2219,-16221865.33061,-12990488.2676,0,0,0,-2.093942798954,0.7422114896815,20367264.3856,20551572.7052919,107999210.6819,-0.0006147759629093,0,0,0,3.122653447332,6.538181666957e-83,0,1.410983845266,0.7427211930043,0.3726759254379,0.5712330093338,1.352090963272,4.688843946351,5939.918750354,-1130.328955129,0,0,259182.700,2296,86368,0,631.4473324566
800,-15964674.12812,-16222038.0934,-12990234.26191,0,0,0,-2.093806298479,0.74223780081,20367151.39647,20551459.7161118,107998616.9226,-0.0006147759636454,0,0,0,3.122385051831,6.537143830854e-83,0,1.411132845459,0.7427476718375,0.3728934161992,0.5714066092658,1.352096377859,4.689223674208,5935.267757727,-1129.44390066,0,0,259182.800,2296,86368,0,731.4477093479
900,-15964715.03418,-16222210.85286,-12989980.25334,0,0,0,-2.093669789942,0.742264093221,20367038.49584,20551346.8154389,107998023.6284,-0.0006147759643814,0,0,0,3.122116720551,6.536106068225e-83,0,1.411281860113,0.7427741319645,0.3731107533122,0.5715802236283,1.352101788775,4.689603133634,5930.616588912,-1128.558812663,0,0,259182.900,2296,86368,0,831.448085944
1000,-15964755.94007,-16222383.60899,-12989726.24189,0,0,0,-2.093533273351,0.742290366912,20366925.68373,20551234.003172,107997430.7998,-0.0006147759651175,0,0,0,3.121743611469,6.535068379112e-83,0,1.411430883571,0.7428005733396,0.373327936401,0.5717538433448,1.352107196021,4.689982324234,5925.689772728,-1127.621270716,0,0,259183.000,2296,86368,0,931.4484622453
1100,-15964796.84579,-16222556.36179,-12989472.22756,0,0,0,-2.093396748712,0.7423166218803,20366812.96013,20551121.2795249,107996838.4359,-0.0006147759658535,0,0,0,3.121475415934,6.534030763561e-83,0,1.411579921673,0.742826996037,0.3735449660763,0.5719274572047,1.352112599594,4.690361246597,5921.313703138,-1126.788532361,0,0,259183.100,2296,86368,0,1031.448838251
1200,-15964837.75135,-16222729.11127,-12989218.21036,0,0,0,-2.093260216034,0.7423428581233,20366700.32505,20551008.6443963,107996246.5371,-0.0006147759665896,0,0,0,3.121207284608,6.532993221615e-83,0,1.411728971912,0.7428533999769,0.3737618416819,0.5721011041179,1.352117999496,4.690739900049,5916.661888297,-1125.90332143,0,0,259183.200,2296,86368,0,1131.449213961
1300,-15964878.65674,-16222901.85742,-12988964.19029,0,0,0,-2.093123675322,0.7423690756385,20366587.77849,20550896.0977903,107995655.1035,-0.0006147759673256,0,0,0,3.120939217486,6.531955753319e-83,0,1.411878035336,0.7428797852187,0.3739785637058,0.5722747669614,1.352123395723,4.691118285056,5912.00987769,-1125.018073246,0,0,259183.300,2296,86368,0,1231.449589376
1400,-15964919.56196,-16223074.60024,-12988710.16733,0,0,0,-2.092987126586,0.7423952744233,20366475.32045,20550783.6397105,107995064.1351,-0.0006147759680616,0,0,0,3.120671214565,6.530918358718e-83,0,1.41202711068,0.7429061516725,0.3741951314095,0.5724484336527,1.352128788277,4.691496400861,5907.357690895,-1124.132791534,0,0,259183.400,2296,86368,0,1331.449964496
