utc_time,sat,constellation,jump_m,jump_cycles,dt_s
2026-06-25 05:40:35,C25,C,0.070,0.37,1
2026-06-25 05:40:35,C31,C,0.233,1.21,1
2026-06-25 05:40:35,C34,C,-0.203,-1.06,1
2026-06-25 05:40:35,C38,C,-0.578,-3.01,1
2026-06-25 05:40:35,E02,E,0.419,2.20,1
2026-06-25 05:40:35,E15,E,-0.414,-2.17,1
2026-06-25 05:40:35,E27,E,-0.463,-2.43,1
2026-06-25 05:40:35,E34,E,0.059,0.31,1
2026-06-25 05:40:35,E36,E,0.363,1.91,1
2026-06-25 05:40:35,G01,G,-0.711,-3.74,1
2026-06-25 05:40:35,G02,G,-0.465,-2.45,1
2026-06-25 05:40:35,G08,G,-0.400,-2.10,1
2026-06-25 05:40:35,G10,G,-0.097,-0.51,1
2026-06-25 05:40:35,G16,G,0.456,2.40,1
2026-06-25 05:40:35,G18,G,-12.460,-65.48,4
2026-06-25 05:40:35,G23,G,0.303,1.59,1
2026-06-25 05:40:35,G26,G,0.577,3.03,1
2026-06-25 05:40:35,G30,G,-0.249,-1.31,1
2026-06-25 05:40:35,G32,G,-0.611,-3.21,1
2026-06-25 05:40:51,G18,G,-0.980,-5.15,1
2026-06-25 05:41:11,G18,G,-2.364,-12.42,20
2026-06-25 05:41:14,G18,G,-0.096,-0.51,1
2026-06-25 05:41:24,G18,G,2.938,15.44,2
2026-06-25 05:41:30,G18,G,2.104,11.06,6
2026-06-25 05:41:37,G18,G,-0.092,-0.49,1
2026-06-25 05:41:39,G18,G,0.092,0.48,1
2026-06-25 05:41:44,G18,G,-3.809,-20.02,5
2026-06-25 05:41:50,G18,G,-0.098,-0.51,1
2026-06-25 05:42:03,G18,G,0.752,3.95,10
2026-06-25 05:48:29,G32,G,0.094,0.49,1
2026-06-25 05:48:31,G32,G,-0.090,-0.47,1
2026-06-25 05:48:32,G32,G,0.093,0.49,1
2026-06-25 05:48:37,G32,G,-0.097,-0.51,1
2026-06-25 05:48:42,G32,G,0.096,0.50,1
2026-06-25 05:48:43,G32,G,-0.101,-0.53,1
2026-06-25 05:49:28,E09,E,17617993.452,92583180.47,26057
2026-06-25 05:50:39,E09,E,0.094,0.49,1
2026-06-25 05:53:46,C42,C,-188877295.126,-983533640.68,17809
2026-06-25 05:53:46,E09,E,-0.096,-0.50,1
2026-06-25 05:55:58,E13,E,-166763549.422,-876348367.08,75894
2026-06-25 05:57:04,C13,C,-167106634.909,-870168099.90,66454
2026-06-25 05:58:52,C19,C,0.183,0.95,1
2026-06-25 05:58:55,C19,C,-0.051,-0.26,1
2026-06-25 05:59:15,C06,C,0.098,0.51,1
2026-06-25 05:59:16,C06,C,0.077,0.40,1
2026-06-25 05:59:28,E05,E,-292207209.680,-1535559251.04,19585
2026-06-25 06:05:58,E21,E,-350248064.201,-1840566000.17,45869
2026-06-25 06:16:08,G26,G,0.096,0.50,1
2026-06-25 06:16:19,G26,G,0.167,0.88,1
2026-06-25 06:16:31,G30,G,5.991,31.48,1
2026-06-25 06:16:32,G26,G,4.155,21.83,3
2026-06-25 06:16:36,G30,G,-0.196,-1.03,1
2026-06-25 06:16:37,G30,G,-0.097,-0.51,1
2026-06-25 06:16:41,G26,G,-1.618,-8.50,8
2026-06-25 06:16:46,G30,G,-2.092,-10.99,3
2026-06-25 06:16:49,G30,G,-0.082,-0.43,1
2026-06-25 06:17:01,G30,G,-0.103,-0.54,1
2026-06-25 06:17:04,G30,G,0.091,0.48,1
2026-06-25 06:17:07,G30,G,-0.095,-0.50,1
2026-06-25 06:17:08,G30,G,0.099,0.52,1
2026-06-25 06:17:13,G30,G,-0.100,-0.53,1
2026-06-25 06:18:05,G30,G,0.100,0.52,1
2026-06-25 06:18:07,G30,G,-0.100,-0.52,1
2026-06-25 06:18:13,G30,G,0.092,0.48,1
2026-06-25 06:18:19,G30,G,-0.088,-0.46,1
2026-06-25 06:18:38,G30,G,0.098,0.51,1
2026-06-25 06:18:43,G30,G,-0.092,-0.48,1
2026-06-25 06:19:49,G30,G,0.100,0.53,1
2026-06-25 06:19:55,G30,G,-0.096,-0.51,1
2026-06-25 06:19:56,G30,G,0.099,0.52,1
2026-06-25 06:20:01,G30,G,-0.086,-0.45,1
2026-06-25 06:20:02,G30,G,0.091,0.48,1
2026-06-25 06:20:19,G30,G,-0.098,-0.52,1
2026-06-25 06:20:24,G30,G,0.102,0.53,1
2026-06-25 06:20:25,G30,G,-0.096,-0.51,1
2026-06-25 06:20:29,G30,G,0.090,0.47,1
2026-06-25 06:20:38,G03,G,-134231533.533,-705391469.71,59728
2026-06-25 06:20:43,G03,G,0.096,0.50,1
2026-06-25 06:20:44,G03,G,-2.965,-15.58,1
2026-06-25 06:20:49,G30,G,-0.098,-0.52,1
2026-06-25 06:20:51,G30,G,0.087,0.46,1
2026-06-25 06:20:55,G30,G,-0.100,-0.53,1
2026-06-25 06:20:57,G03,G,-0.492,-2.59,11
2026-06-25 06:20:58,G30,G,2.672,14.04,2
2026-06-25 06:21:01,G03,G,-4.853,-25.50,2
2026-06-25 06:21:04,G03,G,7.031,36.95,1
2026-06-25 06:21:07,G03,G,-0.191,-1.00,1
2026-06-25 06:21:19,G03,G,0.093,0.49,1
2026-06-25 06:21:25,G03,G,-0.093,-0.49,1
2026-06-25 06:21:34,G03,G,0.089,0.47,1
2026-06-25 06:21:43,G03,G,-0.093,-0.49,1
2026-06-25 06:21:59,G30,G,0.274,1.44,3
2026-06-25 06:22:07,G30,G,-0.098,-0.52,1
2026-06-25 06:22:13,G30,G,0.091,0.48,1
2026-06-25 06:22:19,G30,G,-0.093,-0.49,1
2026-06-25 06:22:20,G30,G,0.094,0.49,1
2026-06-25 06:22:25,G30,G,-0.092,-0.48,1
2026-06-25 06:22:26,G30,G,0.106,0.56,1
2026-06-25 06:22:31,G30,G,-0.093,-0.49,1
2026-06-25 06:22:34,G30,G,0.094,0.49,1
2026-06-25 06:22:37,G30,G,-0.096,-0.50,1
2026-06-25 06:22:48,G30,G,0.965,5.07,2
2026-06-25 06:22:49,G30,G,-0.197,-1.04,1
2026-06-25 06:22:51,G30,G,0.102,0.53,1
2026-06-25 06:22:53,G30,G,-0.791,-4.16,1
2026-06-25 06:23:01,G30,G,-0.089,-0.47,1
2026-06-25 06:23:02,G30,G,0.103,0.54,1
2026-06-25 06:23:07,G30,G,-0.099,-0.52,1
2026-06-25 06:23:13,G30,G,0.093,0.49,1
2026-06-25 06:23:19,G30,G,-0.092,-0.48,1
2026-06-25 06:23:25,G30,G,0.087,0.46,1
2026-06-25 06:23:27,G03,G,0.096,0.51,1
2026-06-25 06:23:28,G30,G,-0.088,-0.46,1
2026-06-25 06:23:29,G30,G,-2.490,-13.08,1
2026-06-25 06:23:31,G03,G,-0.093,-0.49,1
2026-06-25 06:23:31,G30,G,-0.081,-0.43,1
2026-06-25 06:23:33,G30,G,-2.365,-12.43,1
2026-06-25 06:23:35,G30,G,1.923,10.10,1
2026-06-25 06:23:36,G30,G,-2.224,-11.69,1
2026-06-25 06:23:41,G30,G,2.836,14.90,1
2026-06-25 06:23:58,G30,G,0.486,2.55,1
2026-06-25 06:24:01,G30,G,-0.194,-1.02,1
2026-06-25 06:24:05,G30,G,0.093,0.49,1
2026-06-25 06:24:07,G30,G,-0.092,-0.48,1
2026-06-25 06:24:32,G03,G,0.096,0.51,1
2026-06-25 06:24:38,G03,G,1.236,6.49,1
2026-06-25 06:24:43,G03,G,-0.195,-1.03,1
2026-06-25 06:24:45,G03,G,0.094,0.49,1
2026-06-25 06:24:49,G30,G,0.093,0.49,1
2026-06-25 06:24:55,G03,G,-0.100,-0.53,1
2026-06-25 06:24:55,G30,G,-0.091,-0.48,1
2026-06-25 06:24:59,G30,G,0.095,0.50,1
2026-06-25 06:25:07,G30,G,-0.093,-0.49,1
2026-06-25 06:25:11,G03,G,0.093,0.49,1
2026-06-25 06:25:13,G03,G,-0.090,-0.47,1
2026-06-25 06:25:14,G03,G,0.096,0.50,1
2026-06-25 06:25:19,G03,G,-0.100,-0.53,1
2026-06-25 06:25:23,G30,G,2.482,13.04,1
2026-06-25 06:25:25,G30,G,-0.193,-1.02,1
2026-06-25 06:25:30,G30,G,0.096,0.50,1
2026-06-25 06:25:31,G30,G,-0.099,-0.52,1
2026-06-25 06:25:32,G30,G,0.090,0.47,1
2026-06-25 06:25:37,G30,G,-0.093,-0.49,1
2026-06-25 06:25:40,G30,G,4.472,23.50,1
2026-06-25 06:25:42,G30,G,0.102,0.54,1
2026-06-25 06:25:43,G30,G,-0.098,-0.51,1
2026-06-25 06:25:55,G30,G,-0.096,-0.50,1
2026-06-25 06:25:57,G30,G,0.090,0.48,1
2026-06-25 06:26:01,G30,G,-0.105,-0.55,1
2026-06-25 06:26:02,G30,G,0.100,0.53,1
2026-06-25 06:26:09,G30,G,-2.660,-13.98,3
2026-06-25 06:26:12,G30,G,-0.761,-4.00,1
2026-06-25 06:26:13,G30,G,-0.101,-0.53,1
2026-06-25 06:26:14,G30,G,0.096,0.50,1
2026-06-25 06:26:19,G30,G,-0.093,-0.49,1
2026-06-25 06:26:48,G30,G,0.104,0.55,1
2026-06-25 06:26:50,G30,G,-1.247,-6.55,2
2026-06-25 06:26:55,G30,G,-0.190,-1.00,1
2026-06-25 06:27:09,G30,G,0.094,0.50,1
2026-06-25 06:27:13,G30,G,-0.090,-0.47,1
2026-06-25 06:27:31,G30,G,0.098,0.52,1
2026-06-25 06:27:37,G30,G,-0.092,-0.48,1
2026-06-25 06:27:58,G30,G,0.094,0.49,1
2026-06-25 06:28:01,G30,G,-0.096,-0.50,1
2026-06-25 06:28:37,G30,G,0.099,0.52,1
2026-06-25 06:28:43,G30,G,-1.241,-6.52,1
2026-06-25 06:28:49,G30,G,0.183,0.96,1
2026-06-25 06:28:54,G30,G,0.095,0.50,2
2026-06-25 06:28:55,G30,G,-2.666,-14.01,1
2026-06-25 06:29:01,G30,G,-0.082,-0.43,1
2026-06-25 06:29:02,G30,G,0.086,0.45,1
2026-06-25 06:29:03,G30,G,5.520,29.01,1
2026-06-25 06:29:10,G30,G,-0.211,-1.11,1
2026-06-25 06:29:15,G30,G,0.386,2.03,1
2026-06-25 06:29:18,G30,G,0.402,2.11,1
2026-06-25 06:29:19,G30,G,-0.116,-0.61,1
2026-06-25 06:29:20,G30,G,0.108,0.57,1
2026-06-25 06:29:25,G30,G,-0.096,-0.50,1
2026-06-25 06:29:39,G30,G,-0.185,-0.97,1
2026-06-25 06:29:55,G30,G,0.096,0.51,1
2026-06-25 06:30:01,G30,G,-0.088,-0.46,1
2026-06-25 06:30:03,G30,G,0.095,0.50,1
2026-06-25 06:30:07,G30,G,-0.096,-0.51,1
2026-06-25 06:30:13,G30,G,0.097,0.51,1
2026-06-25 06:30:19,G30,G,-0.096,-0.50,1
2026-06-25 06:30:22,G30,G,0.103,0.54,1
2026-06-25 06:30:24,G30,G,-2.847,-14.96,1
2026-06-25 06:30:29,G30,G,-3.143,-16.52,2
2026-06-25 06:30:31,G30,G,-0.193,-1.01,1
2026-06-25 06:30:32,G30,G,0.096,0.51,1
2026-06-25 06:30:37,G30,G,-0.093,-0.49,1
2026-06-25 06:30:40,G30,G,0.091,0.48,1
2026-06-25 06:30:47,G30,G,5.046,26.52,1
2026-06-25 06:30:49,G30,G,-0.189,-0.99,1
2026-06-25 06:30:50,G30,G,0.098,0.52,1
2026-06-25 06:30:58,G30,G,-1.335,-7.01,1
2026-06-25 06:30:59,G30,G,-1.324,-6.96,1
2026-06-25 06:31:08,G14,G,-339727401.699,-1785279545.57,37667
2026-06-25 06:31:20,G30,G,1.910,10.04,5
2026-06-25 06:31:23,G30,G,1.613,8.48,2
2026-06-25 06:31:24,G30,G,-2.283,-12.00,1
2026-06-25 06:31:25,G30,G,-4.383,-23.03,1
2026-06-25 06:31:31,G30,G,-0.090,-0.47,1
2026-06-25 06:31:34,G30,G,5.234,27.50,1
2026-06-25 06:31:37,G30,G,-0.096,-0.51,1
2026-06-25 06:31:43,G30,G,0.107,0.56,1
2026-06-25 06:31:49,G30,G,-0.192,-1.01,1
2026-06-25 06:31:50,G30,G,0.092,0.49,1
2026-06-25 06:31:55,G30,G,-0.086,-0.45,1
2026-06-25 06:31:56,G30,G,-0.674,-3.54,1
2026-06-25 06:31:57,G14,G,0.091,0.48,1
2026-06-25 06:32:01,G30,G,-0.094,-0.50,1
2026-06-25 06:32:02,G14,G,-0.102,-0.54,1
2026-06-25 06:32:09,G30,G,0.093,0.49,1
2026-06-25 06:32:11,G30,G,0.564,2.96,1
2026-06-25 06:32:13,G30,G,0.093,0.49,1
2026-06-25 06:32:18,G30,G,0.091,0.48,1
2026-06-25 06:32:19,G30,G,-0.091,-0.48,1
2026-06-25 06:32:24,G14,G,0.099,0.52,1
2026-06-25 06:32:25,G30,G,0.101,0.53,1
2026-06-25 06:32:26,G14,G,-0.094,-0.49,1
2026-06-25 06:32:31,G30,G,-0.089,-0.47,1
2026-06-25 06:32:32,G30,G,0.091,0.48,1
2026-06-25 06:32:47,G14,G,0.096,0.50,1
2026-06-25 06:32:50,G14,G,-0.087,-0.46,1
2026-06-25 06:33:01,G14,G,0.098,0.51,1
2026-06-25 06:33:01,G30,G,-1.333,-7.01,1
2026-06-25 06:33:02,G30,G,-1.904,-10.00,1
2026-06-25 06:33:08,G14,G,-0.098,-0.51,1
2026-06-25 06:33:09,G14,G,0.099,0.52,1
2026-06-25 06:33:13,G30,G,-0.097,-0.51,1
2026-06-25 06:33:16,G30,G,0.096,0.50,1
2026-06-25 06:33:19,G30,G,-0.096,-0.50,1
2026-06-25 06:33:20,G14,G,-0.100,-0.52,1
2026-06-25 06:33:21,G30,G,0.093,0.49,1
2026-06-25 06:33:25,G30,G,-0.088,-0.46,1
2026-06-25 06:33:29,G30,G,0.085,0.45,1
2026-06-25 06:33:43,G30,G,-0.093,-0.49,1
2026-06-25 06:33:47,G14,G,0.097,0.51,1
2026-06-25 06:33:50,G14,G,-0.089,-0.47,1
2026-06-25 06:33:56,G30,G,0.088,0.46,1
2026-06-25 06:34:01,G30,G,-0.095,-0.50,1
2026-06-25 06:34:03,G30,G,0.098,0.52,1
2026-06-25 06:34:04,G14,G,0.097,0.51,1
2026-06-25 06:34:13,G30,G,-0.096,-0.51,1
2026-06-25 06:34:14,G14,G,-0.094,-0.49,1
2026-06-25 06:34:15,G03,G,0.767,4.03,2
2026-06-25 06:34:15,G30,G,0.088,0.46,1
2026-06-25 06:34:19,G30,G,-0.088,-0.46,1
2026-06-25 06:34:21,G30,G,0.095,0.50,1
2026-06-25 06:34:22,G30,G,2.668,14.02,1
2026-06-25 06:34:25,G30,G,-0.100,-0.53,1
2026-06-25 06:34:30,G30,G,0.094,0.50,1
2026-06-25 06:34:31,G30,G,-0.091,-0.48,1
2026-06-25 06:34:32,G30,G,-0.185,-0.97,1
2026-06-25 06:34:36,G30,G,-0.273,-1.44,1
2026-06-25 06:34:37,G30,G,-0.102,-0.53,1
2026-06-25 06:34:50,G03,G,-0.097,-0.51,2
2026-06-25 06:34:55,G03,G,-0.099,-0.52,1
2026-06-25 06:35:04,G30,G,0.095,0.50,1
2026-06-25 06:35:07,G30,G,-0.101,-0.53,1
2026-06-25 06:35:20,G30,G,0.078,0.41,1
2026-06-25 06:35:24,G30,G,0.746,3.92,1
2026-06-25 06:35:25,G30,G,-0.165,-0.87,1
2026-06-25 06:35:29,G30,G,-0.306,-1.61,1
2026-06-25 06:35:30,G30,G,0.392,2.06,1
2026-06-25 06:35:31,G30,G,-0.097,-0.51,1
2026-06-25 06:35:35,G30,G,0.289,1.52,1
2026-06-25 06:35:37,G30,G,-0.096,-0.50,1
2026-06-25 06:35:40,G30,G,-0.093,-0.49,1
2026-06-25 06:35:41,G30,G,-0.196,-1.03,1
2026-06-25 06:35:43,G30,G,-0.387,-2.03,1
2026-06-25 06:35:46,G30,G,-3.982,-20.93,2
2026-06-25 06:35:49,G30,G,-0.099,-0.52,1
2026-06-25 06:36:01,G30,G,-0.083,-0.43,1
2026-06-25 06:36:07,G30,G,1.436,7.55,2
2026-06-25 06:36:19,G30,G,-0.088,-0.46,1
2026-06-25 06:36:22,G30,G,1.143,6.01,1
2026-06-25 06:36:23,G30,G,0.093,0.49,1
2026-06-25 06:36:25,G30,G,-0.099,-0.52,1
2026-06-25 06:36:32,G30,G,0.087,0.46,1
2026-06-25 06:36:38,G30,G,0.229,1.21,1
2026-06-25 06:36:49,G30,G,3.719,19.54,11
2026-06-25 06:36:55,G30,G,-2.388,-12.55,1
2026-06-25 06:37:01,G30,G,-0.094,-0.49,1
2026-06-25 06:37:02,G30,G,-0.102,-0.54,1
2026-06-25 06:37:05,G30,G,-0.174,-0.91,1
2026-06-25 06:37:07,G30,G,-0.092,-0.49,1
2026-06-25 06:37:15,G30,G,0.072,0.38,1
2026-06-25 06:37:17,G07,G,22.353,117.46,2
2026-06-25 06:37:18,G07,G,0.197,1.04,1
2026-06-25 06:37:19,G07,G,-0.101,-0.53,1
2026-06-25 06:37:19,G30,G,-0.080,-0.42,1
2026-06-25 06:37:22,G30,G,0.296,1.56,1
2026-06-25 06:37:25,G30,G,-0.091,-0.48,1
2026-06-25 06:37:30,G30,G,0.278,1.46,1
2026-06-25 06:37:31,G30,G,-0.366,-1.92,1
2026-06-25 06:37:37,G30,G,0.189,0.99,1
2026-06-25 06:37:43,G30,G,-0.096,-0.50,1
2026-06-25 06:37:44,G30,G,0.103,0.54,1
2026-06-25 06:37:45,G30,G,-0.287,-1.51,1
2026-06-25 06:37:48,G30,G,1.323,6.95,1
2026-06-25 06:37:49,G30,G,-0.091,-0.48,1
2026-06-25 06:37:50,G30,G,-2.860,-15.03,1
2026-06-25 06:37:55,G30,G,-0.094,-0.50,1
2026-06-25 06:38:20,G30,G,0.099,0.52,1
2026-06-25 06:38:29,G07,G,1.428,7.50,12
2026-06-25 06:38:29,G30,G,-4.088,-21.48,9
2026-06-25 06:38:31,G30,G,-0.076,-0.40,1
2026-06-25 06:38:32,G07,G,-0.094,-0.50,1
2026-06-25 06:38:37,G30,G,-0.100,-0.52,1
2026-06-25 06:38:46,G30,G,0.088,0.46,1
2026-06-25 06:38:55,G30,G,-0.096,-0.50,1
2026-06-25 06:38:56,G30,G,0.109,0.57,1
2026-06-25 06:39:01,G30,G,-0.094,-0.49,1
2026-06-25 06:39:37,G30,G,0.104,0.55,1
2026-06-25 06:39:38,G07,G,-0.115,-0.60,1
2026-06-25 06:39:42,G07,G,-0.851,-4.47,4
2026-06-25 06:39:43,G07,G,-2.365,-12.43,1
2026-06-25 06:39:43,G30,G,-0.094,-0.49,1
2026-06-25 06:39:48,G07,G,0.096,0.50,1
2026-06-25 06:39:48,G30,G,0.087,0.46,1
2026-06-25 06:39:49,E02,E,0.098,0.51,1
2026-06-25 06:39:49,G07,G,-0.099,-0.52,1
2026-06-25 06:39:53,G07,G,-0.060,-0.32,1
2026-06-25 06:40:06,G30,G,5.306,27.88,2
2026-06-25 06:40:07,G07,G,-0.400,-2.10,1
2026-06-25 06:40:07,G30,G,-0.955,-5.02,1
2026-06-25 06:40:10,G03,G,0.097,0.51,1
2026-06-25 06:40:13,G03,G,-0.089,-0.47,1
2026-06-25 06:40:30,C24,C,3.469,18.06,3
2026-06-25 06:40:38,G07,G,-0.085,-0.45,1
2026-06-25 06:41:09,G03,G,0.098,0.52,1
2026-06-25 06:41:10,G07,G,0.883,4.64,1
2026-06-25 06:41:11,G07,G,-0.358,-1.88,1
2026-06-25 06:41:13,G03,G,-0.100,-0.53,1
2026-06-25 06:42:29,C24,C,-149041197.206,-776096625.07,48
2026-06-25 06:42:46,C24,C,-6.060,-31.56,12
2026-06-25 06:44:57,E02,E,-0.099,-0.52,1
2026-06-25 06:45:31,C09,C,-0.186,-0.97,1
2026-06-25 06:45:31,C13,C,0.503,2.62,1
2026-06-25 06:45:31,C14,C,0.500,2.61,1
2026-06-25 06:45:31,C21,C,0.272,1.41,1
2026-06-25 06:45:31,C22,C,-0.291,-1.51,1
2026-06-25 06:45:31,C23,C,-0.053,-0.28,1
2026-06-25 06:45:31,C25,C,-0.453,-2.36,1
2026-06-25 06:45:31,C31,C,-0.414,-2.16,1
2026-06-25 06:45:31,C34,C,-0.061,-0.32,1
2026-06-25 06:45:31,C38,C,0.415,2.16,1
2026-06-25 06:45:31,C42,C,0.651,3.39,1
2026-06-25 06:45:31,E02,E,-0.574,-3.01,1
2026-06-25 06:45:31,E05,E,0.363,1.90,1
2026-06-25 06:45:31,E13,E,0.435,2.28,1
2026-06-25 06:45:31,E15,E,0.119,0.62,1
2026-06-25 06:45:31,E21,E,0.506,2.66,1
2026-06-25 06:45:31,E27,E,0.072,0.38,1
2026-06-25 06:45:31,E30,E,-0.416,-2.18,1
2026-06-25 06:45:31,E34,E,-0.293,-1.54,1
2026-06-25 06:45:31,E36,E,-0.444,-2.33,1
2026-06-25 06:45:31,G01,G,0.437,2.29,1
2026-06-25 06:45:31,G02,G,0.130,0.68,1
2026-06-25 06:45:31,G03,G,0.782,4.11,1
2026-06-25 06:45:31,G10,G,-0.408,-2.14,1
2026-06-25 06:45:31,G14,G,0.602,3.17,1
2026-06-25 06:45:31,G16,G,-0.696,-3.66,1
2026-06-25 06:45:31,G23,G,-0.629,-3.30,1
2026-06-25 06:45:31,G27,G,-0.394,-2.07,1
2026-06-25 06:45:31,G32,G,0.411,2.16,1
2026-06-25 06:49:47,E36,E,-17.493,-91.93,8
2026-06-25 06:50:49,E02,E,0.099,0.52,1
2026-06-25 06:50:59,E02,E,-0.093,-0.49,1
2026-06-25 06:52:37,E02,E,0.096,0.51,1
2026-06-25 06:53:28,E03,E,125806058.242,661115298.23,17014
2026-06-25 06:53:46,C37,C,639194.309,3328452.50,40913
2026-06-25 06:54:08,E02,E,-3.606,-18.95,9
2026-06-25 06:54:09,E02,E,-0.910,-4.78,1
2026-06-25 06:54:10,E02,E,-0.883,-4.64,1
2026-06-25 06:54:11,E02,E,-0.927,-4.87,1
2026-06-25 06:54:12,E02,E,-0.977,-5.13,1
2026-06-25 06:54:13,E02,E,-0.946,-4.97,1
2026-06-25 06:54:14,E02,E,-0.969,-5.09,1
2026-06-25 06:54:15,E02,E,-1.023,-5.38,1
2026-06-25 06:54:16,E02,E,-1.055,-5.55,1
2026-06-25 06:54:17,E02,E,-1.107,-5.82,1
2026-06-25 06:54:18,E02,E,-1.037,-5.45,1
2026-06-25 06:54:19,E02,E,-1.300,-6.83,1
2026-06-25 06:54:22,E02,E,-2.393,-12.58,3
2026-06-25 06:54:23,E02,E,-1.575,-8.27,1
2026-06-25 06:54:24,E02,E,-1.549,-8.14,1
2026-06-25 06:54:25,E02,E,-1.412,-7.42,1
2026-06-25 06:54:26,E02,E,-1.504,-7.91,1
2026-06-25 06:54:27,E02,E,-1.468,-7.71,1
2026-06-25 06:54:34,E02,E,-9.034,-47.47,7
2026-06-25 06:54:35,E02,E,-1.090,-5.73,1
2026-06-25 06:54:36,E02,E,-1.020,-5.36,1
2026-06-25 06:54:37,E02,E,-0.930,-4.89,1
2026-06-25 06:54:38,E02,E,-0.838,-4.40,1
2026-06-25 06:54:39,E02,E,-0.735,-3.86,1
2026-06-25 06:54:40,E02,E,-0.670,-3.52,1
2026-06-25 06:54:41,E02,E,-0.475,-2.49,1
2026-06-25 06:54:42,E02,E,-0.475,-2.50,1
2026-06-25 06:54:43,E02,E,-0.411,-2.16,1
2026-06-25 06:54:44,E02,E,-0.118,-0.62,1
2026-06-25 06:59:13,G23,G,-3.413,-17.94,1
2026-06-25 06:59:21,G23,G,3.034,15.95,1
2026-06-25 07:01:47,G23,G,1.521,7.99,1
2026-06-25 07:02:23,G23,G,-0.096,-0.50,1
2026-06-25 07:02:27,G23,G,-0.270,-1.42,1
2026-06-25 07:02:32,G22,G,42479150.963,223229444.98,36778
2026-06-25 07:02:33,G23,G,-1.340,-7.04,5
2026-06-25 07:02:34,G23,G,-0.092,-0.49,1
2026-06-25 07:03:40,G23,G,-8.012,-42.10,54
2026-06-25 07:03:54,G23,G,-0.080,-0.42,1
2026-06-25 07:03:56,G23,G,-14.652,-77.00,1
2026-06-25 07:05:30,G16,G,0.095,0.50,1
2026-06-25 07:05:31,G16,G,-0.095,-0.50,1
2026-06-25 07:05:34,G16,G,0.096,0.50,1
2026-06-25 07:05:37,G16,G,-0.100,-0.52,1
2026-06-25 07:06:02,G16,G,0.094,0.49,1
2026-06-25 07:06:07,G16,G,-0.102,-0.53,1
2026-06-25 07:06:16,G16,G,0.100,0.53,1
2026-06-25 07:06:19,G16,G,-0.101,-0.53,1
2026-06-25 07:07:17,G16,G,0.092,0.49,1
2026-06-25 07:07:19,G16,G,-0.094,-0.49,1
2026-06-25 07:07:31,G16,G,0.095,0.50,1
2026-06-25 07:07:37,G16,G,-0.101,-0.53,1
2026-06-25 07:12:45,G16,G,0.099,0.52,1
2026-06-25 07:12:49,G16,G,-0.096,-0.50,1
2026-06-25 07:14:21,G16,G,0.095,0.50,1
2026-06-25 07:14:25,G16,G,-0.085,-0.45,1
2026-06-25 07:14:31,G16,G,0.099,0.52,1
2026-06-25 07:14:43,G16,G,-0.102,-0.54,1
2026-06-25 07:14:54,G16,G,0.089,0.47,1
2026-06-25 07:14:55,G16,G,-0.091,-0.48,1
2026-06-25 07:15:15,G16,G,0.092,0.48,1
2026-06-25 07:15:37,G16,G,-0.094,-0.49,1
2026-06-25 07:15:38,G16,G,0.088,0.46,1
2026-06-25 07:15:43,G16,G,-0.094,-0.49,1
2026-06-25 07:15:44,G16,G,0.095,0.50,1
2026-06-25 07:15:49,G16,G,-0.102,-0.54,1
2026-06-25 07:15:50,G16,G,0.100,0.53,1
2026-06-25 07:16:25,G16,G,-0.096,-0.50,1
2026-06-25 07:16:28,G16,G,0.098,0.51,1
2026-06-25 07:16:37,G16,G,-0.111,-0.58,1
2026-06-25 07:16:38,G16,G,0.103,0.54,1
2026-06-25 07:17:00,E32,E,149317288.777,784667648.60,15746
2026-06-25 07:17:13,G16,G,0.091,0.48,1
2026-06-25 07:17:14,G16,G,0.090,0.47,1
2026-06-25 07:17:19,G16,G,0.108,0.56,1
2026-06-25 07:17:22,G16,G,-0.102,-0.54,1
2026-06-25 07:17:23,G16,G,-0.183,-0.96,1
2026-06-25 07:17:24,G16,G,0.054,0.28,1
2026-06-25 07:17:25,G16,G,0.051,0.27,1
2026-06-25 07:20:11,E09,E,0.101,0.53,1
2026-06-25 07:20:44,C09,C,0.234,1.22,1
2026-06-25 07:20:44,C13,C,-0.454,-2.36,1
2026-06-25 07:20:44,C14,C,-0.284,-1.48,1
2026-06-25 07:20:44,C22,C,0.497,2.59,1
2026-06-25 07:20:44,C23,C,0.280,1.46,1
2026-06-25 07:20:44,C25,C,0.537,2.80,1
2026-06-25 07:20:44,C31,C,0.498,2.59,1
2026-06-25 07:20:44,C34,C,0.200,1.04,1
2026-06-25 07:20:44,C37,C,-0.151,-0.79,1
2026-06-25 07:20:44,C38,C,-0.324,-1.69,1
2026-06-25 07:20:44,C42,C,-0.517,-2.69,1
2026-06-25 07:20:44,E03,E,-0.480,-2.52,1
2026-06-25 07:20:44,E05,E,-0.180,-0.95,1
2026-06-25 07:20:44,E09,E,0.234,1.23,1
2026-06-25 07:20:44,E13,E,-0.348,-1.83,1
2026-06-25 07:20:44,E21,E,-0.352,-1.85,1
2026-06-25 07:20:44,E27,E,0.154,0.81,1
2026-06-25 07:20:44,E30,E,0.551,2.89,1
2026-06-25 07:20:44,E32,E,-0.495,-2.60,1
2026-06-25 07:20:44,E34,E,0.359,1.89,1
2026-06-25 07:20:44,G01,G,-0.291,-1.53,1
2026-06-25 07:20:44,G03,G,-0.677,-3.56,1
2026-06-25 07:20:44,G08,G,0.231,1.21,1
