utc_time,sat,constellation,jump_m,jump_cycles,dt_s
2026-06-24 19:49:44,C39,C,-0.425,-2.21,1
2026-06-24 19:49:44,E03,E,-0.439,-2.31,1
2026-06-24 19:49:44,E04,E,0.541,2.84,1
2026-06-24 19:49:44,E05,E,-0.166,-0.87,1
2026-06-24 19:49:44,E06,E,0.474,2.49,1
2026-06-24 19:49:44,E09,E,0.315,1.66,1
2026-06-24 19:49:44,E16,E,-0.190,-1.00,1
2026-06-24 19:49:44,E25,E,-0.507,-2.66,1
2026-06-24 19:49:44,E31,E,0.366,1.92,1
2026-06-24 19:49:44,G05,G,0.735,3.86,1
2026-06-24 19:49:44,G10,G,-0.296,-1.56,1
2026-06-24 19:49:44,G12,G,-0.520,-2.73,1
2026-06-24 19:49:44,G13,G,-0.452,-2.37,1
2026-06-24 19:49:44,G14,G,0.687,3.61,1
2026-06-24 19:49:44,G15,G,0.415,2.18,1
2026-06-24 19:49:44,G17,G,0.204,1.07,1
2026-06-24 19:49:44,G19,G,-0.239,-1.25,1
2026-06-24 19:49:44,G20,G,0.551,2.90,1
2026-06-24 19:49:44,G22,G,0.663,3.48,1
2026-06-24 19:49:44,G23,G,0.131,0.69,1
2026-06-24 19:49:44,G25,G,-0.685,-3.60,1
2026-06-24 19:49:54,C20,C,-0.963,-5.01,3
2026-06-24 19:49:58,C20,C,-0.482,-2.51,3
2026-06-24 19:50:03,C20,C,-0.095,-0.50,1
2026-06-24 19:50:07,G05,G,-3.996,-21.00,4
2026-06-24 19:50:18,C20,C,-1.237,-6.44,3
2026-06-24 19:50:22,C20,C,-0.102,-0.53,1
2026-06-24 19:50:25,G05,G,0.192,1.01,1
2026-06-24 19:50:26,C20,C,-0.482,-2.51,1
2026-06-24 19:50:27,C20,C,-0.090,-0.47,1
2026-06-24 19:50:27,G05,G,0.291,1.53,1
2026-06-24 19:50:31,G05,G,-0.085,-0.45,1
2026-06-24 19:50:38,G05,G,-6.193,-32.54,4
2026-06-24 19:50:39,G05,G,0.101,0.53,1
2026-06-24 19:50:44,G05,G,-0.096,-0.50,1
2026-06-24 19:50:47,C20,C,-0.059,-0.31,1
2026-06-24 19:50:49,G05,G,-0.091,-0.48,1
2026-06-24 19:50:51,G05,G,0.106,0.56,1
2026-06-24 19:50:52,C20,C,-0.108,-0.56,1
2026-06-24 19:50:57,G05,G,3.903,20.51,1
2026-06-24 19:51:06,G05,G,0.284,1.49,6
2026-06-24 19:51:07,G05,G,-0.096,-0.50,1
2026-06-24 19:51:08,G05,G,0.288,1.51,1
2026-06-24 19:51:13,C20,C,-5.090,-26.50,2
2026-06-24 19:51:13,G05,G,-0.099,-0.52,1
2026-06-24 19:51:16,C20,C,-0.100,-0.52,1
2026-06-24 19:51:24,C20,C,0.130,0.68,1
2026-06-24 19:51:25,G05,G,3.143,16.51,10
2026-06-24 19:51:26,C20,C,-0.710,-3.70,2
2026-06-24 19:51:26,G05,G,0.092,0.48,1
2026-06-24 19:51:27,C20,C,-0.092,-0.48,1
2026-06-24 19:51:28,C20,C,-0.098,-0.51,1
2026-06-24 19:51:31,C08,C,-0.056,-0.29,1
2026-06-24 19:51:31,C12,C,-0.688,-3.58,1
2026-06-24 19:51:31,C19,C,-0.540,-2.81,1
2026-06-24 19:51:31,C20,C,-0.713,-3.71,1
2026-06-24 19:51:31,C21,C,0.523,2.72,1
2026-06-24 19:51:31,C27,C,0.268,1.40,1
2026-06-24 19:51:31,C30,C,0.460,2.39,1
2026-06-24 19:51:31,C39,C,0.433,2.25,1
2026-06-24 19:51:31,E03,E,0.458,2.41,1
2026-06-24 19:51:31,E04,E,-0.529,-2.78,1
2026-06-24 19:51:31,E05,E,0.175,0.92,1
2026-06-24 19:51:31,E06,E,-0.464,-2.44,1
2026-06-24 19:51:31,E09,E,-0.305,-1.60,1
2026-06-24 19:51:31,E16,E,0.194,1.02,1
2026-06-24 19:51:31,E25,E,0.515,2.71,1
2026-06-24 19:51:31,E31,E,-0.359,-1.88,1
2026-06-24 19:51:31,G05,G,-0.803,-4.22,1
2026-06-24 19:51:31,G10,G,0.296,1.55,1
2026-06-24 19:51:31,G12,G,0.527,2.77,1
2026-06-24 19:51:31,G13,G,0.458,2.40,1
2026-06-24 19:51:31,G14,G,-0.679,-3.57,1
2026-06-24 19:51:31,G15,G,-0.415,-2.18,1
2026-06-24 19:51:31,G17,G,-0.204,-1.07,1
2026-06-24 19:51:31,G19,G,0.240,1.26,1
2026-06-24 19:51:31,G20,G,-0.546,-2.87,1
2026-06-24 19:51:31,G22,G,-0.654,-3.44,1
2026-06-24 19:51:31,G23,G,-0.134,-0.70,1
2026-06-24 19:51:31,G25,G,0.695,3.65,1
2026-06-24 19:51:32,G05,G,-0.092,-0.48,1
2026-06-24 19:51:34,G05,G,0.096,0.51,1
2026-06-24 19:51:38,G05,G,-0.106,-0.56,1
2026-06-24 19:51:44,G05,G,-3.978,-20.91,2
2026-06-24 19:51:45,G05,G,-0.595,-3.13,1
2026-06-24 19:51:46,G05,G,0.396,2.08,1
2026-06-24 19:51:47,G05,G,-2.471,-12.99,1
2026-06-24 19:51:48,G05,G,-0.190,-1.00,1
2026-06-24 19:51:49,G05,G,0.953,5.01,1
2026-06-24 19:51:52,G05,G,-0.324,-1.70,1
2026-06-24 19:51:57,C20,C,-2.588,-13.47,1
2026-06-24 19:51:57,G05,G,-0.184,-0.97,1
2026-06-24 19:51:58,C20,C,0.090,0.47,1
2026-06-24 19:52:01,G05,G,-0.053,-0.28,1
2026-06-24 19:52:02,G05,G,-0.993,-5.22,1
2026-06-24 19:52:03,G05,G,0.179,0.94,1
2026-06-24 19:52:06,G05,G,-0.722,-3.79,1
2026-06-24 19:52:17,C20,C,-0.051,-0.27,1
2026-06-24 19:52:19,C20,C,0.101,0.52,2
2026-06-24 19:52:21,C20,C,0.102,0.53,2
2026-06-24 19:52:31,C20,C,0.197,1.02,1
2026-06-24 19:52:35,C20,C,0.200,1.04,1
2026-06-24 19:52:54,C20,C,-4.031,-20.99,2
2026-06-24 19:52:57,C20,C,-0.289,-1.51,2
2026-06-24 19:53:03,C20,C,-0.112,-0.58,1
2026-06-24 19:53:08,C20,C,-1.733,-9.03,2
2026-06-24 19:53:09,C20,C,-0.098,-0.51,1
2026-06-24 19:53:10,C20,C,-0.097,-0.50,1
2026-06-24 19:54:22,C20,C,0.590,3.07,2
2026-06-24 19:54:55,C20,C,-4.222,-21.98,2
2026-06-24 19:55:02,C20,C,0.375,1.95,1
2026-06-24 19:59:30,C20,C,-5.753,-29.96,5
2026-06-24 19:59:37,C20,C,-0.877,-4.57,4
2026-06-24 19:59:39,C20,C,-0.094,-0.49,1
2026-06-24 20:00:17,C20,C,2.992,15.58,5
2026-06-24 20:00:21,C20,C,-0.097,-0.50,1
2026-06-24 20:00:28,C20,C,0.261,1.36,1
2026-06-24 20:02:33,G14,G,-40.573,-213.21,5
2026-06-24 20:02:34,G14,G,-0.054,-0.28,1
2026-06-24 20:02:38,G14,G,-0.100,-0.52,1
2026-06-24 20:02:39,G14,G,0.091,0.48,1
2026-06-24 20:02:44,G14,G,-0.088,-0.46,1
2026-06-24 20:02:49,G14,G,0.098,0.52,1
2026-06-24 20:02:53,G14,G,0.194,1.02,1
2026-06-24 20:02:54,G14,G,0.095,0.50,1
2026-06-24 20:03:06,G14,G,5.244,27.56,12
2026-06-24 20:03:13,G14,G,0.077,0.41,1
2026-06-24 20:08:51,E04,E,174004381.031,914399194.00,111
2026-06-24 20:10:04,C14,C,42911303.459,223450417.85,40752
2026-06-24 20:10:04,E04,E,-2.873,-15.10,13
2026-06-24 20:10:07,C11,C,180153584.237,938106988.82,14121
2026-06-24 20:10:13,C11,C,-3.262,-16.99,6
2026-06-24 20:10:15,C11,C,-0.092,-0.48,1
2026-06-24 20:10:16,C11,C,-0.097,-0.51,1
2026-06-24 20:10:53,C11,C,4.324,22.52,1
2026-06-24 20:10:57,C11,C,-0.110,-0.57,1
2026-06-24 20:11:21,C11,C,0.776,4.04,2
2026-06-24 20:11:41,C11,C,0.854,4.45,3
2026-06-24 20:11:45,C11,C,-0.093,-0.49,1
2026-06-24 20:11:52,E04,E,1.049,5.51,6
2026-06-24 20:12:02,E04,E,-1.159,-6.09,6
2026-06-24 20:12:11,E04,E,-0.245,-1.29,5
2026-06-24 20:12:12,E04,E,0.183,0.96,1
2026-06-24 20:12:23,E04,E,2.492,13.10,5
2026-06-24 20:12:40,E04,E,0.098,0.51,9
2026-06-24 20:12:54,E04,E,-0.393,-2.07,4
2026-06-24 20:13:18,C11,C,0.580,3.02,3
2026-06-24 20:14:09,C11,C,1.151,6.00,5
2026-06-24 20:14:21,C11,C,0.386,2.01,3
2026-06-24 20:14:32,C11,C,0.194,1.01,3
2026-06-24 20:14:32,C28,C,0.291,1.52,1
2026-06-24 20:14:33,C28,C,-0.095,-0.50,1
2026-06-24 20:14:52,C11,C,0.956,4.98,4
2026-06-24 20:15:15,C11,C,1.730,9.01,2
2026-06-24 20:30:02,G32,G,64310710.493,337955064.65,37425
2026-06-24 20:30:20,C12,C,-3.779,-19.68,1
2026-06-24 20:30:21,C12,C,-0.082,-0.43,1
2026-06-24 20:30:27,C12,C,-0.959,-4.99,1
2026-06-24 20:30:44,C12,C,-1.432,-7.46,1
2026-06-24 20:30:45,C12,C,-0.099,-0.51,1
2026-06-24 20:30:58,C12,C,-0.097,-0.50,1
2026-06-24 20:31:03,C12,C,-0.982,-5.12,1
2026-06-24 20:31:09,C12,C,-0.096,-0.50,1
2026-06-24 20:31:10,C12,C,-0.119,-0.62,1
2026-06-24 20:31:11,C12,C,-0.072,-0.38,1
2026-06-24 20:31:19,C12,C,-2.109,-10.98,2
2026-06-24 20:31:27,C12,C,0.351,1.83,1
2026-06-24 20:31:28,C12,C,-1.105,-5.75,1
2026-06-24 20:31:29,C12,C,-1.052,-5.48,1
2026-06-24 20:31:33,C12,C,-0.099,-0.51,1
2026-06-24 20:31:36,C12,C,-0.342,-1.78,1
2026-06-24 20:31:37,C12,C,-0.531,-2.77,1
2026-06-24 20:31:39,C12,C,-0.107,-0.55,1
2026-06-24 20:31:45,C12,C,1.435,7.47,2
2026-06-24 20:31:50,C12,C,0.485,2.53,1
2026-06-24 20:31:51,C12,C,-0.180,-0.94,1
2026-06-24 20:31:57,C12,C,-0.196,-1.02,1
2026-06-24 20:32:18,C12,C,1.160,6.04,1
2026-06-24 20:32:20,C12,C,-1.250,-6.51,2
2026-06-24 20:32:21,C12,C,-0.095,-0.49,1
2026-06-24 20:32:40,C12,C,-3.946,-20.55,3
2026-06-24 20:32:45,C12,C,-0.094,-0.49,1
2026-06-24 20:32:49,C12,C,0.094,0.49,1
2026-06-24 20:32:51,C12,C,-0.103,-0.54,1
2026-06-24 20:33:10,C12,C,0.172,0.90,1
2026-06-24 20:33:11,C12,C,-2.757,-14.36,1
2026-06-24 20:33:15,C12,C,-0.093,-0.48,1
2026-06-24 20:33:20,C12,C,-0.855,-4.45,1
2026-06-24 20:33:25,C12,C,-0.765,-3.98,2
2026-06-24 20:33:27,C12,C,0.482,2.51,2
2026-06-24 20:33:32,C12,C,-2.465,-12.83,1
2026-06-24 20:33:33,C12,C,-0.176,-0.92,1
2026-06-24 20:33:34,C12,C,0.178,0.93,1
2026-06-24 20:33:39,C12,C,-0.191,-0.99,1
2026-06-24 20:33:48,C12,C,-2.709,-14.11,3
2026-06-24 20:33:57,C12,C,2.108,10.97,2
2026-06-24 20:34:09,C12,C,-0.576,-3.00,2
2026-06-24 20:34:24,C12,C,0.092,0.48,3
2026-06-24 20:34:27,C12,C,-0.124,-0.65,1
2026-06-24 20:34:33,C12,C,0.767,3.99,2
2026-06-24 20:34:39,C12,C,0.669,3.49,1
2026-06-24 20:34:45,C12,C,-0.095,-0.49,1
2026-06-24 20:35:01,C12,C,-0.379,-1.98,2
2026-06-24 20:35:10,C12,C,1.138,5.93,2
2026-06-24 20:35:14,C12,C,-0.197,-1.03,1
2026-06-24 20:35:24,C12,C,0.086,0.45,1
2026-06-24 20:35:27,C12,C,-0.094,-0.49,1
2026-06-24 20:35:42,C12,C,0.186,0.97,1
2026-06-24 20:36:01,C12,C,0.578,3.01,2
2026-06-24 20:36:08,C12,C,-0.076,-0.39,1
2026-06-24 20:36:11,C12,C,-1.268,-6.60,3
2026-06-24 20:36:13,C12,C,0.768,4.00,1
2026-06-24 20:36:18,C12,C,-0.774,-4.03,3
2026-06-24 20:36:21,C12,C,-0.196,-1.02,1
2026-06-24 20:36:25,C12,C,0.959,4.99,3
2026-06-24 20:36:47,C12,C,-1.930,-10.05,14
2026-06-24 20:36:51,C12,C,-0.102,-0.53,1
2026-06-24 20:36:52,C12,C,-0.100,-0.52,1
2026-06-24 20:36:58,C12,C,0.752,3.92,2
2026-06-24 20:37:00,E32,E,69963349.769,367659884.54,46032
2026-06-24 20:37:01,C12,C,-0.953,-4.96,1
2026-06-24 20:37:06,C12,C,-0.664,-3.46,4
2026-06-24 20:37:09,C12,C,-0.088,-0.46,1
2026-06-24 20:37:11,C12,C,-0.288,-1.50,1
2026-06-24 20:37:14,C12,C,-0.675,-3.52,1
2026-06-24 20:37:15,C12,C,0.094,0.49,1
2026-06-24 20:37:29,C12,C,0.478,2.49,14
2026-06-24 20:37:34,C12,C,0.383,1.99,5
2026-06-24 20:37:39,C12,C,2.993,15.59,5
2026-06-24 20:37:45,C12,C,-3.854,-20.07,6
2026-06-24 20:37:53,C12,C,15.263,79.48,5
2026-06-24 20:37:57,C12,C,-12.578,-65.50,4
2026-06-24 20:38:23,C12,C,-2.594,-13.51,26
2026-06-24 20:38:27,C12,C,0.098,0.51,4
2026-06-24 20:38:28,C12,C,-0.106,-0.55,1
2026-06-24 20:38:42,C12,C,0.388,2.02,14
2026-06-24 20:38:57,C12,C,2.492,12.97,15
2026-06-24 20:39:15,C12,C,1.142,5.94,17
2026-06-24 20:40:07,C12,C,211545582.294,1101573360.55,52
2026-06-24 20:40:28,C29,C,190349891.360,991201835.71,15264
2026-06-24 20:40:29,C12,C,-3.560,-18.54,22
2026-06-24 20:40:53,C12,C,-2.597,-13.52,24
2026-06-24 20:41:00,C12,C,-1.630,-8.49,7
2026-06-24 20:41:23,C12,C,-0.199,-1.04,23
2026-06-24 20:41:25,C12,C,0.279,1.45,2
2026-06-24 20:41:49,C12,C,3.938,20.50,23
2026-06-24 20:41:52,C12,C,0.417,2.17,1
2026-06-24 20:41:56,C12,C,-1.202,-6.26,4
2026-06-24 20:42:10,C12,C,0.761,3.96,3
2026-06-24 20:43:22,C12,C,-6.335,-32.99,68
2026-06-24 20:43:30,C12,C,-0.127,-0.66,1
2026-06-24 20:46:38,G22,G,0.104,0.55,1
2026-06-24 20:46:39,G22,G,0.230,1.21,1
2026-06-24 20:46:40,G22,G,0.070,0.37,1
2026-06-24 20:49:32,G22,G,-0.097,-0.51,1
2026-06-24 20:49:33,G22,G,0.196,1.03,1
2026-06-24 20:51:32,C29,C,26.313,137.02,3
2026-06-24 20:51:33,C29,C,-0.095,-0.50,1
2026-06-24 20:51:35,C29,C,-0.483,-2.52,2
2026-06-24 20:51:40,C29,C,-0.191,-0.99,1
2026-06-24 20:51:45,C29,C,-0.482,-2.51,1
2026-06-24 20:51:51,C29,C,-0.095,-0.50,1
2026-06-24 20:52:15,C29,C,0.096,0.50,1
2026-06-24 20:52:16,C29,C,-0.099,-0.51,1
2026-06-24 20:52:19,C29,C,-4.126,-21.49,2
2026-06-24 20:52:22,C29,C,0.092,0.48,1
2026-06-24 20:52:35,C29,C,0.670,3.49,2
2026-06-24 20:52:39,C29,C,-0.094,-0.49,1
2026-06-24 20:52:47,C29,C,2.207,11.49,2
2026-06-24 20:52:51,C29,C,-0.094,-0.49,1
2026-06-24 20:52:59,C29,C,0.071,0.37,2
2026-06-24 20:53:03,C29,C,0.861,4.49,3
2026-06-24 20:53:07,C29,C,0.664,3.46,2
2026-06-24 20:53:10,C29,C,-0.097,-0.50,1
2026-06-24 20:53:31,C29,C,-0.096,-0.50,2
2026-06-24 20:53:34,C29,C,-0.094,-0.49,1
2026-06-24 20:53:41,C29,C,1.447,7.54,1
2026-06-24 20:53:45,C29,C,-0.098,-0.51,1
2026-06-24 20:55:57,C29,C,-0.101,-0.53,1
2026-06-24 20:55:58,C29,C,-0.095,-0.50,1
2026-06-24 21:03:55,C08,C,-0.071,-0.37,1
2026-06-24 21:03:55,C11,C,0.616,3.21,1
2026-06-24 21:03:55,C14,C,0.515,2.68,1
2026-06-24 21:03:55,C19,C,-0.587,-3.06,1
2026-06-24 21:03:55,C21,C,0.299,1.56,1
2026-06-24 21:03:55,C22,C,-0.294,-1.53,1
2026-06-24 21:03:55,C29,C,0.654,3.40,1
2026-06-24 21:03:55,C30,C,0.459,2.39,1
2026-06-24 21:03:55,C36,C,-0.072,-0.37,1
2026-06-24 21:03:55,C39,C,0.374,1.95,1
2026-06-24 21:03:55,E03,E,0.494,2.59,1
2026-06-24 21:03:55,E06,E,-0.470,-2.47,1
2026-06-24 21:03:55,E09,E,-0.405,-2.13,1
2026-06-24 21:03:55,E25,E,0.444,2.33,1
2026-06-24 21:03:55,E31,E,-0.399,-2.10,1
2026-06-24 21:03:55,E32,E,0.608,3.19,1
2026-06-24 21:03:55,G10,G,-0.092,-0.48,1
2026-06-24 21:03:55,G12,G,0.235,1.23,1
2026-06-24 21:03:55,G13,G,0.188,0.99,1
2026-06-24 21:03:55,G15,G,-0.631,-3.32,1
2026-06-24 21:03:55,G17,G,-0.461,-2.42,1
2026-06-24 21:03:55,G19,G,-0.122,-0.64,1
2026-06-24 21:03:55,G20,G,-0.629,-3.31,1
2026-06-24 21:03:55,G23,G,-0.430,-2.26,1
2026-06-24 21:03:55,G24,G,-0.168,-0.88,1
2026-06-24 21:03:55,G25,G,0.626,3.29,1
2026-06-24 21:03:55,G32,G,0.710,3.73,1
2026-06-24 21:10:23,G20,G,6.281,33.00,2
2026-06-24 21:10:24,G20,G,-0.946,-4.97,1
2026-06-24 21:10:25,G20,G,-0.383,-2.01,1
2026-06-24 21:11:16,C42,C,24077724.759,125379031.27,40787
2026-06-24 21:12:16,G20,G,-3.623,-19.04,2
2026-06-24 21:12:17,G20,G,0.768,4.04,1
2026-06-24 21:12:19,G20,G,-0.574,-3.02,1
2026-06-24 21:12:25,G20,G,-0.379,-1.99,2
2026-06-24 21:12:26,G20,G,0.189,0.99,1
2026-06-24 21:12:27,G20,G,0.570,2.99,1
2026-06-24 21:12:28,G20,G,0.572,3.00,1
2026-06-24 21:12:29,G20,G,0.761,4.00,1
2026-06-24 21:12:30,G20,G,-0.189,-0.99,1
2026-06-24 21:12:31,G20,G,-0.381,-2.00,1
2026-06-24 21:12:32,G20,G,-0.093,-0.49,1
2026-06-24 21:12:37,G20,G,-0.095,-0.50,1
2026-06-24 21:13:31,G20,G,0.105,0.55,1
2026-06-24 21:13:38,G20,G,-0.093,-0.49,1
2026-06-24 21:14:43,G20,G,-1.617,-8.50,3
2026-06-24 21:14:44,G20,G,-0.097,-0.51,1
2026-06-24 21:15:05,G20,G,0.104,0.55,1
2026-06-24 21:15:08,G20,G,-0.095,-0.50,1
2026-06-24 21:15:13,G20,G,0.091,0.48,1
2026-06-24 21:15:20,G20,G,-0.097,-0.51,1
2026-06-24 21:15:27,G20,G,-1.135,-5.96,2
2026-06-24 21:15:32,G20,G,-0.384,-2.02,2
2026-06-24 21:15:39,G20,G,-0.573,-3.01,2
2026-06-24 21:17:06,G20,G,-2.957,-15.54,2
2026-06-24 21:17:07,G20,G,-0.572,-3.01,1
2026-06-24 21:17:14,G20,G,5.712,30.02,3
2026-06-24 21:17:20,G20,G,-0.090,-0.47,1
2026-06-24 21:17:22,G20,G,1.144,6.01,2
2026-06-24 21:17:25,G20,G,-6.573,-34.54,2
2026-06-24 21:17:29,G20,G,1.437,7.55,4
2026-06-24 21:17:35,G20,G,-4.561,-23.97,2
2026-06-24 21:17:40,G20,G,-0.257,-1.35,1
2026-06-24 21:17:41,G20,G,13.949,73.30,1
2026-06-24 21:17:44,G20,G,-0.185,-0.97,1
2026-06-24 21:17:46,G20,G,0.091,0.48,1
2026-06-24 21:17:50,G20,G,-0.103,-0.54,1
2026-06-24 21:17:58,G20,G,-11.796,-61.99,3
2026-06-24 21:17:59,G20,G,-2.282,-11.99,1
2026-06-24 21:18:00,G20,G,0.551,2.89,1
2026-06-24 21:18:02,G20,G,-0.934,-4.91,2
2026-06-24 21:18:07,G20,G,-0.094,-0.49,1
2026-06-24 21:18:08,G20,G,-0.094,-0.49,1
2026-06-24 21:18:11,G20,G,0.086,0.45,1
2026-06-24 21:18:13,G20,G,-0.958,-5.04,2
2026-06-24 21:18:14,G20,G,0.681,3.58,1
2026-06-24 21:18:20,G20,G,1.006,5.29,2
2026-06-24 21:18:21,G20,G,-2.157,-11.33,1
2026-06-24 21:18:22,G20,G,-0.570,-3.00,1
2026-06-24 21:18:23,G20,G,-0.954,-5.01,1
2026-06-24 21:18:29,G20,G,-0.185,-0.97,6
2026-06-24 21:18:31,G20,G,0.095,0.50,2
2026-06-24 21:18:32,G20,G,-0.100,-0.53,1
2026-06-24 21:18:34,G20,G,-1.229,-6.46,2
2026-06-24 21:18:37,G20,G,1.039,5.46,3
2026-06-24 21:18:43,G20,G,-3.335,-17.53,3
2026-06-24 21:18:46,G20,G,2.379,12.50,3
2026-06-24 21:18:47,G20,G,-1.144,-6.01,1
2026-06-24 21:18:48,G20,G,-1.333,-7.01,1
2026-06-24 21:18:49,G20,G,0.572,3.01,1
2026-06-24 21:18:52,G20,G,0.566,2.97,1
2026-06-24 21:18:57,G20,G,-0.382,-2.01,1
2026-06-24 21:18:58,G20,G,0.197,1.03,1
2026-06-24 21:19:03,G20,G,-0.379,-1.99,4
2026-06-24 21:19:04,G20,G,0.762,4.00,1
2026-06-24 21:19:06,G20,G,3.423,17.99,2
2026-06-24 21:19:07,G20,G,-2.662,-13.99,1
2026-06-24 21:19:11,G20,G,0.085,0.44,1
2026-06-24 21:19:23,G20,G,0.070,0.37,1
2026-06-24 21:20:31,G20,G,3.898,20.48,3
2026-06-24 21:20:38,G20,G,-0.096,-0.51,1
2026-06-24 21:20:55,G20,G,0.096,0.50,1
2026-06-24 21:21:02,G20,G,-0.096,-0.50,1
2026-06-24 21:21:04,G20,G,0.100,0.53,1
2026-06-24 21:21:08,G20,G,-0.099,-0.52,1
2026-06-24 21:21:27,G17,G,-0.076,-0.40,1
2026-06-24 21:21:30,G17,G,-7.239,-38.04,2
2026-06-24 21:22:13,G20,G,0.097,0.51,1
2026-06-24 21:22:20,G20,G,-0.095,-0.50,1
2026-06-24 21:22:49,G20,G,0.087,0.46,1
2026-06-24 21:22:56,G20,G,-0.096,-0.51,1
2026-06-24 21:23:03,G20,G,0.094,0.49,1
2026-06-24 21:23:06,G20,G,-3.420,-17.97,1
2026-06-24 21:23:08,G20,G,-0.088,-0.46,1
2026-06-24 21:23:23,G20,G,0.096,0.50,1
2026-06-24 21:23:24,G20,G,-0.946,-4.97,1
2026-06-24 21:23:32,G20,G,-0.091,-0.48,1
2026-06-24 21:23:45,G20,G,0.106,0.56,1
2026-06-24 21:23:50,G20,G,-0.091,-0.48,1
2026-06-24 21:24:07,G20,G,0.095,0.50,1
2026-06-24 21:24:14,G20,G,-0.092,-0.49,1
2026-06-24 21:24:31,G20,G,0.101,0.53,1
2026-06-24 21:24:38,G20,G,-0.093,-0.49,1
2026-06-24 21:24:42,E06,E,0.054,0.28,1
2026-06-24 21:24:42,G20,G,0.101,0.53,1
2026-06-24 21:24:44,G20,G,-0.096,-0.50,1
2026-06-24 21:24:54,E06,E,-13.515,-71.02,8
2026-06-24 21:24:59,G20,G,0.097,0.51,1
2026-06-24 21:25:08,G20,G,-0.091,-0.48,1
2026-06-24 21:25:10,E06,E,0.570,2.99,4
2026-06-24 21:25:14,E06,E,-1.327,-6.98,3
2026-06-24 21:25:19,G20,G,0.091,0.48,1
2026-06-24 21:25:23,G20,G,-0.509,-2.67,1
2026-06-24 21:25:24,G20,G,-7.007,-36.82,1
2026-06-24 21:25:25,G20,G,0.192,1.01,1
2026-06-24 21:25:31,G20,G,1.143,6.01,5
2026-06-24 21:25:32,G20,G,-0.086,-0.45,1
2026-06-24 21:25:44,G20,G,-0.100,-0.52,1
2026-06-24 21:25:45,G20,G,0.100,0.53,1
2026-06-24 21:25:50,E06,E,0.102,0.54,11
2026-06-24 21:25:54,E06,E,-0.101,-0.53,1
2026-06-24 21:25:56,E06,E,0.092,0.48,1
2026-06-24 21:25:56,G20,G,-0.090,-0.47,1
2026-06-24 21:25:57,G20,G,0.092,0.48,1
2026-06-24 21:26:02,G20,G,-0.092,-0.48,1
2026-06-24 21:26:04,G20,G,0.092,0.48,1
2026-06-24 21:26:08,G20,G,-0.102,-0.54,1
2026-06-24 21:26:11,E06,E,-4.391,-23.08,3
2026-06-24 21:26:11,G20,G,0.093,0.49,1
2026-06-24 21:26:14,G20,G,-0.100,-0.53,1
2026-06-24 21:26:19,G20,G,0.092,0.49,1
2026-06-24 21:26:26,E06,E,0.588,3.09,2
2026-06-24 21:26:30,E06,E,-2.188,-11.50,3
2026-06-24 21:26:31,E06,E,0.089,0.47,1
2026-06-24 21:26:32,G20,G,-0.093,-0.49,1
2026-06-24 21:26:34,E06,E,1.054,5.54,3
2026-06-24 21:26:41,E06,E,1.146,6.02,6
2026-06-24 21:26:41,G20,G,0.096,0.51,1
2026-06-24 21:26:50,E06,E,-6.006,-31.56,9
2026-06-24 21:26:50,G20,G,-0.093,-0.49,1
2026-06-24 21:26:54,G20,G,0.098,0.52,1
2026-06-24 21:26:57,C08,C,0.172,0.90,1
2026-06-24 21:26:57,C11,C,-0.508,-2.65,1
2026-06-24 21:26:57,C14,C,-0.330,-1.72,1
2026-06-24 21:26:57,C19,C,0.647,3.37,1
2026-06-24 21:26:57,C21,C,-0.081,-0.42,1
2026-06-24 21:26:57,C22,C,0.471,2.45,1
2026-06-24 21:26:57,C27,C,0.194,1.01,1
2026-06-24 21:26:57,C29,C,-0.594,-3.09,1
2026-06-24 21:26:57,C30,C,-0.287,-1.49,1
2026-06-24 21:26:57,C36,C,0.194,1.01,1
2026-06-24 21:26:57,C39,C,-0.250,-1.30,1
2026-06-24 21:26:57,C42,C,-0.511,-2.66,1
2026-06-24 21:26:57,E02,E,-0.538,-2.83,1
2026-06-24 21:26:57,E03,E,-0.355,-1.87,1
2026-06-24 21:26:57,E05,E,0.161,0.84,1
2026-06-24 21:26:57,E09,E,0.526,2.77,1
2026-06-24 21:26:57,E16,E,0.159,0.84,1
2026-06-24 21:26:57,E25,E,-0.292,-1.53,1
2026-06-24 21:26:57,E31,E,0.484,2.54,1
2026-06-24 21:26:57,E32,E,-0.516,-2.71,1
2026-06-24 21:26:57,G10,G,0.298,1.57,1
2026-06-24 21:26:57,G15,G,0.737,3.87,1
2026-06-24 21:26:57,G19,G,0.343,1.80,1
2026-06-24 21:26:57,G20,G,0.704,3.70,1
2026-06-24 21:26:57,G23,G,0.543,2.85,1
2026-06-24 21:26:57,G24,G,0.338,1.78,1
2026-06-24 21:26:57,G25,G,-0.457,-2.40,1
2026-06-24 21:26:57,G29,G,-0.728,-3.82,1
2026-06-24 21:26:57,G32,G,-0.574,-3.02,1
2026-06-24 21:26:59,E06,E,3.982,20.93,4
2026-06-24 21:27:02,G20,G,-0.091,-0.48,1
2026-06-24 21:27:03,E06,E,0.963,5.06,3
2026-06-24 21:27:09,G20,G,0.100,0.53,1
2026-06-24 21:27:14,G20,G,-0.096,-0.50,1
2026-06-24 21:27:17,G20,G,0.071,0.37,1
2026-06-24 21:27:20,E06,E,-2.382,-12.52,17
2026-06-24 21:27:27,E06,E,-2.467,-12.96,3
