epoch_s,sat_id,gps_tow,d_rx_hz,d_truth_hz,raw_resid_hz,common_mode_hz,corrected_resid_hz,excluded
30.000,C43,259230.000,16851.000,17248.799,-397.799,-395.527,-2.271,0
30.000,E27,259230.000,12368.000,12775.250,-407.250,-395.527,-11.723,0
30.000,E33,259230.000,-10257.000,-9871.877,-385.123,-395.527,10.404,0
30.000,G02,259230.000,3331.000,3719.149,-388.149,-395.527,7.378,0
30.000,G06,259230.000,12296.000,12687.507,-391.507,-395.527,4.020,0
30.000,G07,259230.000,7276.000,7671.527,-395.527,-395.527,0.000,0
30.000,G09,259230.000,28102.000,28504.089,-402.089,-395.527,-6.562,0
30.000,G11,259230.000,-4546.000,-4162.709,-383.291,-395.527,12.236,0
30.000,G13,259230.000,-9713.000,-9311.614,-401.386,-395.527,-5.859,0
30.000,G15,259230.000,-6568.000,-6163.007,-404.993,-395.527,-9.465,0
30.000,G20,259230.000,22756.000,23149.437,-393.437,-395.527,2.090,0
31.000,C43,259231.000,16830.000,17228.447,-398.447,-395.473,-2.975,0
31.000,E27,259231.000,12360.000,12767.411,-407.411,-395.473,-11.938,0
31.000,E33,259231.000,-10309.000,-9924.313,-384.687,-395.473,10.786,0
31.000,G02,259231.000,3284.000,3671.802,-387.802,-395.473,7.670,0
31.000,G06,259231.000,12255.000,12646.240,-391.240,-395.473,4.232,0
31.000,G07,259231.000,7243.000,7638.473,-395.473,-395.473,0.000,0
31.000,G09,259231.000,28083.000,28484.858,-401.858,-395.473,-6.386,0
31.000,G11,259231.000,-4602.000,-4218.947,-383.053,-395.473,12.420,0
31.000,G13,259231.000,-9732.000,-9330.084,-401.916,-395.473,-6.444,0
31.000,G15,259231.000,-6580.000,-6175.000,-405.000,-395.473,-9.527,0
31.000,G20,259231.000,22719.000,23113.167,-394.167,-395.473,1.306,0
32.000,C43,259232.000,16810.000,17208.076,-398.076,-395.406,-2.670,0
32.000,E27,259232.000,12352.000,12759.560,-407.560,-395.406,-12.153,0
32.000,E33,259232.000,-10361.000,-9976.727,-384.273,-395.406,11.134,0
32.000,G02,259232.000,3236.000,3624.440,-388.440,-395.406,6.966,0
32.000,G06,259232.000,12214.000,12604.941,-390.941,-395.406,4.466,0
32.000,G07,259232.000,7210.000,7605.406,-395.406,-395.406,0.000,0
32.000,G09,259232.000,28063.000,28465.591,-402.591,-395.406,-7.185,0
32.000,G11,259232.000,-4658.000,-4275.177,-382.823,-395.406,12.584,0
32.000,G13,259232.000,-9750.000,-9348.546,-401.454,-395.406,-6.047,0
32.000,G15,259232.000,-6592.000,-6186.992,-405.008,-395.406,-9.601,0
32.000,G20,259232.000,22683.000,23076.846,-393.846,-395.406,1.560,0
33.000,C43,259233.000,16790.000,17187.685,-397.685,-395.328,-2.356,0
33.000,E27,259233.000,12344.000,12751.697,-407.697,-395.328,-12.369,0
33.000,E33,259233.000,-10414.000,-10029.119,-384.881,-395.328,10.447,0
33.000,G02,259233.000,3189.000,3577.064,-388.064,-395.328,7.264,0
33.000,G06,259233.000,12173.000,12563.608,-390.608,-395.328,4.721,0
33.000,G07,259233.000,7177.000,7572.328,-395.328,-395.328,0.000,0
33.000,G09,259233.000,28044.000,28446.289,-402.289,-395.328,-6.960,0
33.000,G11,259233.000,-4714.000,-4331.398,-382.602,-395.328,12.727,0
33.000,G13,259233.000,-9768.000,-9367.003,-400.997,-395.328,-5.669,0
33.000,G15,259233.000,-6604.000,-6198.985,-405.015,-395.328,-9.687,0
33.000,G20,259233.000,22647.000,23040.477,-393.477,-395.328,1.852,0
34.000,C14,259234.000,17205.000,17603.240,-398.240,-397.239,-1.001,0
34.000,C43,259234.000,16769.000,17167.273,-398.273,-397.239,-1.034,0
34.000,E27,259234.000,12336.000,12743.824,-407.824,-397.239,-10.584,0
34.000,E33,259234.000,-10467.000,-10081.488,-385.512,-397.239,11.727,0
34.000,G02,259234.000,3141.000,3529.673,-388.673,-397.239,8.566,0
34.000,G06,259234.000,12131.000,12522.241,-391.241,-397.239,5.998,0
34.000,G07,259234.000,7143.000,7539.239,-396.239,-397.239,1.001,0
34.000,G09,259234.000,28024.000,28426.950,-402.950,-397.239,-5.710,0
34.000,G11,259234.000,-4771.000,-4387.610,-383.390,-397.239,13.849,0
34.000,G13,259234.000,-9788.000,-9385.452,-402.548,-397.239,-5.309,0
34.000,G15,259234.000,-6616.000,-6210.977,-405.023,-397.239,-7.784,0
34.000,G20,259234.000,22610.000,23004.057,-394.057,-397.239,3.182,0
35.000,C14,259235.000,17184.000,17582.895,-398.895,-397.489,-1.406,0
35.000,C43,259235.000,16748.000,17146.842,-398.842,-397.489,-1.352,0
35.000,E27,259235.000,12327.000,12735.939,-408.939,-397.489,-11.449,0
35.000,E33,259235.000,-10519.000,-10133.835,-385.165,-397.489,12.324,0
35.000,G02,259235.000,3093.000,3482.267,-389.267,-397.489,8.222,0
35.000,G06,259235.000,12089.000,12480.842,-391.842,-397.489,5.647,0
35.000,G07,259235.000,7110.000,7506.137,-396.137,-397.489,1.352,0
35.000,G09,259235.000,28005.000,28407.575,-402.575,-397.489,-5.086,0
35.000,G11,259235.000,-4827.000,-4443.812,-383.188,-397.489,14.301,0
35.000,G13,259235.000,-9806.000,-9403.895,-402.105,-397.489,-4.616,0
35.000,G15,259235.000,-6629.000,-6222.969,-406.031,-397.489,-8.541,0
35.000,G20,259235.000,22573.000,22967.588,-394.588,-397.489,2.901,0
36.000,C14,259236.000,17163.000,17562.521,-399.521,-398.207,-1.314,0
36.000,C43,259236.000,16727.000,17126.390,-399.390,-398.207,-1.183,0
36.000,E27,259236.000,12319.000,12728.042,-409.042,-398.207,-10.835,0
36.000,E33,259236.000,-10572.000,-10186.158,-385.842,-398.207,12.366,0
36.000,G02,259236.000,3046.000,3434.848,-388.848,-398.207,9.360,0
36.000,G06,259236.000,12047.000,12439.410,-392.410,-398.207,5.798,0
36.000,G07,259236.000,7076.000,7473.024,-397.024,-398.207,1.183,0
36.000,G09,259236.000,27985.000,28388.164,-403.164,-398.207,-4.957,0
36.000,G11,259236.000,-4884.000,-4500.005,-383.995,-398.207,14.212,0
36.000,G13,259236.000,-9825.000,-9422.331,-402.669,-398.207,-4.462,0
36.000,G15,259236.000,-6641.000,-6234.961,-406.039,-398.207,-7.832,0
36.000,G20,259236.000,22536.000,22931.069,-395.069,-398.207,3.138,0
37.000,C14,259237.000,17143.000,17542.117,-399.117,-397.909,-1.208,0
37.000,C43,259237.000,16707.000,17105.919,-398.919,-397.909,-1.010,0
37.000,E27,259237.000,12311.000,12720.135,-409.135,-397.909,-11.226,0
37.000,E33,259237.000,-10624.000,-10238.459,-385.541,-397.909,12.369,0
37.000,G02,259237.000,2998.000,3387.414,-389.414,-397.909,8.496,0
37.000,G06,259237.000,12006.000,12397.944,-391.944,-397.909,5.965,0
37.000,G07,259237.000,7043.000,7439.900,-396.900,-397.909,1.010,0
37.000,G09,259237.000,27965.000,28368.717,-403.717,-397.909,-5.808,0
37.000,G11,259237.000,-4940.000,-4556.187,-383.813,-397.909,14.097,0
37.000,G13,259237.000,-9844.000,-9440.760,-403.240,-397.909,-5.330,0
37.000,G15,259237.000,-6653.000,-6246.953,-406.047,-397.909,-8.138,0
37.000,G20,259237.000,22500.000,22894.501,-394.501,-397.909,3.408,0
38.000,C14,259238.000,17123.000,17521.684,-398.684,-397.596,-1.088,0
38.000,C43,259238.000,16687.000,17085.427,-398.427,-397.596,-0.832,0
38.000,E27,259238.000,12304.000,12712.216,-408.216,-397.596,-10.620,0
38.000,E33,259238.000,-10677.000,-10290.737,-386.263,-397.596,11.333,0
38.000,G02,259238.000,2951.000,3339.966,-388.966,-397.596,8.630,0
38.000,G06,259238.000,11964.000,12356.446,-392.446,-397.596,5.149,0
38.000,G07,259238.000,7010.000,7406.764,-396.764,-397.596,0.832,0
38.000,G09,259238.000,27946.000,28349.235,-403.235,-397.596,-5.639,0
38.000,G11,259238.000,-4996.000,-4612.360,-383.640,-397.596,13.956,0
38.000,G13,259238.000,-9862.000,-9459.183,-402.817,-397.596,-5.221,0
38.000,G15,259238.000,-6665.000,-6258.945,-406.055,-397.596,-8.459,0
38.000,G20,259238.000,22463.000,22857.884,-394.884,-397.596,2.712,0
39.000,C14,259239.000,17102.000,17501.221,-399.221,-397.766,-1.455,0
39.000,C43,259239.000,16666.000,17064.916,-398.916,-397.766,-1.150,0
39.000,E27,259239.000,12295.000,12704.285,-409.285,-397.766,-11.519,0
39.000,E33,259239.000,-10729.000,-10342.992,-386.008,-397.766,11.758,0
39.000,G02,259239.000,2903.000,3292.503,-389.503,-397.766,8.263,0
39.000,G06,259239.000,11923.000,12314.915,-391.915,-397.766,5.851,0
39.000,G07,259239.000,6977.000,7373.616,-396.616,-397.766,1.150,0
39.000,G09,259239.000,27926.000,28329.716,-403.716,-397.766,-5.950,0
39.000,G11,259239.000,-5053.000,-4668.523,-384.477,-397.766,13.289,0
39.000,G13,259239.000,-9880.000,-9477.599,-402.401,-397.766,-4.635,0
39.000,G15,259239.000,-6677.000,-6270.937,-406.063,-397.766,-8.297,0
39.000,G20,259239.000,22426.000,22821.217,-395.217,-397.766,2.549,0
40.000,C14,259240.000,17082.000,17480.729,-398.729,-397.593,-1.136,0
40.000,C43,259240.000,16645.000,17044.385,-399.385,-397.593,-1.792,0
40.000,E27,259240.000,12288.000,12696.344,-408.344,-397.593,-10.751,0
40.000,E33,259240.000,-10781.000,-10395.223,-385.777,-397.593,11.816,0
40.000,G02,259240.000,2856.000,3245.027,-389.027,-397.593,8.566,0
40.000,G06,259240.000,11881.000,12273.352,-392.352,-397.593,5.241,0
40.000,G07,259240.000,6944.000,7340.457,-396.457,-397.593,1.136,0
40.000,G09,259240.000,27907.000,28310.161,-403.161,-397.593,-5.568,0
40.000,G11,259240.000,-5109.000,-4724.676,-384.324,-397.593,13.269,0
40.000,G13,259240.000,-9899.000,-9496.008,-402.992,-397.593,-5.399,0
40.000,G15,259240.000,-6689.000,-6282.928,-406.072,-397.593,-8.479,0
40.000,G20,259240.000,22390.000,22784.500,-394.500,-397.593,3.093,0
41.000,C14,259241.000,17062.000,17460.207,-398.207,-397.247,-0.960,0
41.000,C43,259241.000,16625.000,17023.834,-398.834,-397.247,-1.586,0
41.000,E27,259241.000,12280.000,12688.391,-408.391,-397.247,-11.144,0
41.000,E33,259241.000,-10833.000,-10447.431,-385.569,-397.247,11.679,0
41.000,G02,259241.000,2809.000,3197.538,-388.538,-397.247,8.709,0
41.000,G06,259241.000,11840.000,12231.755,-391.755,-397.247,5.492,0
41.000,G07,259241.000,6911.000,7307.287,-396.287,-397.247,0.960,0
41.000,G09,259241.000,27888.000,28290.570,-402.570,-397.247,-5.323,0
41.000,G11,259241.000,-5165.000,-4780.818,-384.182,-397.247,13.065,0
41.000,G13,259241.000,-9917.000,-9514.411,-402.589,-397.247,-5.342,0
41.000,G15,259241.000,-6701.000,-6294.919,-406.081,-397.247,-8.833,0
41.000,G20,259241.000,22353.000,22747.735,-394.735,-397.247,2.512,0
42.000,C14,259242.000,17041.000,17439.656,-398.656,-397.381,-1.275,0
42.000,C43,259242.000,16604.000,17003.262,-399.262,-397.381,-1.882,0
42.000,E27,259242.000,12272.000,12680.427,-408.427,-397.381,-11.046,0
42.000,E33,259242.000,-10885.000,-10499.616,-385.384,-397.381,11.997,0
42.000,G02,259242.000,2761.000,3150.034,-389.034,-397.381,8.346,0
42.000,G06,259242.000,11798.000,12190.127,-392.127,-397.381,5.254,0
42.000,G07,259242.000,6878.000,7274.105,-396.105,-397.381,1.275,0
42.000,G09,259242.000,27868.000,28270.943,-402.943,-397.381,-5.562,0
42.000,G11,259242.000,-5221.000,-4836.950,-384.050,-397.381,13.331,0
42.000,G13,259242.000,-9935.000,-9532.806,-402.194,-397.381,-4.813,0
42.000,G15,259242.000,-6713.000,-6306.911,-406.089,-397.381,-8.709,0
42.000,G20,259242.000,22316.000,22710.920,-394.920,-397.381,2.461,0
43.000,C14,259243.000,17020.000,17419.076,-399.076,-397.994,-1.082,0
43.000,C43,259243.000,16583.000,16982.671,-399.671,-397.994,-1.677,0
43.000,E27,259243.000,12263.000,12672.451,-409.451,-397.994,-11.457,0
43.000,E33,259243.000,-10938.000,-10551.777,-386.223,-397.994,11.771,0
43.000,G02,259243.000,2713.000,3102.517,-389.517,-397.994,8.477,0
43.000,G06,259243.000,11756.000,12148.466,-392.466,-397.994,5.529,0
43.000,G07,259243.000,6844.000,7240.913,-396.913,-397.994,1.082,0
43.000,G09,259243.000,27848.000,28251.280,-403.280,-397.994,-5.286,0
43.000,G11,259243.000,-5278.000,-4893.071,-384.929,-397.994,13.065,0
43.000,G13,259243.000,-9954.000,-9551.195,-402.805,-397.994,-4.811,0
43.000,G15,259243.000,-6725.000,-6318.902,-406.098,-397.994,-8.104,0
43.000,G20,259243.000,22279.000,22674.055,-395.055,-397.994,2.939,0
44.000,C14,259244.000,16999.000,17398.466,-399.466,-397.884,-1.582,0
44.000,C43,259244.000,16563.000,16962.060,-399.060,-397.884,-1.176,0
44.000,E27,259244.000,12255.000,12664.464,-409.464,-397.884,-11.579,0
44.000,E33,259244.000,-10990.000,-10603.914,-386.086,-397.884,11.799,0
44.000,G02,259244.000,2666.000,3054.987,-388.987,-397.884,8.897,0
44.000,G06,259244.000,11714.000,12106.772,-392.772,-397.884,5.112,0
44.000,G07,259244.000,6811.000,7207.709,-396.709,-397.884,1.176,0
44.000,G09,259244.000,27828.000,28231.581,-403.581,-397.884,-5.697,0
44.000,G11,259244.000,-5333.000,-4949.181,-383.819,-397.884,14.066,0
44.000,G13,259244.000,-9973.000,-9569.577,-403.423,-397.884,-5.539,0
44.000,G15,259244.000,-6737.000,-6330.892,-406.108,-397.884,-8.223,0
44.000,G20,259244.000,22242.000,22637.142,-395.142,-397.884,2.742,0
45.000,C14,259245.000,16979.000,17377.827,-398.827,-397.660,-1.167,0
45.000,C43,259245.000,16542.000,16941.429,-399.429,-397.660,-1.769,0
45.000,E27,259245.000,12248.000,12656.465,-408.465,-397.660,-10.805,0
45.000,E33,259245.000,-11042.000,-10656.028,-385.972,-397.660,11.688,0
45.000,G02,259245.000,2618.000,3007.444,-389.444,-397.660,8.216,0
45.000,G06,259245.000,11673.000,12065.046,-392.046,-397.660,5.614,0
45.000,G07,259245.000,6778.000,7174.494,-396.494,-397.660,1.167,0
45.000,G09,259245.000,27809.000,28211.846,-402.846,-397.660,-5.186,0
45.000,G11,259245.000,-5389.000,-5005.281,-383.719,-397.660,13.941,0
45.000,G13,259245.000,-9991.000,-9587.952,-403.048,-397.660,-5.388,0
45.000,G15,259245.000,-6749.000,-6342.883,-406.117,-397.660,-8.457,0
45.000,G20,259245.000,22206.000,22600.179,-394.179,-397.660,3.481,0
46.000,C14,259246.000,16958.000,17357.158,-399.158,-397.523,-1.635,0
46.000,C43,259246.000,16522.000,16920.778,-398.778,-397.523,-1.256,0
46.000,E27,259246.000,12240.000,12648.456,-408.456,-397.523,-10.933,0
46.000,E33,259246.000,-11094.000,-10708.117,-385.883,-397.523,11.640,0
46.000,G02,259246.000,2571.000,2959.887,-388.887,-397.523,8.636,0
46.000,G06,259246.000,11631.000,12023.288,-392.288,-397.523,5.235,0
46.000,G07,259246.000,6745.000,7141.267,-396.267,-397.523,1.256,0
46.000,G09,259246.000,27789.000,28192.075,-403.075,-397.523,-5.552,0
46.000,G11,259246.000,-5446.000,-5061.369,-384.631,-397.523,12.892,0
46.000,G13,259246.000,-10009.000,-9606.320,-402.680,-397.523,-5.157,0
46.000,G15,259246.000,-6761.000,-6354.873,-406.127,-397.523,-8.604,0
46.000,G20,259246.000,22168.000,22563.167,-395.167,-397.523,2.356,0
47.000,C14,259247.000,16937.000,17336.460,-399.460,-398.069,-1.391,0
47.000,C43,259247.000,16501.000,16900.108,-399.108,-398.069,-1.039,0
47.000,E27,259247.000,12232.000,12640.435,-408.435,-398.069,-10.366,0
47.000,E33,259247.000,-11146.000,-10760.183,-385.817,-398.069,12.252,0
47.000,G02,259247.000,2523.000,2912.317,-389.317,-398.069,8.752,0
47.000,G06,259247.000,11589.000,11981.498,-392.498,-398.069,5.571,0
47.000,G07,259247.000,6711.000,7108.030,-397.030,-398.069,1.039,0
47.000,G09,259247.000,27769.000,28172.268,-403.268,-398.069,-5.199,0
47.000,G11,259247.000,-5502.000,-5117.446,-384.554,-398.069,13.515,0
47.000,G13,259247.000,-10028.000,-9624.681,-403.319,-398.069,-5.250,0
47.000,G15,259247.000,-6773.000,-6366.864,-406.136,-398.069,-8.067,0
47.000,G20,259247.000,22132.000,22526.106,-394.106,-398.069,3.963,0
48.000,C14,259248.000,16917.000,17315.733,-398.733,-397.757,-0.975,0
48.000,C43,259248.000,16480.000,16879.417,-399.417,-397.757,-1.660,0
48.000,E27,259248.000,12224.000,12632.402,-408.402,-397.757,-10.645,0
48.000,E33,259248.000,-11198.000,-10812.224,-385.776,-397.757,11.981,0
48.000,G02,259248.000,2475.000,2864.734,-389.734,-397.757,8.023,0
48.000,G06,259248.000,11547.000,11939.676,-392.676,-397.757,5.082,0
48.000,G07,259248.000,6678.000,7074.782,-396.782,-397.757,0.975,0
48.000,G09,259248.000,27749.000,28152.425,-403.425,-397.757,-5.668,0
48.000,G11,259248.000,-5558.000,-5173.511,-384.489,-397.757,13.268,0
48.000,G13,259248.000,-10046.000,-9643.036,-402.964,-397.757,-5.207,0
48.000,G15,259248.000,-6785.000,-6378.854,-406.146,-397.757,-8.389,0
48.000,G20,259248.000,22094.000,22488.996,-394.996,-397.757,2.761,0
49.000,C14,259249.000,16896.000,17294.976,-398.976,-397.749,-1.227,0
49.000,C43,259249.000,16459.000,16858.707,-399.707,-397.749,-1.958,0
49.000,E27,259249.000,12215.000,12624.358,-409.358,-397.749,-11.609,0
49.000,E33,259249.000,-11251.000,-10864.241,-386.759,-397.749,10.990,0
49.000,G02,259249.000,2428.000,2817.139,-389.139,-397.749,8.610,0
49.000,G06,259249.000,11505.000,11897.821,-392.821,-397.749,4.928,0
49.000,G07,259249.000,6645.000,7041.523,-396.523,-397.749,1.227,0
49.000,G09,259249.000,27729.000,28132.546,-403.546,-397.749,-5.797,0
49.000,G11,259249.000,-5614.000,-5229.565,-384.435,-397.749,13.314,0
49.000,G13,259249.000,-10065.000,-9661.383,-403.617,-397.749,-5.868,0
49.000,G15,259249.000,-6797.000,-6390.843,-406.157,-397.749,-8.408,0
49.000,G20,259249.000,22057.000,22451.837,-394.837,-397.749,2.912,0
50.000,C14,259250.000,16875.000,17274.190,-399.190,-398.115,-1.075,0
50.000,C43,259250.000,16439.000,16837.977,-398.977,-398.115,-0.862,0
50.000,E27,259250.000,12207.000,12616.303,-409.303,-398.115,-11.188,0
50.000,E33,259250.000,-11303.000,-10916.234,-386.766,-398.115,11.348,0
50.000,G02,259250.000,2380.000,2769.530,-389.530,-398.115,8.584,0
50.000,G06,259250.000,11463.000,11855.935,-392.935,-398.115,5.179,0
50.000,G07,259250.000,6611.000,7008.253,-397.253,-398.115,0.862,0
50.000,G09,259250.000,27709.000,28112.631,-403.631,-398.115,-5.516,0
50.000,G11,259250.000,-5670.000,-5285.607,-384.393,-398.115,13.722,0
50.000,G13,259250.000,-10083.000,-9679.724,-403.276,-398.115,-5.162,0
50.000,G15,259250.000,-6809.000,-6402.833,-406.167,-398.115,-8.053,0
50.000,G20,259250.000,22020.000,22414.629,-394.629,-398.115,3.486,0
51.000,C14,259251.000,16854.000,17253.374,-399.374,-398.099,-1.275,0
51.000,C43,259251.000,16418.000,16817.227,-399.227,-398.099,-1.128,0
51.000,E27,259251.000,12199.000,12608.236,-409.236,-398.099,-11.137,0
51.000,E33,259251.000,-11355.000,-10968.202,-386.798,-398.099,11.301,0
51.000,G02,259251.000,2332.000,2721.910,-389.910,-398.099,8.190,0
51.000,G06,259251.000,11421.000,11814.017,-393.017,-398.099,5.082,0
51.000,G07,259251.000,6578.000,6974.972,-396.972,-398.099,1.128,0
51.000,G09,259251.000,27689.000,28092.679,-403.679,-398.099,-5.580,0
51.000,G11,259251.000,-5726.000,-5341.638,-384.362,-398.099,13.737,0
51.000,G13,259251.000,-10102.000,-9698.057,-403.943,-398.099,-5.844,0
51.000,G15,259251.000,-6821.000,-6414.822,-406.178,-398.099,-8.079,0
51.000,G20,259251.000,21982.000,22377.372,-395.372,-398.099,2.727,0
52.000,C14,259252.000,16833.000,17232.529,-399.529,-398.568,-0.961,0
52.000,C43,259252.000,16397.000,16796.457,-399.457,-398.568,-0.888,0
52.000,E27,259252.000,12190.000,12600.158,-410.158,-398.568,-11.590,0
52.000,E33,259252.000,-11407.000,-11020.145,-386.855,-398.568,11.713,0
52.000,G02,259252.000,2284.000,2674.276,-390.276,-398.568,8.292,0
52.000,G06,259252.000,11379.000,11772.068,-393.068,-398.568,5.501,0
52.000,G07,259252.000,6544.000,6941.680,-397.680,-398.568,0.888,0
52.000,G09,259252.000,27669.000,28072.692,-403.692,-398.568,-5.124,0
52.000,G11,259252.000,-5783.000,-5397.656,-385.344,-398.568,13.224,0
52.000,G13,259252.000,-10120.000,-9716.384,-403.616,-398.568,-5.048,0
52.000,G15,259252.000,-6834.000,-6426.811,-407.189,-398.568,-8.620,0
52.000,G20,259252.000,21945.000,22340.066,-395.066,-398.568,3.503,0
53.000,C14,259253.000,16812.000,17211.655,-399.655,-398.516,-1.139,0
53.000,C43,259253.000,16376.000,16775.667,-399.667,-398.516,-1.151,0
53.000,E27,259253.000,12182.000,12592.069,-410.069,-398.516,-11.553,0
53.000,E33,259253.000,-11459.000,-11072.064,-386.936,-398.516,11.580,0
53.000,G02,259253.000,2236.000,2626.630,-390.630,-398.516,7.886,0
53.000,G06,259253.000,11337.000,11730.087,-393.087,-398.516,5.430,0
53.000,G07,259253.000,6511.000,6908.377,-397.377,-398.516,1.139,0
53.000,G09,259253.000,27649.000,28052.669,-403.669,-398.516,-5.152,0
53.000,G11,259253.000,-5839.000,-5453.662,-385.338,-398.516,13.179,0
53.000,G13,259253.000,-10139.000,-9734.704,-404.296,-398.516,-5.780,0
53.000,G15,259253.000,-6846.000,-6438.800,-407.200,-398.516,-8.684,0
53.000,G20,259253.000,21907.000,22302.711,-395.711,-398.516,2.806,0
54.000,C14,259254.000,16791.000,17190.752,-399.752,-398.408,-1.344,0
54.000,C43,259254.000,16355.000,16754.858,-399.858,-398.408,-1.450,0
54.000,E27,259254.000,12174.000,12583.968,-409.968,-398.408,-11.560,0
54.000,E33,259254.000,-11511.000,-11123.957,-387.043,-398.408,11.365,0
54.000,G02,259254.000,2189.000,2578.972,-389.972,-398.408,8.436,0
54.000,G06,259254.000,11295.000,11688.074,-393.074,-398.408,5.334,0
54.000,G07,259254.000,6478.000,6875.064,-397.064,-398.408,1.344,0
54.000,G09,259254.000,27629.000,28032.609,-403.609,-398.408,-5.201,0
54.000,G11,259254.000,-5895.000,-5509.656,-385.344,-398.408,13.064,0
54.000,G13,259254.000,-10157.000,-9753.016,-403.984,-398.408,-5.576,0
54.000,G15,259254.000,-6858.000,-6450.788,-407.212,-398.408,-8.803,0
54.000,G20,259254.000,21870.000,22265.307,-395.307,-398.408,3.101,0
55.000,C14,259255.000,16770.000,17169.819,-399.819,-398.780,-1.039,0
55.000,C43,259255.000,16334.000,16734.029,-400.029,-398.780,-1.249,0
55.000,E27,259255.000,12166.000,12575.856,-409.856,-398.780,-11.076,0
55.000,E33,259255.000,-11563.000,-11175.826,-387.174,-398.780,11.606,0
55.000,G02,259255.000,2141.000,2531.302,-390.302,-398.780,8.478,0
55.000,G06,259255.000,11253.000,11646.030,-393.030,-398.780,5.750,0
55.000,G07,259255.000,6444.000,6841.741,-397.741,-398.780,1.039,0
55.000,G09,259255.000,27608.000,28012.514,-404.514,-398.780,-5.734,0
55.000,G11,259255.000,-5951.000,-5565.637,-385.363,-398.780,13.417,0
55.000,G13,259255.000,-10175.000,-9771.322,-403.678,-398.780,-4.898,0
55.000,G15,259255.000,-6870.000,-6462.777,-407.223,-398.780,-8.443,0
55.000,G20,259255.000,21832.000,22227.854,-395.854,-398.780,2.926,0
56.000,C14,259256.000,16749.000,17148.857,-399.857,-398.632,-1.225,0
56.000,C43,259256.000,16313.000,16713.180,-400.180,-398.632,-1.548,0
56.000,E27,259256.000,12158.000,12567.733,-409.733,-398.632,-11.101,0
56.000,E33,259256.000,-11615.000,-11227.670,-387.330,-398.632,11.301,0
56.000,G02,259256.000,2093.000,2483.620,-390.620,-398.632,8.012,0
56.000,G06,259256.000,11211.000,11603.954,-392.954,-398.632,5.678,0
56.000,G07,259256.000,6411.000,6808.406,-397.406,-398.632,1.225,0
56.000,G09,259256.000,27588.000,27992.382,-404.382,-398.632,-5.750,0
56.000,G11,259256.000,-6007.000,-5621.606,-385.394,-398.632,13.238,0
56.000,G13,259256.000,-10194.000,-9789.621,-404.379,-398.632,-5.748,0
56.000,G15,259256.000,-6882.000,-6474.765,-407.235,-398.632,-8.604,0
56.000,G20,259256.000,21795.000,22190.353,-395.353,-398.632,3.279,0
57.000,C14,259257.000,16728.000,17127.866,-399.866,-398.186,-1.680,0
57.000,C43,259257.000,16293.000,16692.311,-399.311,-398.186,-1.125,0
57.000,E27,259257.000,12150.000,12559.598,-409.598,-398.186,-11.412,0
57.000,E33,259257.000,-11667.000,-11279.488,-387.512,-398.186,10.674,0
57.000,G02,259257.000,2046.000,2435.926,-389.926,-398.186,8.260,0
57.000,G06,259257.000,11169.000,11561.847,-392.847,-398.186,5.339,0
57.000,G07,259257.000,6378.000,6775.061,-397.061,-398.186,1.125,0
57.000,G09,259257.000,27568.000,27972.214,-404.214,-398.186,-6.028,0
57.000,G11,259257.000,-6063.000,-5677.562,-385.438,-398.186,12.748,0
57.000,G13,259257.000,-10212.000,-9807.912,-404.088,-398.186,-5.902,0
57.000,G15,259257.000,-6894.000,-6486.752,-407.248,-398.186,-9.062,0
57.000,G20,259257.000,21758.000,22152.803,-394.803,-398.186,3.383,0
58.000,C14,259258.000,16707.000,17106.845,-399.845,-398.564,-1.281,0
58.000,C43,259258.000,16272.000,16671.423,-399.423,-398.564,-0.858,0
58.000,E12,259258.000,13619.000,14015.775,-396.775,-398.564,1.789,0
58.000,E21,259258.000,-16404.000,-15996.304,-407.696,-398.564,-9.132,0
58.000,E27,259258.000,12142.000,12551.452,-409.452,-398.564,-10.888,0
58.000,E33,259258.000,-11718.000,-11331.281,-386.719,-398.564,11.845,0
58.000,G02,259258.000,1998.000,2388.220,-390.220,-398.564,8.344,0
58.000,G06,259258.000,11127.000,11519.709,-392.709,-398.564,5.855,0
58.000,G07,259258.000,6344.000,6741.706,-397.706,-398.564,0.858,0
58.000,G09,259258.000,27548.000,27952.010,-404.010,-398.564,-5.446,0
58.000,G11,259258.000,-6119.000,-5733.505,-385.495,-398.564,13.069,0
58.000,G13,259258.000,-10230.000,-9826.197,-403.803,-398.564,-5.239,0
58.000,G15,259258.000,-6906.000,-6498.740,-407.260,-398.564,-8.696,0
58.000,G20,259258.000,21720.000,22115.204,-395.204,-398.564,3.360,0
59.000,C14,259259.000,16686.000,17085.796,-399.796,-398.427,-1.368,0
59.000,C43,259259.000,16251.000,16650.514,-399.514,-398.427,-1.087,0
59.000,E12,259259.000,13584.000,13980.836,-396.836,-398.427,1.591,0
59.000,E21,259259.000,-16414.000,-16005.540,-408.460,-398.427,-10.033,0
59.000,E27,259259.000,12133.000,12543.294,-410.294,-398.427,-11.867,0
59.000,E33,259259.000,-11770.000,-11383.048,-386.952,-398.427,11.476,0
59.000,G02,259259.000,1950.000,2340.503,-390.503,-398.427,7.924,0
59.000,G06,259259.000,11084.000,11477.540,-393.540,-398.427,4.888,0
59.000,G07,259259.000,6311.000,6708.340,-397.340,-398.427,1.087,0
