epoch_s,sat_id,gps_tow,d_rx_hz,d_truth_hz,raw_resid_hz,common_mode_hz,corrected_resid_hz,excluded_outlier
29.000,E12,259229.000,14623.000,15015.385,-392.385,-392.933,0.548,0
29.000,E19,259229.000,12787.000,13182.602,-395.602,-392.933,-2.669,0
29.000,E21,259229.000,-16125.000,-15721.341,-403.659,-392.933,-10.725,0
29.000,E26,259229.000,-27658.000,-27264.519,-393.481,-392.933,-0.548,0
29.000,E33,259229.000,-10202.000,-9819.418,-382.582,-392.933,10.351,0
29.000,G02,259229.000,3380.000,3766.481,-386.481,-392.933,6.452,0
29.000,G06,259229.000,12340.000,12728.740,-388.740,-392.933,4.193,0
29.000,G07,259229.000,7311.000,7704.570,-393.570,-392.933,-0.637,0
29.000,G09,259229.000,28123.000,28523.284,-400.284,-392.933,-7.351,0
29.000,G11,259229.000,-4487.000,-4106.461,-380.539,-392.933,12.394,0
29.000,G13,259229.000,-9693.000,-9293.138,-399.862,-392.933,-6.929,0
29.000,G15,259229.000,-6554.000,-6151.015,-402.985,-392.933,-10.052,0
29.000,G20,259229.000,22794.000,23185.658,-391.658,-392.933,1.275,0
29.000,G30,259229.000,2305.000,2697.040,-392.040,-392.933,0.893,0
30.000,E12,259230.000,14589.000,14981.362,-392.362,-392.970,0.608,0
30.000,E19,259230.000,12759.000,13155.056,-396.056,-392.970,-3.086,0
30.000,E21,259230.000,-16135.000,-15731.052,-403.948,-392.970,-10.978,0
30.000,E26,259230.000,-27689.000,-27295.332,-393.668,-392.970,-0.698,0
30.000,E33,259230.000,-10254.000,-9871.877,-382.123,-392.970,10.847,0
30.000,G02,259230.000,3333.000,3719.149,-386.149,-392.970,6.821,0
30.000,G06,259230.000,12298.000,12687.507,-389.507,-392.970,3.463,0
30.000,G07,259230.000,7278.000,7671.527,-393.527,-392.970,-0.557,0
30.000,G09,259230.000,28104.000,28504.089,-400.089,-392.970,-7.119,0
30.000,G11,259230.000,-4543.000,-4162.709,-380.291,-392.970,12.679,0
30.000,G13,259230.000,-9711.000,-9311.614,-399.386,-392.970,-6.416,0
30.000,G15,259230.000,-6566.000,-6163.007,-402.993,-392.970,-10.023,0
30.000,G20,259230.000,22758.000,23149.437,-391.437,-392.970,1.533,0
30.000,G30,259230.000,2270.000,2662.413,-392.413,-392.970,0.557,0
31.000,E12,259231.000,14554.000,14947.305,-393.305,-393.389,0.084,0
31.000,E19,259231.000,12731.000,13127.488,-396.488,-393.389,-3.099,0
31.000,E21,259231.000,-16145.000,-15740.747,-404.253,-393.389,-10.864,0
31.000,E26,259231.000,-27720.000,-27326.093,-393.907,-393.389,-0.518,0
31.000,E33,259231.000,-10307.000,-9924.313,-382.687,-393.389,10.702,0
31.000,G02,259231.000,3285.000,3671.802,-386.802,-393.389,6.587,0
31.000,G06,259231.000,12257.000,12646.240,-389.240,-393.389,4.149,0
31.000,G07,259231.000,7245.000,7638.473,-393.473,-393.389,-0.084,0
31.000,G09,259231.000,28084.000,28484.858,-400.858,-393.389,-7.469,0
31.000,G11,259231.000,-4600.000,-4218.947,-381.053,-393.389,12.337,0
31.000,G13,259231.000,-9730.000,-9330.084,-399.916,-393.389,-6.527,0
31.000,G15,259231.000,-6578.000,-6175.000,-403.000,-393.389,-9.611,0
31.000,G20,259231.000,22721.000,23113.167,-392.167,-393.389,1.222,0
31.000,G30,259231.000,2235.000,2627.781,-392.781,-393.389,0.608,0
32.000,E12,259232.000,14520.000,14913.217,-393.217,-393.217,0.000,0
32.000,E19,259232.000,12704.000,13099.898,-395.898,-393.217,-2.681,0
32.000,E21,259232.000,-16154.000,-15750.425,-403.575,-393.217,-10.358,0
32.000,E26,259232.000,-27750.000,-27356.804,-393.196,-393.217,0.021,0
32.000,E33,259232.000,-10359.000,-9976.727,-382.273,-393.217,10.944,0
32.000,G02,259232.000,3238.000,3624.440,-386.440,-393.217,6.777,0
32.000,G06,259232.000,12216.000,12604.941,-388.941,-393.217,4.277,0
32.000,G07,259232.000,7212.000,7605.406,-393.406,-393.217,-0.189,0
32.000,G09,259232.000,28065.000,28465.591,-400.591,-393.217,-7.374,0
32.000,G11,259232.000,-4656.000,-4275.177,-380.823,-393.217,12.395,0
32.000,G13,259232.000,-9748.000,-9348.546,-399.454,-393.217,-6.236,0
32.000,G15,259232.000,-6590.000,-6186.992,-403.008,-393.217,-9.790,0
32.000,G20,259232.000,22685.000,23076.846,-391.846,-393.217,1.371,0
32.000,G22,259232.000,-1703.000,-1307.856,-395.144,-393.217,-1.926,0
32.000,G30,259232.000,2201.000,2593.146,-392.146,-393.217,1.071,0
33.000,E12,259233.000,14487.000,14879.097,-392.097,-393.328,1.232,0
33.000,E19,259233.000,12676.000,13072.287,-396.287,-393.328,-2.959,0
33.000,E21,259233.000,-16164.000,-15760.087,-403.913,-393.328,-10.585,0
33.000,E26,259233.000,-27781.000,-27387.464,-393.536,-393.328,-0.208,0
33.000,E33,259233.000,-10412.000,-10029.119,-382.881,-393.328,10.447,0
33.000,G02,259233.000,3191.000,3577.064,-386.064,-393.328,7.264,0
33.000,G06,259233.000,12175.000,12563.608,-388.608,-393.328,4.721,0
33.000,G07,259233.000,7179.000,7572.328,-393.328,-393.328,0.000,0
33.000,G09,259233.000,28046.000,28446.289,-400.289,-393.328,-6.960,0
33.000,G11,259233.000,-4712.000,-4331.398,-380.602,-393.328,12.727,0
33.000,G13,259233.000,-9766.000,-9367.003,-398.997,-393.328,-5.669,0
33.000,G15,259233.000,-6602.000,-6198.985,-403.015,-393.328,-9.687,0
33.000,G20,259233.000,22649.000,23040.477,-391.477,-393.328,1.852,0
33.000,G22,259233.000,-1730.000,-1334.928,-395.072,-393.328,-1.743,0
33.000,G30,259233.000,2166.000,2558.507,-392.507,-393.328,0.821,0
34.000,E12,259234.000,14452.000,14844.944,-392.944,-393.239,0.294,0
34.000,E19,259234.000,12649.000,13044.654,-395.654,-393.239,-2.416,0
34.000,E21,259234.000,-16173.000,-15769.732,-403.268,-393.239,-10.029,0
34.000,E26,259234.000,-27812.000,-27418.073,-393.927,-393.239,-0.689,0
34.000,E33,259234.000,-10464.000,-10081.488,-382.512,-393.239,10.727,0
34.000,G02,259234.000,3144.000,3529.673,-385.673,-393.239,7.566,0
34.000,G06,259234.000,12133.000,12522.241,-389.241,-393.239,3.997,0
34.000,G07,259234.000,7146.000,7539.239,-393.239,-393.239,0.000,0
34.000,G09,259234.000,28027.000,28426.950,-399.950,-393.239,-6.711,0
34.000,G11,259234.000,-4768.000,-4387.610,-380.390,-393.239,12.848,0
34.000,G13,259234.000,-9785.000,-9385.452,-399.548,-393.239,-6.309,0
34.000,G15,259234.000,-6614.000,-6210.977,-403.023,-393.239,-9.784,0
34.000,G20,259234.000,22612.000,23004.057,-392.057,-393.239,1.182,0
34.000,G22,259234.000,-1757.000,-1361.990,-395.010,-393.239,-1.772,0
34.000,G30,259234.000,2131.000,2523.864,-392.864,-393.239,0.374,0
35.000,E12,259235.000,14418.000,14810.760,-392.760,-393.137,0.378,0
35.000,E19,259235.000,12621.000,13017.000,-396.000,-393.137,-2.863,0
35.000,E21,259235.000,-16183.000,-15779.361,-403.639,-393.137,-10.502,0
35.000,E26,259235.000,-27842.000,-27448.630,-393.370,-393.137,-0.233,0
35.000,E33,259235.000,-10516.000,-10133.835,-382.165,-393.137,10.972,0
35.000,G02,259235.000,3096.000,3482.267,-386.267,-393.137,6.870,0
35.000,G06,259235.000,12092.000,12480.842,-388.842,-393.137,4.295,0
35.000,G07,259235.000,7113.000,7506.137,-393.137,-393.137,0.000,0
35.000,G09,259235.000,28008.000,28407.575,-399.575,-393.137,-6.438,0
35.000,G11,259235.000,-4824.000,-4443.812,-380.188,-393.137,12.949,0
35.000,G13,259235.000,-9803.000,-9403.895,-399.105,-393.137,-5.968,0
35.000,G15,259235.000,-6626.000,-6222.969,-403.031,-393.137,-9.894,0
35.000,G20,259235.000,22576.000,22967.588,-391.588,-393.137,1.549,0
35.000,G22,259235.000,-1784.000,-1389.041,-394.959,-393.137,-1.822,0
35.000,G30,259235.000,2097.000,2489.217,-392.217,-393.137,0.920,0
36.000,E12,259236.000,14384.000,14776.543,-392.543,-393.863,1.320,0
36.000,E19,259236.000,12593.000,12989.324,-396.324,-393.863,-2.461,0
36.000,E21,259236.000,-16193.000,-15788.973,-404.027,-393.863,-10.164,0
36.000,E26,259236.000,-27873.000,-27479.137,-393.863,-393.863,0.000,0
36.000,E33,259236.000,-10569.000,-10186.158,-382.842,-393.863,11.022,0
36.000,G02,259236.000,3048.000,3434.848,-386.848,-393.863,7.015,0
36.000,G06,259236.000,12050.000,12439.410,-389.410,-393.863,4.453,0
36.000,G07,259236.000,7079.000,7473.024,-394.024,-393.863,-0.161,0
36.000,G09,259236.000,27988.000,28388.164,-400.164,-393.863,-6.301,0
36.000,G11,259236.000,-4881.000,-4500.005,-380.995,-393.863,12.868,0
36.000,G13,259236.000,-9822.000,-9422.331,-399.669,-393.863,-5.806,0
36.000,G15,259236.000,-6638.000,-6234.961,-403.039,-393.863,-9.176,0
36.000,G20,259236.000,22539.000,22931.069,-392.069,-393.863,1.794,0
36.000,G22,259236.000,-1811.000,-1416.081,-394.919,-393.863,-1.056,0
36.000,G30,259236.000,2062.000,2454.567,-392.567,-393.863,1.296,0
37.000,E12,259237.000,14349.000,14742.294,-393.294,-393.408,0.114,0
37.000,E19,259237.000,12565.000,12961.627,-396.627,-393.408,-3.219,0
37.000,E21,259237.000,-16203.000,-15798.569,-404.431,-393.408,-11.023,0
37.000,E26,259237.000,-27903.000,-27509.592,-393.408,-393.408,0.000,0
37.000,E33,259237.000,-10621.000,-10238.459,-382.541,-393.408,10.867,0
37.000,G02,259237.000,3001.000,3387.414,-386.414,-393.408,6.994,0
37.000,G06,259237.000,12009.000,12397.944,-388.944,-393.408,4.463,0
37.000,G07,259237.000,7046.000,7439.900,-393.900,-393.408,-0.492,0
37.000,G09,259237.000,27968.000,28368.717,-400.717,-393.408,-7.310,0
37.000,G11,259237.000,-4937.000,-4556.187,-380.813,-393.408,12.595,0
37.000,G13,259237.000,-9841.000,-9440.760,-400.240,-393.408,-6.832,0
37.000,G15,259237.000,-6650.000,-6246.953,-403.047,-393.408,-9.639,0
37.000,G20,259237.000,22503.000,22894.501,-391.501,-393.408,1.906,0
37.000,G22,259237.000,-1838.000,-1443.111,-394.889,-393.408,-1.482,0
37.000,G30,259237.000,2027.000,2419.912,-392.912,-393.408,0.495,0
38.000,E12,259238.000,14315.000,14708.013,-393.013,-393.764,0.750,0
38.000,E19,259238.000,12537.000,12933.908,-396.908,-393.764,-3.144,0
38.000,E21,259238.000,-16212.000,-15808.149,-403.851,-393.764,-10.087,0
38.000,E26,259238.000,-27934.000,-27539.997,-394.003,-393.764,-0.240,0
38.000,E33,259238.000,-10674.000,-10290.737,-383.263,-393.764,10.501,0
38.000,G02,259238.000,2953.000,3339.966,-386.966,-393.764,6.798,0
38.000,G06,259238.000,11967.000,12356.446,-389.446,-393.764,4.317,0
38.000,G07,259238.000,7013.000,7406.764,-393.764,-393.764,0.000,0
38.000,G09,259238.000,27949.000,28349.235,-400.235,-393.764,-6.471,0
38.000,G11,259238.000,-4994.000,-4612.360,-381.640,-393.764,12.124,0
38.000,G13,259238.000,-9859.000,-9459.183,-399.817,-393.764,-6.053,0
38.000,G15,259238.000,-6662.000,-6258.945,-403.055,-393.764,-9.291,0
38.000,G20,259238.000,22466.000,22857.884,-391.884,-393.764,1.880,0
38.000,G22,259238.000,-1866.000,-1470.130,-395.870,-393.764,-2.107,0
38.000,G30,259238.000,1992.000,2385.255,-393.255,-393.764,0.509,0
39.000,E12,259239.000,14280.000,14673.701,-393.701,-394.616,0.915,0
39.000,E19,259239.000,12509.000,12906.168,-397.168,-394.616,-2.552,0
39.000,E21,259239.000,-16222.000,-15817.712,-404.288,-394.616,-9.672,0
39.000,E26,259239.000,-27965.000,-27570.350,-394.650,-394.616,-0.034,0
39.000,E33,259239.000,-10727.000,-10342.992,-384.008,-394.616,10.608,0
39.000,G02,259239.000,2906.000,3292.503,-386.503,-394.616,8.113,0
39.000,G06,259239.000,11925.000,12314.915,-389.915,-394.616,4.701,0
39.000,G07,259239.000,6979.000,7373.616,-394.616,-394.616,0.000,0
39.000,G09,259239.000,27929.000,28329.716,-400.716,-394.616,-6.100,0
39.000,G11,259239.000,-5050.000,-4668.523,-381.477,-394.616,13.139,0
39.000,G13,259239.000,-9878.000,-9477.599,-400.401,-394.616,-5.785,0
39.000,G15,259239.000,-6675.000,-6270.937,-404.063,-394.616,-9.447,0
39.000,G20,259239.000,22429.000,22821.217,-392.217,-394.616,2.399,0
39.000,G22,259239.000,-1893.000,-1497.138,-395.862,-394.616,-1.246,0
39.000,G30,259239.000,1957.000,2350.593,-393.593,-394.616,1.023,0
40.000,E12,259240.000,14245.000,14639.357,-394.357,-394.457,0.101,0
40.000,E19,259240.000,12481.000,12878.406,-397.406,-394.457,-2.949,0
40.000,E21,259240.000,-16232.000,-15827.259,-404.741,-394.457,-10.284,0
40.000,E26,259240.000,-27996.000,-27600.653,-395.347,-394.457,-0.890,0
40.000,E33,259240.000,-10779.000,-10395.223,-383.777,-394.457,10.681,0
40.000,G02,259240.000,2858.000,3245.027,-387.027,-394.457,7.430,0
40.000,G06,259240.000,11883.000,12273.352,-390.352,-394.457,4.105,0
40.000,G07,259240.000,6946.000,7340.457,-394.457,-394.457,0.000,0
40.000,G09,259240.000,27909.000,28310.161,-401.161,-394.457,-6.704,0
40.000,G11,259240.000,-5107.000,-4724.676,-382.324,-394.457,12.133,0
40.000,G13,259240.000,-9897.000,-9496.008,-400.992,-394.457,-6.535,0
40.000,G15,259240.000,-6687.000,-6282.928,-404.072,-394.457,-9.615,0
40.000,G20,259240.000,22392.000,22784.500,-392.500,-394.457,1.957,0
40.000,G22,259240.000,-1921.000,-1524.135,-396.865,-394.457,-2.408,0
40.000,G30,259240.000,1922.000,2315.928,-393.928,-394.457,0.529,0
41.000,E12,259241.000,14211.000,14604.980,-393.980,-394.287,0.307,0
41.000,E19,259241.000,12454.000,12850.623,-396.623,-394.287,-2.336,0
41.000,E21,259241.000,-16242.000,-15836.790,-405.210,-394.287,-10.923,0
41.000,E26,259241.000,-28026.000,-27630.904,-395.096,-394.287,-0.809,0
41.000,E33,259241.000,-10831.000,-10447.431,-383.569,-394.287,10.718,0
41.000,G02,259241.000,2810.000,3197.538,-387.538,-394.287,6.749,0
41.000,G06,259241.000,11842.000,12231.755,-389.755,-394.287,4.531,0
41.000,G07,259241.000,6913.000,7307.287,-394.287,-394.287,0.000,0
41.000,G09,259241.000,27890.000,28290.570,-400.570,-394.287,-6.283,0
41.000,G11,259241.000,-5163.000,-4780.818,-382.182,-394.287,12.105,0
41.000,G13,259241.000,-9915.000,-9514.411,-400.589,-394.287,-6.303,0
41.000,G15,259241.000,-6699.000,-6294.919,-404.081,-394.287,-9.794,0
41.000,G20,259241.000,22355.000,22747.735,-392.735,-394.287,1.552,0
41.000,G22,259241.000,-1947.000,-1551.122,-395.878,-394.287,-1.592,0
41.000,G30,259241.000,1888.000,2281.260,-393.260,-394.287,1.027,0
42.000,E12,259242.000,14177.000,14570.573,-393.573,-394.105,0.533,0
42.000,E19,259242.000,12426.000,12822.819,-396.819,-394.105,-2.713,0
42.000,E21,259242.000,-16251.000,-15846.304,-404.696,-394.105,-10.591,0
42.000,E26,259242.000,-28056.000,-27661.104,-394.896,-394.105,-0.791,0
42.000,E33,259242.000,-10883.000,-10499.616,-383.384,-394.105,10.722,0
42.000,G02,259242.000,2763.000,3150.034,-387.034,-394.105,7.071,0
42.000,G06,259242.000,11800.000,12190.127,-390.127,-394.105,3.979,0
42.000,G07,259242.000,6880.000,7274.105,-394.105,-394.105,0.000,0
42.000,G09,259242.000,27870.000,28270.943,-400.943,-394.105,-6.838,0
42.000,G11,259242.000,-5219.000,-4836.950,-382.050,-394.105,12.055,0
42.000,G13,259242.000,-9933.000,-9532.806,-400.194,-394.105,-6.088,0
42.000,G15,259242.000,-6711.000,-6306.911,-404.089,-394.105,-9.984,0
42.000,G20,259242.000,22319.000,22710.920,-391.920,-394.105,2.186,0
42.000,G22,259242.000,-1974.000,-1578.097,-395.903,-394.105,-1.798,0
42.000,G30,259242.000,1853.000,2246.588,-393.588,-394.105,0.517,0
43.000,E12,259243.000,14142.000,14536.133,-394.133,-394.133,0.000,0
43.000,E19,259243.000,12398.000,12794.993,-396.993,-394.133,-2.860,0
43.000,E21,259243.000,-16261.000,-15855.802,-405.198,-394.133,-11.065,0
43.000,E26,259243.000,-28086.000,-27691.252,-394.748,-394.133,-0.615,0
43.000,E33,259243.000,-10936.000,-10551.777,-384.223,-394.133,9.910,0
43.000,G02,259243.000,2715.000,3102.517,-387.517,-394.133,6.616,0
43.000,G06,259243.000,11758.000,12148.466,-390.466,-394.133,3.667,0
43.000,G07,259243.000,6847.000,7240.913,-393.913,-394.133,0.220,0
43.000,G09,259243.000,27850.000,28251.280,-401.280,-394.133,-7.147,0
43.000,G11,259243.000,-5275.000,-4893.071,-381.929,-394.133,12.204,0
43.000,G13,259243.000,-9952.000,-9551.195,-400.805,-394.133,-6.672,0
43.000,G15,259243.000,-6723.000,-6318.902,-404.098,-394.133,-9.965,0
43.000,G20,259243.000,22282.000,22674.055,-392.055,-394.133,2.078,0
43.000,G22,259243.000,-2001.000,-1605.062,-395.938,-394.133,-1.805,0
43.000,G30,259243.000,1818.000,2211.913,-393.913,-394.133,0.220,0
44.000,E12,259244.000,14108.000,14501.662,-393.662,-394.650,0.988,0
44.000,E19,259244.000,12370.000,12767.146,-397.146,-394.650,-2.496,0
44.000,E21,259244.000,-16270.000,-15865.283,-404.717,-394.650,-10.067,0
44.000,E26,259244.000,-28116.000,-27721.350,-394.650,-394.650,0.000,0
44.000,E33,259244.000,-10988.000,-10603.914,-384.086,-394.650,10.564,0
44.000,G02,259244.000,2668.000,3054.987,-386.987,-394.650,7.663,0
44.000,G06,259244.000,11717.000,12106.772,-389.772,-394.650,4.878,0
44.000,G07,259244.000,6813.000,7207.709,-394.709,-394.650,-0.059,0
44.000,G09,259244.000,27830.000,28231.581,-401.581,-394.650,-6.931,0
44.000,G11,259244.000,-5331.000,-4949.181,-381.819,-394.650,12.831,0
44.000,G13,259244.000,-9970.000,-9569.577,-400.423,-394.650,-5.773,0
44.000,G15,259244.000,-6735.000,-6330.892,-404.108,-394.650,-9.458,0
44.000,G20,259244.000,22244.000,22637.142,-393.142,-394.650,1.508,0
44.000,G22,259244.000,-2028.000,-1632.015,-395.985,-394.650,-1.335,0
44.000,G30,259244.000,1783.000,2177.234,-394.234,-394.650,0.416,0
45.000,E12,259245.000,14074.000,14467.159,-393.159,-394.494,1.334,0
45.000,E19,259245.000,12343.000,12739.278,-396.278,-394.494,-1.784,0
45.000,E21,259245.000,-16279.000,-15874.748,-404.252,-394.494,-9.758,0
45.000,E26,259245.000,-28146.000,-27751.397,-394.603,-394.494,-0.110,0
45.000,E33,259245.000,-11040.000,-10656.028,-383.972,-394.494,10.521,0
45.000,G02,259245.000,2621.000,3007.444,-386.444,-394.494,8.050,0
45.000,G06,259245.000,11675.000,12065.046,-390.046,-394.494,4.447,0
45.000,G07,259245.000,6780.000,7174.494,-394.494,-394.494,0.000,0
45.000,G09,259245.000,27811.000,28211.846,-400.846,-394.494,-6.353,0
45.000,G11,259245.000,-5387.000,-5005.281,-381.719,-394.494,12.774,0
45.000,G13,259245.000,-9988.000,-9587.952,-400.048,-394.494,-5.555,0
45.000,G15,259245.000,-6746.000,-6342.883,-403.117,-394.494,-8.624,0
45.000,G20,259245.000,22208.000,22600.179,-392.179,-394.494,2.314,0
45.000,G22,259245.000,-2055.000,-1658.958,-396.042,-394.494,-1.549,0
45.000,G30,259245.000,1749.000,2142.553,-393.553,-394.494,0.941,0
46.000,E12,259246.000,14039.000,14432.625,-393.625,-394.267,0.642,0
46.000,E19,259246.000,12315.000,12711.388,-396.388,-394.267,-2.121,0
46.000,E21,259246.000,-16289.000,-15884.197,-404.803,-394.267,-10.536,0
46.000,E26,259246.000,-28176.000,-27781.392,-394.608,-394.267,-0.341,0
46.000,E33,259246.000,-11092.000,-10708.117,-383.883,-394.267,10.385,0
46.000,G02,259246.000,2573.000,2959.887,-386.887,-394.267,7.380,0
46.000,G06,259246.000,11634.000,12023.288,-389.288,-394.267,4.979,0
46.000,G07,259246.000,6747.000,7141.267,-394.267,-394.267,0.000,0
46.000,G09,259246.000,27792.000,28192.075,-400.075,-394.267,-5.808,0
46.000,G11,259246.000,-5443.000,-5061.369,-381.631,-394.267,12.636,0
46.000,G13,259246.000,-10007.000,-9606.320,-400.680,-394.267,-6.413,0
46.000,G15,259246.000,-6758.000,-6354.873,-403.127,-394.267,-8.859,0
46.000,G20,259246.000,22171.000,22563.167,-392.167,-394.267,2.100,0
46.000,G22,259246.000,-2082.000,-1685.889,-396.111,-394.267,-1.843,0
46.000,G30,259246.000,1715.000,2107.868,-392.868,-394.267,1.399,0
47.000,E12,259247.000,14005.000,14398.059,-393.059,-394.030,0.971,0
47.000,E19,259247.000,12287.000,12683.477,-396.477,-394.030,-2.447,0
47.000,E21,259247.000,-16298.000,-15893.629,-404.371,-394.030,-10.341,0
47.000,E26,259247.000,-28206.000,-27811.336,-394.664,-394.030,-0.634,0
47.000,E33,259247.000,-11144.000,-10760.183,-383.817,-394.030,10.213,0
47.000,G02,259247.000,2526.000,2912.317,-386.317,-394.030,7.713,0
47.000,G06,259247.000,11592.000,11981.498,-389.498,-394.030,4.532,0
47.000,G07,259247.000,6714.000,7108.030,-394.030,-394.030,0.000,0
47.000,G09,259247.000,27772.000,28172.268,-400.268,-394.030,-6.238,0
47.000,G11,259247.000,-5499.000,-5117.446,-381.554,-394.030,12.476,0
47.000,G13,259247.000,-10025.000,-9624.681,-400.319,-394.030,-6.289,0
47.000,G15,259247.000,-6770.000,-6366.864,-403.136,-394.030,-9.106,0
47.000,G20,259247.000,22134.000,22526.106,-392.106,-394.030,1.924,0
47.000,G22,259247.000,-2109.000,-1712.809,-396.191,-394.030,-2.160,0
47.000,G30,259247.000,1680.000,2073.180,-393.180,-394.030,0.850,0
48.000,E12,259248.000,13970.000,14363.462,-393.462,-393.782,0.320,0
48.000,E19,259248.000,12259.000,12655.545,-396.545,-393.782,-2.764,0
48.000,E21,259248.000,-16308.000,-15903.045,-404.955,-393.782,-11.174,0
48.000,E26,259248.000,-28236.000,-27841.229,-394.771,-393.782,-0.989,0
48.000,E33,259248.000,-11196.000,-10812.224,-383.776,-393.782,10.006,0
48.000,G02,259248.000,2478.000,2864.734,-386.734,-393.782,7.047,0
48.000,G06,259248.000,11550.000,11939.676,-389.676,-393.782,4.106,0
48.000,G07,259248.000,6681.000,7074.782,-393.782,-393.782,0.000,0
48.000,G09,259248.000,27752.000,28152.425,-400.425,-393.782,-6.643,0
48.000,G11,259248.000,-5555.000,-5173.511,-381.489,-393.782,12.293,0
48.000,G13,259248.000,-10043.000,-9643.036,-399.964,-393.782,-6.183,0
48.000,G15,259248.000,-6782.000,-6378.854,-403.146,-393.782,-9.365,0
48.000,G20,259248.000,22097.000,22488.996,-391.996,-393.782,1.786,0
48.000,G22,259248.000,-2135.000,-1739.719,-395.281,-393.782,-1.500,0
48.000,G30,259248.000,1645.000,2038.489,-393.489,-393.782,0.293,0
49.000,E12,259249.000,13936.000,14328.834,-392.834,-393.523,0.689,0
49.000,E19,259249.000,12231.000,12627.592,-396.592,-393.523,-3.070,0
49.000,E21,259249.000,-16317.000,-15912.444,-404.556,-393.523,-11.033,0
49.000,E26,259249.000,-28265.000,-27871.071,-393.929,-393.523,-0.407,0
49.000,E33,259249.000,-11248.000,-10864.241,-383.759,-393.523,9.764,0
49.000,G02,259249.000,2431.000,2817.139,-386.139,-393.523,7.384,0
49.000,G06,259249.000,11508.000,11897.821,-389.821,-393.523,3.701,0
49.000,G07,259249.000,6648.000,7041.523,-393.523,-393.523,0.000,0
49.000,G09,259249.000,27732.000,28132.546,-400.546,-393.523,-7.023,0
49.000,G11,259249.000,-5611.000,-5229.565,-381.435,-393.523,12.088,0
49.000,G13,259249.000,-10062.000,-9661.383,-400.617,-393.523,-7.094,0
49.000,G15,259249.000,-6794.000,-6390.843,-403.157,-393.523,-9.634,0
49.000,G20,259249.000,22060.000,22451.837,-391.837,-393.523,1.686,0
49.000,G22,259249.000,-2162.000,-1766.616,-395.384,-393.523,-1.861,0
49.000,G30,259249.000,1611.000,2003.795,-392.795,-393.523,0.728,0
50.000,E12,259250.000,13901.000,14294.174,-393.174,-394.139,0.965,0
50.000,E19,259250.000,12203.000,12599.618,-396.618,-394.139,-2.479,0
50.000,E21,259250.000,-16326.000,-15921.827,-404.173,-394.139,-10.034,0
50.000,E26,259250.000,-28295.000,-27900.861,-394.139,-394.139,0.000,0
50.000,E33,259250.000,-11300.000,-10916.234,-383.766,-394.139,10.373,0
50.000,G02,259250.000,2383.000,2769.530,-386.530,-394.139,7.609,0
50.000,G06,259250.000,11467.000,11855.935,-388.935,-394.139,5.204,0
50.000,G07,259250.000,6614.000,7008.253,-394.253,-394.139,-0.114,0
50.000,G09,259250.000,27712.000,28112.631,-400.631,-394.139,-6.492,0
50.000,G11,259250.000,-5667.000,-5285.607,-381.393,-394.139,12.746,0
50.000,G13,259250.000,-10080.000,-9679.724,-400.276,-394.139,-6.137,0
50.000,G15,259250.000,-6806.000,-6402.833,-403.167,-394.139,-9.028,0
50.000,G20,259250.000,22023.000,22414.629,-391.629,-394.139,2.510,0
50.000,G22,259250.000,-2189.000,-1793.503,-395.497,-394.139,-1.358,0
50.000,G30,259250.000,1576.000,1969.098,-393.098,-394.139,1.041,0
51.000,E12,259251.000,13866.000,14259.483,-393.483,-393.972,0.489,0
51.000,E19,259251.000,12175.000,12571.623,-396.623,-393.972,-2.651,0
51.000,E21,259251.000,-16336.000,-15931.194,-404.806,-393.972,-10.834,0
51.000,E26,259251.000,-28325.000,-27930.600,-394.400,-393.972,-0.428,0
51.000,E33,259251.000,-11352.000,-10968.202,-383.798,-393.972,10.173,0
51.000,G02,259251.000,2335.000,2721.910,-386.910,-393.972,7.062,0
51.000,G06,259251.000,11425.000,11814.017,-389.017,-393.972,4.954,0
51.000,G07,259251.000,6581.000,6974.972,-393.972,-393.972,0.000,0
51.000,G09,259251.000,27692.000,28092.679,-400.679,-393.972,-6.708,0
51.000,G11,259251.000,-5723.000,-5341.638,-381.362,-393.972,12.609,0
51.000,G13,259251.000,-10098.000,-9698.057,-399.943,-393.972,-5.971,0
51.000,G15,259251.000,-6818.000,-6414.822,-403.178,-393.972,-9.206,0
51.000,G20,259251.000,21986.000,22377.372,-391.372,-393.972,2.600,0
51.000,G22,259251.000,-2216.000,-1820.378,-395.622,-393.972,-1.650,0
51.000,G30,259251.000,1541.000,1934.398,-393.398,-393.972,0.574,0
52.000,E12,259252.000,13831.000,14224.761,-393.761,-394.680,0.919,0
52.000,E19,259252.000,12147.000,12543.607,-396.607,-394.680,-1.927,0
52.000,E21,259252.000,-16345.000,-15940.545,-404.455,-394.680,-9.776,0
52.000,E26,259252.000,-28355.000,-27960.288,-394.712,-394.680,-0.032,0
52.000,E33,259252.000,-11404.000,-11020.145,-383.855,-394.680,10.825,0
52.000,G02,259252.000,2287.000,2674.276,-387.276,-394.680,7.404,0
52.000,G06,259252.000,11382.000,11772.068,-390.068,-394.680,4.612,0
52.000,G07,259252.000,6547.000,6941.680,-394.680,-394.680,0.000,0
52.000,G09,259252.000,27672.000,28072.692,-400.692,-394.680,-6.012,0
52.000,G11,259252.000,-5779.000,-5397.656,-381.344,-394.680,13.336,0
52.000,G13,259252.000,-10117.000,-9716.384,-400.616,-394.680,-5.936,0
