Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),ECEF Error X (m),ECEF Error Y (m),ECEF Error Z (m),Body Azimuth (rad),Body Elevation (rad),Range (m),PSR (m),ADR,Clock Correction (s),Clock Noise (m),Delta Af0 (s),Delta Af1 (s/s),Iono Correction (m),Tropo Correction (m),PSR Offset (m),Receiver Antenna Azimuth (rad),Receiver Antenna Elevation (rad),Receiver Antenna Gain (dBi),SV Antenna Azimuth (rad),SV Antenna Elevation (rad),Relative Power Level (incl. Receiver Antenna gain) (dB),Doppler Frequency (Hz),PSR Change Rate (m/s),Receiver Carrier Phase Offset (rad),Satellite Carrier Phase Offset (rad),GPS TOW,GPS Week Number,SBAS t0,Calibration offset (m),PSR satellite time (ms)
500,-14135545.31049,-11466147.96322,-21143191.96242,0,0,0,-2.518578968108,0.4961106482114,23388292.11779,23127526.6248622,120431058.4417,0.0008698334428641,0,0,0,4.012956432529,9.259459166879e-83,0,0.9869172180319,0.4965536537163,-1.727798528004,-1.039853120626,1.325128008083,-4.459784761388,18611.27071815,-3574.098868296,0,0,259182.500,2296,86368,0,422.8548750721
600,-14135312.44692,-11466213.78135,-21143311.24191,0,0,0,-2.518531121274,0.4961715026067,23387934.7243,23127169.2319588,120429197.4086,0.0008698334391209,0,0,0,4.012421717697,9.257224864231e-83,0,0.9869777005696,0.4966146626847,-1.727291422644,-1.039753728527,1.32513626308,-4.458623841679,18609.39055112,-3573.737801984,0,0,259182.600,2296,86368,0,522.8560672065
700,-14135079.58246,-11466279.60138,-21143430.51752,0,0,0,-2.518483267746,0.4962323539047,23387577.36692,23126811.8751658,120427336.5636,0.0008698334353776,0,0,0,4.01188707928,9.254990969345e-83,0,0.987038194499,0.496675668734,-1.726784341546,-1.039654343936,1.325144518568,-4.457462926592,18607.51001551,-3573.376664892,0,0,259182.700,2296,86368,0,622.8572592204
800,-14134846.71713,-11466345.42332,-21143549.78925,0,0,0,-2.518435407525,0.496293202104,23387220.04566,23126454.5544892,120425475.9067,0.0008698334316343,0,0,0,4.011352517281,9.252757482207e-83,0,0.9870986991978,0.496736671388,-1.72627728867,-1.039554956867,1.325152774548,-4.456302020112,18605.62919862,-3573.015473783,0,0,259182.800,2296,86368,0,722.8584511139
900,-14134613.85091,-11466411.24715,-21143669.0571,0,0,0,-2.518387540609,0.4963540472033,23386862.76051,23126097.2699345,120423615.4378,0.000869833427891,0,0,0,4.010818031703,9.250524402789e-83,0,0.9871592168427,0.4967976710053,-1.725770261036,-1.039455556569,1.325161031018,-4.455141119285,18603.74811016,-3572.65423052,0,0,259182.900,2296,86368,0,822.8596428869
1000,-14134380.98381,-11466477.07289,-21143788.32106,0,0,0,-2.518339666998,0.4964148892013,23386505.5115,23125740.0213769,120421755.1577,0.0008698334241477,0,0,0,4.010152833719,9.248291731065e-83,0,0.9872197418914,0.4968586674533,-1.725263259744,-1.039356144242,1.325169287979,-4.453980225235,18601.52618892,-3572.227533907,0,0,259183.000,2296,86368,0,922.8608345398
1100,-14134148.11582,-11466542.90052,-21143907.58115,0,0,0,-2.518291786692,0.4964757280965,23386148.29862,23125382.8090835,120419895.0651,0.0008698334204044,0,0,0,4.009618517179,9.246059467013e-83,0,0.987280279988,0.4969196609795,-1.724756282738,-1.039256712201,1.325177545429,-4.452819335933,18599.98502149,-3571.931568906,0,0,259183.100,2296,86368,0,1022.862026072
1200,-14133915.24696,-11466608.73006,-21144026.83735,0,0,0,-2.518243899688,0.4965365638878,23385791.12188,23125025.6329294,120418035.1607,0.0008698334166612,0,0,0,4.009084277068,9.243827610606e-83,0,0.9873408288501,0.4969806513212,-1.724249332203,-1.039157284039,1.32518580337,-4.451658453586,18598.10296309,-3571.570139378,0,0,259183.200,2296,86368,0,1122.863217483
1300,-14133682.37721,-11466674.5615,-21144146.08967,0,0,0,-2.518196005987,0.4965973965737,23385433.98128,23124668.4929202,120416175.4446,0.0008698334129179,0,0,0,4.008550113387,9.24159616182e-83,0,0.9874013893561,0.4970416386902,-1.723742406375,-1.039057859435,1.325194061799,-4.45049757646,18596.22069132,-3571.208668873,0,0,259183.300,2296,86368,0,1222.864408774
1400,-14133449.50658,-11466740.39484,-21144265.33811,0,0,0,-2.518148105587,0.4966582261529,23385076.87683,23124311.3890618,120414315.9166,0.0008698334091746,0,0,0,4.008016026139,9.239365120635e-83,0,0.9874619604977,0.497102622784,-1.723235507772,-1.038958412261,1.325202320718,-4.449336707093,18594.33805096,-3570.847127587,0,0,259183.400,2296,86368,0,1322.865599944
1500,-14133216.63506,-11466806.23008,-21144384.58267,0,0,0,-2.518100198489,0.4967190526241,23384719.80854,23123954.3213598,120412456.5769,0.0008698334054313,0,0,0,4.007482015325,9.237134487021e-83,0,0.9875225449467,0.4971636039703,-1.722728633335,-1.038858957612,1.325210580125,-4.448175842455,18592.45511963,-3570.485530421,0,0,259183.500,2296,86368,0,1422.866790994
1600,-14132983.76267,-11466872.06723,-21144503.82334,0,0,0,-2.51805228469,0.496779875986,23384362.77641,23123597.2898199,120410597.4256,0.000869833401688,0,0,0,4.006948080949,9.234904260959e-83,0,0.9875831362352,0.4972245817979,-1.722221786816,-1.03875948344,1.325218840021,-4.44701498632,18590.57193612,-3570.123884827,0,0,259183.600,2296,86368,0,1522.867981923
1700,-14132750.88939,-11466937.90627,-21144623.06013,0,0,0,-2.518004364191,0.4968406962372,23384005.78045,23123240.294448,120408738.4626,0.0008698333979447,0,0,0,4.006414223013,9.23267444242e-83,0,0.9876437409907,0.4972855568745,-1.721714963163,-1.038660012222,1.325227100404,-4.445854133665,18588.68843253,-3569.762177765,0,0,259183.700,2296,86368,0,1622.869172731
1800,-14132518.01524,-11467003.74722,-21144742.29305,0,0,0,-2.517956436991,0.4969015133764,23383648.82067,23122883.3352497,120406879.6879,0.0008698333942014,0,0,0,4.005880441517,9.230445031387e-83,0,0.9877043566379,0.4973465286214,-1.721208167186,-1.038560543047,1.325235361275,-4.444693289322,18586.80466706,-3569.400420412,0,0,259183.800,2296,86368,0,1722.870363419
1900,-14132285.1402,-11467069.59006,-21144861.52208,0,0,0,-2.517908503088,0.4969623274022,23383291.89706,23122526.4122309,120405021.1016,0.0008698333904581,0,0,0,4.005346736466,9.228216027828e-83,0,0.9877649839017,0.4974074974075,-1.72070139582,-1.038461058761,1.325243622633,-4.443532450252,18584.92055242,-3569.038596004,0,0,259183.900,2296,86368,0,1822.871553986
2000,-14132052.26427,-11467135.43481,-21144980.74722,0,0,0,-2.517860562483,0.4970231383133,23382935.00964,23122169.5252665,120403162.7045,0.0008698333867148,0,0,0,4.004682472882,9.225987431722e-83,0,0.9878256233201,0.4974684630256,-1.720194650786,-1.038361561486,1.325251884478,-4.442371618202,18582.69602207,-3568.611398339,0,0,259184.000,2296,86384,0,1922.872744433
2100,-14131819.38747,-11467201.28146,-21145099.96849,0,0,0,-2.517812615173,0.4970839461085,23382578.15841,23121812.6746237,120401304.4951,0.0008698333829716,0,0,0,4.004148936932,9.22375924305e-83,0,0.9878862707759,0.4975294255119,-1.719687931784,-1.03826204476,1.32526014681,-4.441210792896,18581.1514696,-3568.314783275,0,0,259184.100,2296,86384,0,2022.873934758
