Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),ECEF Error X (m),ECEF Error Y (m),ECEF Error Z (m),Body Azimuth (rad),Body Elevation (rad),Range (m),PSR (m),ADR,Clock Correction (s),Clock Noise (m),Delta Af0 (s),Delta Af1 (s/s),Iono Correction (m),Tropo Correction (m),PSR Offset (m),Receiver Antenna Azimuth (rad),Receiver Antenna Elevation (rad),Receiver Antenna Gain (dBi),SV Antenna Azimuth (rad),SV Antenna Elevation (rad),Relative Power Level (incl. Receiver Antenna gain) (dB),Doppler Frequency (Hz),PSR Change Rate (m/s),Receiver Carrier Phase Offset (rad),Satellite Carrier Phase Offset (rad),GPS TOW,GPS Week Number,SBAS t0,Calibration offset (m),PSR satellite time (ms)
500,-10788065.2337,-26968469.93618,-5684323.907104,0,0,0,-1.230240577104,1.275796777377,22130177.64811,22270686.8779094,117033225.2599,-0.0004686806628092,0,0,0,2.30188335444,4.628088583787e-83,0,2.272562070622,1.276167949591,4.155951873071,1.367517993456,1.494935938934,6.781117064452,-7357.539854334,1400.093281642,0,0,259182.500,2296,86368,0,425.7129848213
600,-10788094.63245,-26968521.30015,-5684024.225961,0,0,0,-1.229896374867,1.275713511953,22130317.70813,22270826.9378199,117033961.2807,-0.0004686806627517,0,0,0,2.301787613827,4.627602659147e-83,0,2.272920262257,1.276084674755,4.15571330824,1.367879721552,1.494915112025,6.780937368336,-7362.876182216,1401.108751073,0,0,259182.600,2296,86368,0,525.7125176317
700,-10788124.03085,-26968572.66098,-5683724.543944,0,0,0,-1.229552380769,1.275630209657,22130457.8697,22270967.0992757,117034697.8351,-0.0004686806626941,0,0,0,2.301691902065,4.627116706636e-83,0,2.273278251482,1.276001362797,4.155474637062,1.368241250661,1.494894276389,6.780757574075,-7368.212343697,1402.12418884,0,0,259182.700,2296,86368,0,625.7120501034
800,-10788153.42893,-26968624.01866,-5683424.861055,0,0,0,-1.229208594725,1.275546870523,22130598.13281,22271107.3622737,117035434.9232,-0.0004686806626365,0,0,0,2.301596219164,4.626630726302e-83,0,2.273636035978,1.275918014307,4.155235861226,1.36860261366,1.494873432033,6.780577683307,-7373.548338778,1403.139594942,0,0,259182.800,2296,86368,0,725.7115822364
900,-10788182.82666,-26968675.37321,-5683125.177292,0,0,0,-1.228865016651,1.275463494584,22130738.49746,22271247.7268108,117036172.5448,-0.000468680662579,0,0,0,2.301500565138,4.626144718187e-83,0,2.273993619349,1.2758346289,4.154996979631,1.368963737024,1.494852578968,6.780397694886,-7378.884177246,1404.154971242,0,0,259182.900,2296,86368,0,825.7111140307
1000,-10788212.22406,-26968726.72461,-5682825.492657,0,0,0,-1.228521646464,1.275380081872,22130878.96364,22271388.192802,117036910.7004,-0.0004686806625214,0,0,0,2.301323110204,4.625658682331e-83,0,2.274350995649,1.27575120675,4.154757992776,1.369324677204,1.494831717202,6.780217609262,-7384.434838796,1405.211227015,0,0,259183.000,2296,86368,0,925.7106454866
1100,-10788241.62113,-26968778.07287,-5682525.807148,0,0,0,-1.228178484078,1.275296632421,22131019.53136,22271528.7604079,117037649.3892,-0.0004686806624639,0,0,0,2.301227515521,4.625172618779e-83,0,2.274708171527,1.275667747612,4.154518899955,1.369685377075,1.494810846744,6.780037425683,-7389.55530604,1406.185619533,0,0,259183.100,2296,86368,0,1025.710176604
1200,-10788271.01785,-26968829.41799,-5682226.120767,0,0,0,-1.22783552941,1.275213146264,22131160.20061,22271669.4295435,117038388.6115,-0.0004686806624063,0,0,0,2.301131949747,4.624686527574e-83,0,2.275065143809,1.275584251819,4.154279702129,1.370045886386,1.494789967604,6.779857145061,-7394.890635519,1407.200898975,0,0,259183.200,2296,86368,0,1125.709707382
1300,-10788300.41424,-26968880.75997,-5681926.433513,0,0,0,-1.227492782375,1.275129623432,22131300.97139,22271810.2002057,117039128.3673,-0.0004686806623487,0,0,0,2.301036412893,4.624200408757e-83,0,2.275421914249,1.275500719156,4.154040398678,1.370406229174,1.494769079789,6.77967676673,-7400.225867115,1408.216159791,0,0,259183.300,2296,86368,0,1225.709237821
1400,-10788329.8103,-26968932.09881,-5681626.745387,0,0,0,-1.227150242888,1.27504606396,22131441.84369,22271951.0723913,117039868.6566,-0.0004686806622912,0,0,0,2.30094090497,4.623714262374e-83,0,2.275778480799,1.275417150009,4.153800990706,1.370766341412,1.49474818331,6.779496291747,-7405.560844216,1409.231372178,0,0,259183.400,2296,86368,0,1325.708767922
1500,-10788359.20602,-26968983.43451,-5681327.056387,0,0,0,-1.226807910865,1.27496246788,22131582.8175,22272092.0460973,117040609.4795,-0.0004686806622336,0,0,0,2.30084542599,4.623228088465e-83,0,2.276134847586,1.275333543982,4.15356147708,1.371126254932,1.494727278175,6.779315718931,-7410.895684281,1410.246558487,0,0,259183.500,2296,86368,0,1425.708297685
1600,-10788388.6014,-26969034.76706,-5681027.366516,0,0,0,-1.226465786221,1.274878835225,22131723.89284,22272233.1213205,117041350.8358,-0.0004686806621761,0,0,0,2.300749975964,4.622741887076e-83,0,2.276491006555,1.275249901622,4.153321859371,1.371485929935,1.494706364394,6.779135049806,-7416.230318793,1411.261705682,0,0,259183.600,2296,86368,0,1525.707827108
1700,-10788417.99644,-26969086.09648,-5680727.675771,0,0,0,-1.22612386887,1.274795166028,22131865.06969,22272374.2980577,117042092.7255,-0.0004686806621185,0,0,0,2.300654554904,4.622255658246e-83,0,2.276846966675,1.275166222261,4.153082135659,1.371845426692,1.494685441974,6.778954282404,-7421.56486521,1412.276836112,0,0,259183.700,2296,86368,0,1625.707356194
1800,-10788447.39115,-26969137.42275,-5680427.984154,0,0,0,-1.225782158728,1.274711460321,22132006.34805,22272515.5763058,117042835.1487,-0.0004686806620609,0,0,0,2.300559162821,4.621769402023e-83,0,2.277202723309,1.275082506605,4.152842307972,1.372204752681,1.494664510926,6.778773418707,-7426.899245227,1413.291934878,0,0,259183.800,2296,86368,0,1725.70688494
1900,-10788476.78552,-26969188.74588,-5680128.291665,0,0,0,-1.22544065571,1.274627718137,22132147.72792,22272656.9560618,117043578.1054,-0.0004686806620034,0,0,0,2.300463799726,4.621283118445e-83,0,2.277558278639,1.274998754253,4.152602375158,1.372563847304,1.494643571258,6.778592457514,-7432.233409902,1414.306992665,0,0,259183.900,2296,86368,0,1825.706413348
2000,-10788506.17956,-26969240.06587,-5679828.598303,0,0,0,-1.22509935973,1.274543939508,22132289.20929,22272798.4372405,117044321.5958,-0.0004686806619458,0,0,0,2.300286646755,4.620796807557e-83,0,2.277913632521,1.274914965482,4.152362338009,1.372922736851,1.49462262298,6.778411399573,-7437.782407446,1415.362931788,0,0,259184.000,2296,86384,0,1925.705941418
2100,-10788535.57326,-26969291.38272,-5679528.904068,0,0,0,-1.224758270703,1.274460124469,22132430.79217,22272940.0200025,117045065.6193,-0.0004686806618883,0,0,0,2.300191343241,4.620310469405e-83,0,2.278268781063,1.27483114027,4.152122196467,1.373281408276,1.494601666099,6.778230244777,-7442.90129878,1416.33702442,0,0,259184.100,2296,86384,0,2025.705469148
2200,-10788564.96662,-26969342.69643,-5679229.208962,0,0,0,-1.224417388543,1.274376273051,22132572.47654,22273081.7042629,117045810.1761,-0.0004686806618307,0,0,0,2.300096068751,4.619824104027e-83,0,2.27862372892,1.274747278604,4.151881950489,1.373639883361,1.494580700626,6.778048993036,-7448.235022983,1417.351998389,0,0,259184.200,2296,86384,0,2125.70499654
2300,-10788594.35964,-26969394.007,-5678929.512983,0,0,0,-1.224076713166,1.274292385286,22132714.26241,22273223.4900185,117046555.2663,-0.0004686806617732,0,0,0,2.300000823294,4.619337711468e-83,0,2.278978474839,1.274663380582,4.151641600362,1.373998193101,1.494559726568,6.777867644591,-7453.568502479,1418.366925791,0,0,259184.300,2296,86384,0,2225.704523594
2400,-10788623.75233,-26969445.31442,-5678629.816131,0,0,0,-1.223736244484,1.274208461208,22132856.14977,22273365.3772661,117047300.8898,-0.0004686806617156,0,0,0,2.299905606885,4.618851291773e-83,0,2.279333018539,1.274579446297,4.151401146347,1.37435627231,1.494538743936,6.777686199654,-7458.901854728,1419.381828979,0,0,259184.400,2296,86384,0,2325.704050309
2500,-10788653.14468,-26969496.61871,-5678330.118408,0,0,0,-1.223395982412,1.27412450085,22132998.13862,22273507.3660025,117048047.0466,-0.000468680661658,0,0,0,2.299810419532,4.61836484498e-83,0,2.27968736076,1.274495475552,4.151160587883,1.374714154482,1.494517752738,6.77750465762,-7464.235079729,1420.396707952,0,0,259184.500,2296,86384,0,2425.703576686
