Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),ECEF Error X (m),ECEF Error Y (m),ECEF Error Z (m),Body Azimuth (rad),Body Elevation (rad),Range (m),PSR (m),ADR,Clock Correction (s),Clock Noise (m),Delta Af0 (s),Delta Af1 (s/s),Iono Correction (m),Tropo Correction (m),PSR Offset (m),Receiver Antenna Azimuth (rad),Receiver Antenna Elevation (rad),Receiver Antenna Gain (dBi),SV Antenna Azimuth (rad),SV Antenna Elevation (rad),Relative Power Level (incl. Receiver Antenna gain) (dB),Doppler Frequency (Hz),PSR Change Rate (m/s),Receiver Carrier Phase Offset (rad),Satellite Carrier Phase Offset (rad),GPS TOW,GPS Week Number,SBAS t0,Calibration offset (m),PSR satellite time (ms)
500,-17104551.77059,-12454433.86205,-20699625.95091,0,0,0,-2.392636423229,0.5207913645055,24994639.14726,23452424.3373363,123243281.0837,0.005144287772668,0,0,0,3.8661024756,8.862487623396e-83,0,1.11277734262,0.5212630851367,-1.519815689387,0.289566442832,1.342731484762,2.021986040307,16561.28913718,-3151.50853619,0,0,259182.500,2296,86368,0,421.7711329571
600,-17104610.72951,-12454633.3396,-20699457.02117,0,0,0,-2.392562041435,0.5208456637596,24994324.02624,23452109.216402,123241625.117,0.005144287770772,0,0,0,3.865623191677,8.860504048869e-83,0,1.112864333422,0.5213175498153,-1.519353618247,0.289687489447,1.342738713943,2.022856737864,16558.04375917,-3150.890961289,0,0,259182.600,2296,86368,0,521.7721840874
700,-17104669.68962,-12454832.81503,-20699288.08824,0,0,0,-2.392487650891,0.5208999548348,24994008.96698,23451794.1572286,123239969.4749,0.005144287768876,0,0,0,3.865143992121,8.858520829461e-83,0,1.112951337705,0.5213720064592,-1.518891615272,0.2898085611386,1.342745942708,2.023727329931,16554.79808752,-3150.27333051,0,0,259182.700,2296,86368,0,621.7732350117
800,-17104728.65092,-12455032.28835,-20699119.15214,0,0,0,-2.392413251596,0.5209542377289,24993693.96948,23451479.1598227,123238314.1574,0.00514428776698,0,0,0,3.86466487693,8.85653796515e-83,0,1.11303835479,0.5214264546853,-1.518429683713,0.2899296557983,1.342753171056,2.024597813228,16551.55202434,-3149.655625224,0,0,259182.800,2296,86368,0,721.77428573
900,-17104787.6134,-12455231.75956,-20698950.21285,0,0,0,-2.392338843551,0.5210085124398,24993379.03376,23451164.2241909,123236659.1645,0.005144287765084,0,0,0,3.8641858461,8.854555455901e-83,0,1.113125386896,0.5214808947807,-1.517967821135,0.2900507444334,1.342760398986,2.025468190163,16548.30557941,-3149.037847295,0,0,259182.900,2296,86368,0,821.7753362421
1000,-17104846.57708,-12455431.22865,-20698781.27039,0,0,0,-2.392264426756,0.5210627789653,24993064.15982,23450849.3502141,123235004.497,0.005144287763188,0,0,0,3.863581232272,8.852573301681e-83,0,1.113212428462,0.5215353266363,-1.51750602846,0.2901718450889,1.342767626497,2.026338459783,16544.72863367,-3148.357177153,0,0,259183.000,2296,86368,0,921.7763865487
1100,-17104905.54195,-12455630.69564,-20698612.32474,0,0,0,-2.392190001213,0.5211170373033,24992749.34766,23450534.5381501,123233350.1534,0.005144287761292,0,0,0,3.863102384352,8.850591502463e-83,0,1.113299485161,0.5215897504511,-1.517044304004,0.2902929459922,1.342774853588,2.027208623746,16541.81176946,-3147.802116349,0,0,259183.100,2296,86368,0,1021.777436649
1200,-17104964.50801,-12455830.16051,-20698443.37591,0,0,0,-2.392115566921,0.5211712874515,24992434.5973,23450219.7878799,123231696.1346,0.005144287759395,0,0,0,3.862623620786,8.848610058212e-83,0,1.113386554679,0.5216441660127,-1.516582649566,0.2904140602545,1.34278208026,2.028078680222,16538.56425761,-3147.184135392,0,0,259183.200,2296,86368,0,1121.778486543
1300,-17105023.47525,-12456029.62327,-20698274.4239,0,0,0,-2.39204112388,0.5212255294078,24992119.90875,23449905.0994101,123230042.4406,0.005144287757499,0,0,0,3.862144941573,8.846628968897e-83,0,1.113473637918,0.5216985734901,-1.516121063714,0.2905352128176,1.342789306512,2.028948630616,16535.31651084,-3146.566109732,0,0,259183.300,2296,86368,0,1221.77953623
1400,-17105082.44369,-12456229.08391,-20698105.4687,0,0,0,-2.391966672091,0.5212797631701,24991805.28199,23449590.4727472,123228389.0714,0.005144287755603,0,0,0,3.861666346709,8.84464823449e-83,0,1.113560733834,0.5217529726393,-1.515659548517,0.2906563528558,1.342796532343,2.029818472831,16532.06835297,-3145.94800584,0,0,259183.400,2296,86368,0,1321.780585712
