Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),ECEF Error X (m),ECEF Error Y (m),ECEF Error Z (m),Body Azimuth (rad),Body Elevation (rad),Range (m),PSR (m),ADR,Clock Correction (s),Clock Noise (m),Delta Af0 (s),Delta Af1 (s/s),Iono Correction (m),Tropo Correction (m),PSR Offset (m),Receiver Antenna Azimuth (rad),Receiver Antenna Elevation (rad),Receiver Antenna Gain (dBi),SV Antenna Azimuth (rad),SV Antenna Elevation (rad),Relative Power Level (incl. Receiver Antenna gain) (dB),Doppler Frequency (Hz),PSR Change Rate (m/s),Receiver Carrier Phase Offset (rad),Satellite Carrier Phase Offset (rad),GPS TOW,GPS Week Number,SBAS t0,Calibration offset (m),PSR satellite time (ms)
500,-14959422.95823,-13854586.04549,-16936047.22048,0,0,0,-2.338506764822,0.6236498102645,21249765.01593,21240485.5539876,111619468.4535,3.09645382529e-05,0,0,0,3.473088719403,7.561643349253e-83,0,1.166714277487,0.624131577035,-0.6359842162572,0.3179105418446,1.33226154594,2.508960261263,14608.12885291,-2779.834492132,0,0,259182.500,2296,86368,0,429.1493665461
600,-14959460.59039,-13854798.98578,-16935839.91735,0,0,0,-2.338407557025,0.6237036229278,21249487.06986,21240207.6073729,111618007.8385,3.09645386715e-05,0,0,0,3.472676559286,7.560098080362e-83,0,1.166826015174,0.6241855603481,-0.635520263857,0.3180511517225,1.332270961744,2.51006737701,14604.17084996,-2779.081309214,0,0,259182.600,2296,86368,0,529.1502936763
700,-14959498.22326,-13855011.92331,-16935632.6106,0,0,0,-2.338308336483,0.6237574239271,21249209.1991,21239929.7360804,111616547.6193,3.096453909009e-05,0,0,0,3.472264482598,7.55855304167e-83,0,1.166937770381,0.6242395321256,-0.6350564105973,0.318191789832,1.33228037619,2.511174287935,14600.21247506,-2778.328055516,0,0,259182.700,2296,86368,0,629.1512205551
800,-14959535.85682,-13855224.85805,-16935425.30022,0,0,0,-2.338209103197,0.623811213259,21248931.40367,21239651.940117,111615087.796,3.096453950869e-05,0,0,0,3.471852489333,7.557008233191e-83,0,1.167049542304,0.6242934920256,-0.6345926594173,0.3183324389105,1.332289789277,2.512280991037,14596.25371842,-2777.574729174,0,0,259182.800,2296,86368,0,729.1521471827
900,-14959573.49108,-13855437.79001,-16935217.98622,0,0,0,-2.338109857168,0.6238649909204,21248653.68358,21239374.2194898,111613628.3686,3.096453992728e-05,0,0,0,3.471440579487,7.555463654927e-83,0,1.167161333252,0.6243474403024,-0.6341290081317,0.3184731003833,1.332299201004,2.513387488439,14592.29453109,-2776.821320876,0,0,259182.900,2296,86368,0,829.153073559
1000,-14959611.12603,-13855650.7192,-16935010.6686,0,0,0,-2.338010598397,0.6239187569081,21248376.03884,21239096.5740907,111612169.3377,3.096454034588e-05,0,0,0,3.470913641413,7.553919306884e-83,0,1.167273137635,0.6244013768569,-0.6336654575912,0.3186137741737,1.332308611369,2.514493779228,14588.03263184,-2776.010308415,0,0,259183.000,2296,86368,0,929.1539996844
1100,-14959648.76169,-13855863.64561,-16934803.34735,0,0,0,-2.337911326886,0.6239725112189,21248098.46944,21238819.0041569,111610710.7022,3.096454076448e-05,0,0,0,3.470501910507,7.552375189069e-83,0,1.167384961187,0.6244553018655,-0.6332020062809,0.3187544627349,1.332318020373,2.515599864856,14584.37522655,-2775.314327329,0,0,259183.100,2296,86368,0,1029.154925558
1200,-14959686.39805,-13856076.56924,-16934596.02247,0,0,0,-2.337812042635,0.6240262538495,21247820.9754,21238541.5095804,111609252.4627,3.096454118307e-05,0,0,0,3.470090263005,7.550831301487e-83,0,1.167496801525,0.6245092151379,-0.632738655836,0.3188951598161,1.332327428013,2.516705743627,14580.41503103,-2774.560727179,0,0,259183.200,2296,86368,0,1129.15585118
1300,-14959724.0351,-13856289.49009,-16934388.69397,0,0,0,-2.337712745646,0.6240799847968,21247543.55673,21238264.0903682,111607794.6192,3.096454160167e-05,0,0,0,3.469678698902,7.549287644142e-83,0,1.167608659606,0.624563116823,-0.6322754049763,0.3190358936454,1.332336834289,2.517811416758,14576.45447334,-2773.807058111,0,0,259183.300,2296,86368,0,1229.156776551
1400,-14959761.67286,-13856502.40816,-16934181.36185,0,0,0,-2.33761343592,0.6241337040576,21247266.21342,21237986.7465272,111606337.1718,3.096454202026e-05,0,0,0,3.469267218193,7.547744217045e-83,0,1.167720534306,0.6246170067027,-0.6318122555761,0.319176639829,1.3323462392,2.518916882312,14572.49335773,-2773.053282872,0,0,259183.400,2296,86368,0,1329.157701671
