Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),ECEF Error X (m),ECEF Error Y (m),ECEF Error Z (m),Body Azimuth (rad),Body Elevation (rad),Range (m),PSR (m),ADR,Clock Correction (s),Clock Noise (m),Delta Af0 (s),Delta Af1 (s/s),Iono Correction (m),Tropo Correction (m),PSR Offset (m),Receiver Antenna Azimuth (rad),Receiver Antenna Elevation (rad),Receiver Antenna Gain (dBi),SV Antenna Azimuth (rad),SV Antenna Elevation (rad),Relative Power Level (incl. Receiver Antenna gain) (dB),Doppler Frequency (Hz),PSR Change Rate (m/s),Receiver Carrier Phase Offset (rad),Satellite Carrier Phase Offset (rad),GPS TOW,GPS Week Number,SBAS t0,Calibration offset (m),PSR satellite time (ms)
500,37681113.1956,10066872.24199,-15075249.09693,0,0,0,2.061023792424,-0.4496493560062,44586722.34268,44574879.8082901,232113035.01,3.952212135767e-05,0,0,0,5.899521231674,1.409592954948e-81,0,-0.7164874696411,-0.4499624338072,-13.14785956309,1.889987049153,1.403854071153,-20.70225305712,26086.41650989,-5009.622026235,0,0,259182.500,2296,86368,0,351.3142054818
600,37681052.64482,10066778.71345,-15075462.01816,0,0,0,2.06103657577,-0.4495827219222,44586221.36464,44574378.8310918,232110426.2948,3.952211709571e-05,0,0,0,5.899085622809,1.409409491524e-81,0,-0.7164618086169,-0.4498958880054,-13.14713767417,1.88992663613,1.403848651541,-20.70132076512,26087.88750301,-5009.904514998,0,0,259182.600,2296,86368,0,451.3158765619
700,37680992.09263,10066685.18578,-15075674.93856,0,0,0,2.061049350317,-0.4495160855314,44585720.35835,44573877.825648,232107817.4326,3.952211283376e-05,0,0,0,5.898650077469,1.409226001592e-81,0,-0.7164361516329,-0.4498293396633,-13.14641575769,1.889866158375,1.403843232485,-20.70038845053,26089.35824395,-5010.186955333,0,0,259182.700,2296,86368,0,551.3175477361
800,37680931.53902,10066591.65897,-15075887.85814,0,0,0,2.061062116064,-0.449449446834,44585219.32382,44573376.7919619,232105208.4232,3.95221085718e-05,0,0,0,5.898214595686,1.409042485176e-81,0,-0.7164104991958,-0.4497627894307,-13.14569382071,1.889805687414,1.403837813985,-20.69945612041,26090.8287909,-5010.469358414,0,0,259182.800,2296,86368,0,651.3192190046
900,37680870.984,10066498.13304,-15076100.7769,0,0,0,2.06107487301,-0.4493828058301,44584718.26105,44572875.7300366,232102599.2668,3.952210430984e-05,0,0,0,5.897779177493,1.408858942301e-81,0,-0.7163848492157,-0.4496962368197,-13.14497185792,1.889745249604,1.403832396041,-20.69852376946,26092.29920207,-5010.751735419,0,0,259182.900,2296,86368,0,751.3208903673
1000,37680810.42757,10066404.60797,-15076313.69483,0,0,0,2.061087621156,-0.44931616252,44584217.17005,44572374.6395994,232099989.9648,3.952210004788e-05,0,0,0,5.897067681309,1.408675372987e-81,0,-0.7163592072099,-0.449629681997,-13.14424987114,1.88968480746,1.403826978653,-20.69759139951,26093.05046966,-5010.896008462,0,0,259183.000,2296,86368,0,851.3225618251
1100,37680749.86972,10066311.08378,-15076526.61195,0,0,0,2.061100360503,-0.449249516904,44583716.05081,44571873.5212056,232097380.5144,3.952209578593e-05,0,0,0,5.896632426428,1.40849177726e-81,0,-0.7163335675897,-0.4495631246356,-13.14352785683,1.889624407716,1.403821561821,-20.69665900699,26095.23948124,-5011.31638512,0,0,259183.100,2296,86368,0,951.3242333761
1200,37680689.31045,10066217.56045,-15076739.52824,0,0,0,2.061113091049,-0.4491828689821,44583214.90335,44571372.3745822,232094770.9169,3.952209152397e-05,0,0,0,5.896197235244,1.408308155141e-81,0,-0.7163079325764,-0.4494965650883,-13.1428058188,1.889563958501,1.403816145547,-20.69572659575,26096.70936864,-5011.598661542,0,0,259183.200,2296,86368,0,1051.325905021
1300,37680628.74977,10066124.038,-15076952.44371,0,0,0,2.061125812796,-0.4491162187547,44582713.72766,44570871.1997326,232092161.1725,3.952208726201e-05,0,0,0,5.895762107788,1.408124506653e-81,0,-0.7162823013443,-0.4494300030652,-13.14208375391,1.889503493512,1.403810729828,-20.69479416264,26098.17917845,-5011.880923063,0,0,259183.300,2296,86368,0,1151.327576761
1400,37680568.18768,10066030.51641,-15077165.35836,0,0,0,2.061138525742,-0.449049566222,44582212.52374,44570369.9966599,232089551.2811,3.952208300005e-05,0,0,0,5.895327044094,1.407940831821e-81,0,-0.7162566748286,-0.449363438977,-13.14136166662,1.889443072825,1.403805314667,-20.69386171212,26099.64865848,-5012.163121253,0,0,259183.400,2296,86368,0,1251.329248594
