Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),ECEF Error X (m),ECEF Error Y (m),ECEF Error Z (m),Body Azimuth (rad),Body Elevation (rad),Range (m),PSR (m),ADR,Clock Correction (s),Clock Noise (m),Delta Af0 (s),Delta Af1 (s/s),Iono Correction (m),Tropo Correction (m),PSR Offset (m),Receiver Antenna Azimuth (rad),Receiver Antenna Elevation (rad),Receiver Antenna Gain (dBi),SV Antenna Azimuth (rad),SV Antenna Elevation (rad),Relative Power Level (incl. Receiver Antenna gain) (dB),Doppler Frequency (Hz),PSR Change Rate (m/s),Receiver Carrier Phase Offset (rad),Satellite Carrier Phase Offset (rad),GPS TOW,GPS Week Number,SBAS t0,Calibration offset (m),PSR satellite time (ms)
500,-21520526.29876,401215.0569911,20330327.25951,0,0,0,-0.8054422424934,-0.3275667139917,31174721.50132,31319394.1625317,164584431.3536,-0.0004825456409418,0,0,0,9.11741374047,1.409592954948e-81,0,2.700836736787,-0.3273758425462,-11.71498270579,0.9932421100471,1.321498271575,-11.25519596435,-30745.89292039,5850.748887286,0,0,259182.500,2296,86368,0,395.5297462402
600,-21520367.62001,401086.9647128,20330497.81457,0,0,0,-0.805445561529,-0.3276404243285,31175306.5707,31319979.2315429,164587505.916,-0.0004825456409785,0,0,0,9.117036213765,1.409409491524e-81,0,2.70084642095,-0.327449497187,-11.71598263505,0.9932750718851,1.321504650223,-11.25594009994,-30745.35456574,5850.646441802,0,0,259182.600,2296,86368,0,495.5277946601
700,-21520208.94096,400958.8700801,20330668.36651,0,0,0,-0.80544888681,-0.3277141339581,31175891.62983,31320564.2903071,164590580.4245,-0.0004825456410152,0,0,0,9.116658607908,1.409226001592e-81,0,2.700856103452,-0.3275231513966,-11.71698255847,0.9933080495026,1.321511030184,-11.25668413763,-30744.81600554,5850.543957204,0,0,259182.700,2296,86368,0,595.5258431141
800,-21520050.26163,400830.7730929,20330838.91532,0,0,0,-0.805452218337,-0.3277878428805,31176476.67871,31321149.3388204,164593654.8791,-0.0004825456410519,0,0,0,9.116280922914,1.409042485176e-81,0,2.700865784184,-0.3275968043961,-11.71798246545,0.9933410463741,1.321517411456,-11.25742806685,-30744.27725936,5850.441437215,0,0,259182.800,2296,86368,0,695.5238916023
900,-21519891.582,400702.6737514,20331009.46101,0,0,0,-0.8054555561101,-0.3278615510957,31177061.71734,31321734.3770788,164596729.2799,-0.0004825456410886,0,0,0,9.115903158798,1.408858942301e-81,0,2.700875464934,-0.3276704567718,-11.71898236396,0.9933740252911,1.321523794039,-11.25817189557,-30743.73819017,5850.338855758,0,0,259182.900,2296,86368,0,795.5219401247
1000,-21519732.90208,400574.5720554,20331180.00358,0,0,0,-0.8054589001296,-0.3279352586036,31177646.7457,31322319.4048447,164599803.628,-0.0004825456411254,0,0,0,9.115291566433,1.408675372987e-81,0,2.700885140295,-0.3277441083212,-11.71998225126,0.9934070021987,1.321530177935,-11.25891562104,-30743.81314871,5850.353119895,0,0,259183.000,2296,86368,0,895.5199886822
1100,-21519574.22187,400446.468005,20331350.54303,0,0,0,-0.805462250396,-0.3280089654043,31178231.76381,31322904.4225816,164602877.9209,-0.0004825456411621,0,0,0,9.114913637305,1.40849177726e-81,0,2.700894815645,-0.3278177594396,-11.7209821327,0.9934399639225,1.321536563141,-11.25965924864,-30742.65958195,5850.133603439,0,0,259183.100,2296,86368,0,995.518037273
1200,-21519415.54136,400318.3616001,20331521.07936,0,0,0,-0.8054656069094,-0.3280826714977,31178816.77164,31323489.4300518,164605952.1599,-0.0004825456411988,0,0,0,9.114535629108,1.408308155141e-81,0,2.700904488984,-0.327891409703,-11.72198200254,0.9934729359123,1.32154294966,-11.2604027726,-30742.11986673,5850.030899048,0,0,259183.200,2296,86368,0,1095.516085898
1300,-21519256.86057,400190.2528409,20331691.61256,0,0,0,-0.8054689696703,-0.3281563768839,31179401.76921,31324074.4272515,164609026.3449,-0.0004825456412355,0,0,0,9.114157541855,1.408124506653e-81,0,2.700914160956,-0.3279650594597,-11.72298186549,0.9935059313322,1.321549337489,-11.26114619768,-30741.58014173,5849.928192794,0,0,259183.300,2296,86368,0,1195.514134558
1400,-21519098.17948,400062.1417273,20331862.14264,0,0,0,-0.8054723386789,-0.3282300815628,31179986.7565,31324659.4141767,164612100.4759,-0.0004825456412722,0,0,0,9.113779375563,1.407940831821e-81,0,2.700923830879,-0.3280387082168,-11.72398171488,0.9935389047171,1.32155572663,-11.26188951717,-30741.0401035,5849.825426936,0,0,259183.400,2296,86368,0,1295.512183251
1500,-21518939.4981,399934.0282593,20332032.66959,0,0,0,-0.8054757139356,-0.3283037855345,31180571.73352,31325244.3908234,164615174.5529,-0.0004825456413089,0,0,0,9.113401130248,1.407757130666e-81,0,2.700933501026,-0.3281123565749,-11.72498155885,0.9935718743942,1.321562117082,-11.26263273923,-30740.49987929,5849.722625688,0,0,259183.500,2296,86368,0,1395.510231979
1600,-21518780.81643,399805.912437,20332203.19343,0,0,0,-0.8054790954406,-0.3283774887988,31181156.70025,31325829.3571878,164618248.5759,-0.0004825456413456,0,0,0,9.113022805923,1.407573403213e-81,0,2.70094316541,-0.3281860038096,-11.72598138757,0.9936048315863,1.321568508845,-11.26337585404,-30739.95942016,5849.619779736,0,0,259183.600,2296,86368,0,1495.508280741
1700,-21518622.13446,399677.7942602,20332373.71414,0,0,0,-0.8054824831944,-0.3284511913558,31181741.65669,31326414.3132659,164621322.5448,-0.0004825456413824,0,0,0,9.112644402605,1.407389649483e-81,0,2.700952830001,-0.3282596509064,-11.72698121442,0.9936377895665,1.321574901918,-11.26411887499,-30739.4187457,5849.516892806,0,0,259183.700,2296,86368,0,1595.506329538
1800,-21518463.45221,399549.6737291,20332544.23173,0,0,0,-0.8054858771971,-0.3285248932056,31182326.60285,31326999.2590539,164624396.4597,-0.0004825456414191,0,0,0,9.11226592031,1.407205869501e-81,0,2.700962492849,-0.3283332969223,-11.72798102659,0.9936707727503,1.321581296303,-11.26486178926,-30738.87798314,5849.413989112,0,0,259183.800,2296,86368,0,1695.504378369
1900,-21518304.76966,399421.5508437,20332714.7462,0,0,0,-0.8054892774492,-0.328598594348,31182911.53871,31327584.1945476,164627470.3204,-0.0004825456414558,0,0,0,9.111887359052,1.407022063289e-81,0,2.700972154276,-0.3284069424641,-11.72898083233,0.9937037386121,1.321587691999,-11.26560460511,-30738.33690735,5849.311025813,0,0,259183.900,2296,86368,0,1795.502427234
